entrezgene	hgnc_symbol	logFC_BC	PValue_BC	logFC_LC	PValue_LC	logFC_MUO	PValue_MUO	logFC_RA	PValue_RA	logFC_DCM	PValue_DCM	logFC_ICM	PValue_ICM
2882	GPX7	-0.478884615	0.330986207	0.592915726	0.283675384	-0.064174108	0.653504909	0.380538104556337	0.0109375293910434	-0.0404839724577759	0.861596750532502	0.05806541	0.816928391
27101	CACYBP	1.169974732	0.011964907	1.281704292	0.025246646	-0.075334823	0.091382179	0.253740959006283	0.0661261987328375	-0.190766246179287	0.321884887525879	-0.472894891	0.034396452
6342	SCP2	-0.409799794	0.276249113	-0.350730544	0.370305354	-0.511980327	2.76e-08	0.722177592353386	0.00265824750277966	-0.237072740972316	0.248309765818088	-0.540928572	0.020460688
25823	TPSG1	5.93433518	0.001764149	0.886558455	0.418722218	0.054600307	0.243393865	0.0330479134676036	0.722992885754367	NA	NA	NA	NA
60676	PAPPA2	-5.147888777	7.84e-05	2.014515091	0.079032285	0.013244629	0.587957574	0.0634049626724771	0.325850892924441	0.52331772614397	0.235804865124955	0.909953251	0.055597027
55103	RALGPS2	1.239907003	0.208166981	2.026195745	0.000789449	0.007838659	0.902667133	0.42996445501867	0.000127888350043599	-0.561538648251936	0.0552531773649058	-0.833139427	0.02592803
9068	ANGPTL1	-6.879749253	2.93e-07	-1.490719299	0.073369846	-0.181134907	0.282368312	NA	NA	0.873153394832073	0.035051244391017	-0.081252172	0.803906736
9731	CEP104	-0.18302669	0.56030362	-0.317725652	0.381295253	-0.058611188	0.398523677	0.086056962268386	0.348879153382552	-0.195022461040824	0.159243950265292	0.044624979	0.763737184
9917	FAM20B	0.127560545	0.602928373	-0.43473188	0.200422154	0.012834823	0.840874012	-0.16826475949591	0.237551113848813	-0.103235162292042	0.456202157305929	-0.088483638	0.486170563
127428	TCEANC2	-0.555255746	0.07608379	0.325145608	0.404665191	-0.052804128	0.308439621	0.0965272473112293	0.240581623461459	-0.35550928046532	0.314278753378437	-0.236559677	0.596489393
127428	TCEANC2	-0.555255746	0.07608379	0.325145608	0.404665191	-0.034746443	0.393104008	0.0965272473112293	0.240581623461459	-0.35550928046532	0.314278753378437	-0.236559677	0.596489393
9528	TMEM59	0.482948502	0.238230705	-0.271210051	0.575069036	-0.038469589	0.374275288	0.538231424627659	0.0235158125321332	-0.0550747014452469	0.707129372350033	-0.044776982	0.773607165
115353	LRRC42	0.139702963	0.64843718	0.462249113	0.314989291	-0.097185407	0.132937236	-0.0475270261884289	0.600292246604803	-0.367861826489172	0.315207425907298	-1.079698104	0.006604396
49856	WRAP73	0.646221904	0.054987904	0.865468009	0.056986102	-0.010463169	0.751928369	0.207790964326803	0.0299245865398322	0.220496256026801	0.18504748685714	0.207263418	0.23499194
51253	MRPL37	0.421865004	0.159044255	0.492742685	0.263683358	-0.188964843	0.006938154	NA	NA	-0.179978034026299	0.514857378534539	-0.372073002	0.187974413
23463	ICMT	-0.404059513	0.175976765	0.017618362	0.960606118	0.073434013	0.323481584	0.436928631090198	0.000454666930737942	-0.00649798231332576	0.977809186946442	-0.028349201	0.888594564
6146	RPL22	-0.244010458	0.331711803	-0.15814076	0.701749699	-0.075387137	0.006089796	NA	NA	-0.140594772560839	0.364676479001059	-0.111137351	0.492784156
26038	CHD5	1.03166744	0.21344328	1.877775047	0.127199599	0.018179756	0.505998697	-0.140740753005417	0.0262484775317592	1.35555090593046	0.000431902260492388	1.221197542	0.009487026
5768	QSOX1	1.911241035	0.001628396	-0.554032704	0.303618973	NA	NA	-0.0043475395704462	0.980957233185516	0.0382301954075455	0.848109485638233	-0.101130454	0.578313813
6814	STXBP3	0.34375844	0.398793065	-0.06627974	0.854391506	-0.053798131	0.299114493	-0.0416473838564899	0.872005648182239	-0.185940960930955	0.221089627703262	-0.147419491	0.387361877
148479	PHF13	-0.302626389	0.255979549	0.153856457	0.700838047	-0.443987166	0.000169784	NA	NA	-0.105231424026238	0.535338865453809	0.027556955	0.899560962
54206	ERRFI1	-0.378914497	0.454567652	1.156515111	0.083260485	NA	NA	NA	NA	-1.47382433770674	0.00961757638145991	-1.849279872	0.001623851
11315	PARK7	0.656241768	0.078301095	0.372512338	0.483212232	NA	NA	0.0319335773634268	0.835621271401896	0.103792625258163	0.500213089302414	0.190158183	0.239986541
57535	KIAA1324	2.24270541	0.165926497	-0.318628816	0.714679764	0.003269739	0.95677061	-0.0211396285346179	0.844932877662203	0.59855371640161	0.247425364586789	1.216373668	0.047916739
4985	OPRD1	1.572730549	0.128992459	2.926601708	0.02117612	-0.133283341	0.018113774	-0.0321227116732059	0.644981178266937	NA	NA	NA	NA
4985	OPRD1	1.572730549	0.128992459	2.926601708	0.02117612	0.006495886	0.717856286	-0.0321227116732059	0.644981178266937	NA	NA	NA	NA
271	AMPD2	0.578792007	0.169423722	0.284414529	0.523180179	NA	NA	0.0330267829517759	0.819185731841402	-0.0266660943745988	0.91976207885263	-0.156752461	0.529733061
6429	SRSF4	-0.205580126	0.473713426	-0.403093997	0.223069753	NA	NA	-1.10241593504683	0.000359140736678259	-0.357378354271733	0.038412924438885	-0.200736125	0.201765235
51102	MECR	-0.186839899	0.580161368	0.162315617	0.67870787	0.134870257	0.394287101	-0.146522769039634	0.252224438565908	0.252057695794887	0.0984766031351412	0.289825874	0.068509604
3749	KCNC4	-0.627527572	0.418636324	-0.110268035	0.830805324	0.063555036	0.179238648	0.0270013480339606	0.684295808338518	0.742809662166851	0.00123428313587177	0.815740979	0.000634713
80267	EDEM3	0.161818924	0.674076591	0.874898174	0.032919389	0.044660297	0.600525339	0.45508622935228	0.0159462655701019	-0.256726297266385	0.273891189573483	-0.697767311	0.004920551
79084	WDR77	0.418126351	0.142726142	0.282928853	0.471177924	-0.024431501	0.737617969	0.0307716359771044	0.873243673616183	-0.0911275499271516	0.541019385678472	-0.039187391	0.808287001
515	ATP5PB	0.199538597	0.538932643	-0.040617986	0.933252721	NA	NA	0.427244875318157	0.00534213953479262	-0.218340112135508	0.569365945934687	-0.761564069	0.061148534
5906	RAP1A	-1.136988459	0.002676392	-1.050052196	0.025902442	-0.051374164	0.467260269	NA	NA	-0.222714076478577	0.0865612069178663	-0.447743745	0.016840152
3065	HDAC1	0.868579809	0.015974512	0.460081807	0.280266649	-0.017438615	0.759659993	0.286890258448484	0.26808209915467	0.00447463043365621	0.968444849774866	0.039059346	0.756598051
829	CAPZA1	0.474690419	0.175990982	0.112372652	0.77850366	0.101754323	0.026569135	NA	NA	0.0094127908966674	0.962798589354979	-0.010206496	0.958026742
64766	S100PBP	-0.443183145	0.101669102	0.653414092	0.071595247	-0.051304408	0.248024224	0.220827474373844	0.126277551096672	-0.0643812840102035	0.700078277881277	0.045667917	0.795823951
127544	RNF19B	0.044437061	0.900572884	-0.012229217	0.972120241	-0.176095145	0.195925531	0.0669828887417863	0.74447479733434	-0.843816225257638	0.0332544402080029	-0.930684296	0.006810247
10067	SCAMP3	1.300826627	0.000116765	0.353635347	0.455368916	-0.128016879	0.129329843	0.0910068693172592	0.531671782516641	0.123148668928109	0.567343351801758	-0.115097815	0.595016009
55223	TRIM62	1.808792459	0.002144651	0.142300106	0.759688406	0.034371509	0.396489655	0.0615480324338669	0.269760898110048	0.18575472915093	0.386238962636035	0.207765302	0.483754038
55870	ASH1L	-0.671343372	0.105890925	0.408435314	0.347477699	NA	NA	-0.100492439302531	0.185521754291004	-0.487431412260057	0.00232332944066331	-0.533409944	0.00195055
58512	DLGAP3	1.935724469	0.060474421	2.846255035	0.011026042	0.024239676	0.342140702	NA	NA	-0.286763289525022	0.629324869569981	-0.336746621	0.605470165
6421	SFPQ	0.690106556	0.030913482	0.446239128	0.187269019	-0.005467005	0.88239953	-0.391501425968362	0.0612978827277727	-0.630787650163952	0.00346409887563619	-0.651695502	0.003590497
58480	RHOU	-1.937993754	0.009217011	-0.209992294	0.674432796	NA	NA	NA	NA	-0.400268082837532	0.270809910349569	-0.553666691	0.082744679
54856	GON4L	0.335652102	0.293753087	0.354954463	0.280458066	0.007341659	0.881641593	-0.161863483012396	0.184511194741453	0.123308401038547	0.365455384043226	0.120107131	0.417048566
9181	ARHGEF2	-0.655855392	0.095924491	-0.306028988	0.551108999	0.184709823	0.011070202	0.133852551880188	0.341533444987168	0.109923587075148	0.377726618981974	0.066294904	0.593441537
28956	LAMTOR2	1.84033515	0.002016742	0.644441605	0.310155554	0.099696567	0.040170372	0.77561855169279	0.00176591046894953	0.259720329644265	0.11182692740342	0.735137107	0.000623302
4209	MEF2D	0.595378928	0.091763853	-0.572119783	0.142907656	-0.12098912	0.073395148	-0.179959181784329	0.0702557482909279	0.00333169521527111	0.981644552484806	-0.126513247	0.386393077
85440	DOCK7	-0.942435354	0.018178148	0.359898407	0.396767458	-0.002336774	0.977092499	NA	NA	-0.491594548430819	0.0702057301374568	-0.660626369	0.018873121
6723	SRM	1.351376904	0.036280211	0.909549661	0.108053779	0.162283763	0.077627871	-0.393540237007796	0.264740185483403	0.128754988765789	0.493297540275706	0.268447377	0.178800915
26232	FBXO2	2.319467684	0.124578355	0.707807321	0.353586814	0.025277274	0.454813331	0.017361668870032	0.828353647233014	0.356854899387083	0.345250086556983	0.257176546	0.522389713
26270	FBXO6	1.335977209	0.00238477	0.334689427	0.568071883	0.011509487	0.858560282	NA	NA	-0.208485261590095	0.466102126520621	-0.614125355	0.045849054
81563	C1orf21	0.82615132	0.395052564	-1.800379578	8.98e-05	NA	NA	-0.599870689870678	8.65865921674909e-05	-0.195207436253904	0.140035263772141	-0.101447986	0.513375508
54823	SWT1	-0.33322143	0.457358241	0.218248577	0.615799837	-0.276349749	0.002839714	NA	NA	0.0803553041773825	0.695787864405808	0.061626756	0.770340377
10459	MAD2L2	1.250147835	0.023436025	0.954202277	0.12815848	-0.010375976	0.790230316	NA	NA	-0.0226223935938492	0.889403789952163	0.089673588	0.60621187
9829	DNAJC6	1.641415092	0.133180547	1.241036338	0.072442476	NA	NA	-0.0670849479106725	0.328888548743737	0.0128353387362701	0.971928015365649	-0.008749786	0.97933839
3953	LEPR	-5.441965591	1.26e-07	-2.295011525	6.41e-05	NA	NA	-0.281763988271338	0.0417751650693214	-0.115713968344929	0.730808850226324	-0.209531987	0.543211093
10625	IVNS1ABP	0.371240706	0.269953363	0.216605305	0.548611598	0.469220843	0.007279716	0.563731543076062	0.0357891775054552	-0.0409116050773013	0.747969563561093	-0.298108058	0.019635615
90231	KIAA2013	1.114083074	0.015666145	-0.04449757	0.922453235	0.039202009	0.514888952	NA	NA	0.157351269270196	0.226329004155101	0.128883617	0.343577775
9927	MFN2	-0.212128514	0.420744872	-0.511961687	0.193014334	-0.118164065	0.230954604	-0.0145421199447515	0.892995185336987	0.0880905710942828	0.626802036236734	0.097024938	0.556300698
10216	PRG4	-7.755524892	4.42e-05	-3.633671894	5.85e-05	2.320242748	0.000123289	-1.00221907985779	0.00537682457027418	0.682093322279677	0.154645411308151	-0.23007759	0.610356314
60672	MIIP	1.506566975	0.023198663	0.16432273	0.757424935	-0.125174385	0.016749859	0.210080334957964	0.0246137521202225	-0.034610240092476	0.900759762373267	0.07549078	0.791931023
9887	SMG7	0.682688238	0.012781554	0.186772289	0.5781028	-0.113455636	0.003440992	0.0396596284099355	0.519455229586092	0.0794844961865284	0.55783278534881	0.086424096	0.530276434
4688	NCF2	-3.09163732	2.4e-05	-2.304427591	2.71e-05	0.93901716	1.16e-06	2.28633261427266	5.76547166890965e-06	0.716536113829588	0.106799760176552	-0.109521827	0.692159952
23169	SLC35D1	-0.215348048	0.501248281	0.373595145	0.299536333	-0.074881418	0.030771408	0.11932845206388	0.093869342941898	0.0947078121484256	0.669191935121137	-0.192242065	0.38411155
5321	PLA2G4A	0.031434794	0.9821217	1.908548059	0.034699894	0.344761442	0.241073435	0.347227088778781	0.269878608923761	-0.121615755267534	0.814495678037986	-0.331032457	0.538359087
1647	GADD45A	0.606996191	0.36872668	1.059570038	0.064865289	-0.146309987	0.254825788	-4.04898367112239	1.07941019243034e-10	-0.706147006894725	0.0753508534725406	-0.398895208	0.314228526
79971	WLS	-1.651413425	0.011961353	-0.034315214	0.939929808	-0.166957308	0.088838058	-0.211725892467709	0.408872088251507	0.250547328074206	0.123597588429989	0.151569251	0.372140256
7799	PRDM2	-1.006030196	0.006781784	-0.212917522	0.570093176	0.007603239	0.808607972	-0.00824318518689493	0.886383745914493	-0.164575179087139	0.233776616000294	-0.070162775	0.663856424
5997	RGS2	-0.670211582	0.49690913	-0.944573687	0.048217679	0.13443429	0.20638763	-1.9342830562626	0.000294587830336133	-0.713434759761958	0.068673387609105	-0.865645129	0.025490271
6738	RO60	0.046576986	0.906594176	0.513247253	0.228593243	NA	NA	-0.179844743065009	0.098070879127598	-0.100304870370846	0.690931436585327	0.374813517	0.1210393
270	AMPD1	-6.457791566	0.002908755	0.004726165	0.994427531	-0.021458217	0.287494938	0.407451269850124	0.044986653818876	NA	NA	NA	NA
51377	UCHL5	0.867091049	0.019690749	0.773204378	0.044527104	-0.11793736	0.014323589	0.0249029079805538	0.872222548464445	-0.486930559191844	0.051979838196036	-0.698879898	0.008708933
10286	BCAS2	0.322003682	0.406522604	0.132621631	0.763205307	-0.033813478	0.730145206	-0.922698777525431	9.84355778293056e-06	-0.238186778791071	0.3805901512081	-0.320762616	0.228394482
9295	SRSF11	0.021980934	0.941741884	0.520912013	0.099206257	-0.167375837	0.03787962	-0.258141599307772	0.0658699332295452	-0.250661128626691	0.235710835970156	-0.175357599	0.389378424
1491	CTH	-0.885708692	0.091547358	1.326599529	0.01806004	-0.595328194	1.1e-08	-0.863479961122766	4.52978884438887e-05	-1.71115432220602	0.00852387114494633	-1.864920317	0.003653056
79814	AGMAT	2.018348114	0.00205901	3.780620787	8.73e-05	-0.002057755	0.921687261	NA	NA	NA	NA	NA	NA
56944	OLFML3	-0.169335592	0.858205166	-1.586573202	0.005082221	0.22389439	0.033635913	-0.0246490969545157	0.933141955237882	-0.0145599252600093	0.957968191241159	-0.331928752	0.229139631
51086	TNNI3K	5.265422665	0.019031656	0.625559637	0.514523796	NA	NA	NA	NA	-0.353588327564823	0.211354281869379	0.233170445	0.425271201
10878	CFHR3	-2.069109159	0.050874404	1.024672837	0.169935002	-0.022600448	0.208980814	NA	NA	NA	NA	NA	NA
23207	PLEKHM2	-0.529765674	0.132589745	-0.635172665	0.169366767	0.167184015	0.023668276	-0.636879201522712	0.00593267216238892	0.172573044968321	0.199621227169657	0.000286617	0.998605474
1429	CRYZ	0.63098547	0.379096575	0.469294418	0.42201899	-0.119088308	0.561757517	0.23716242895507	0.576057195720318	-0.147199633684188	0.546411428732025	-0.256402124	0.320668907
10745	PHTF1	0.381123754	0.24865175	0.159757731	0.635164782	0.011038645	0.819795486	0.264098962731538	2.61356822561529e-05	-0.364584996460652	0.0755762536976015	-0.066012635	0.726781156
7709	ZBTB17	1.036744228	0.015610965	-0.003192076	0.994340456	0.027587889	0.573992073	-0.149497496211805	0.153213289028986	0.100759501833268	0.633551116826928	0.200781982	0.316369223
965	CD58	-0.836227487	0.140166096	-0.455526077	0.407789948	-0.069004605	0.342990074	1.18583352871937	0.00204046003080831	0.224189613234857	0.24853578140026	0.201756491	0.335422088
339488	TFAP2E	-0.06468598	0.920029706	-0.291676348	0.602102435	0.093671525	0.04133754	NA	NA	1.09680077485704	0.0458566187795671	1.054668318	0.074863239
914	CD2	-0.681929501	0.437677109	-0.265659732	0.499800041	0.261605399	0.000166631	2.75753604412869	4.4689753796262e-11	1.20724958069864	0.0869120209174822	0.339424982	0.541025831
8458	TTF2	0.253607328	0.330656925	0.73709093	0.039880187	0.069527762	0.052216318	0.504486813189856	0.0726927539318755	-0.0254402744510288	0.928874196757365	-0.098922305	0.77088391
8458	TTF2	0.253607328	0.330656925	0.73709093	0.039880187	0.003426688	0.844530499	0.504486813189856	0.0726927539318755	-0.0254402744510288	0.928874196757365	-0.098922305	0.77088391
2494	NR5A2	-3.221444624	0.000204459	-0.762631529	0.215544035	-0.025530135	0.787685011	-0.157878747966599	0.111578889422505	-0.0160223570325228	0.971660746618357	-0.037226251	0.914153386
23046	KIF21B	-1.129225987	0.056587913	0.524329545	0.34265187	0.096165248	0.005704837	0.175816334460146	0.100501344141303	0.312894868337893	0.442034571616505	-0.121658891	0.761415117
252839	TMEM9	2.395289898	3.63e-05	0.59331068	0.343506277	-0.007263183	0.869344146	NA	NA	0.280305945550158	0.0819098553429057	0.388775401	0.022996225
54936	ADPRHL2	0.979952962	0.01521737	-0.215144182	0.68511064	0.014787949	0.831535954	NA	NA	-0.0823677584038844	0.658709218722526	-0.330046944	0.109859683
55700	MAP7D1	-0.950841175	0.0189454	-1.254520231	0.011317678	0.053937637	0.381565566	0.892442281058014	0.0289635053102291	0.205639491643119	0.177417888666595	0.084684527	0.574652897
10352	WARS2	-0.31323316	0.423548406	-0.172810151	0.666682416	-0.166922432	0.009007489	-0.38186820194766	0.00618065067196298	0.222978271302477	0.413351945169682	0.033669769	0.901936649
51179	HAO2	9.680593977	0.011375135	1.207632587	0.324822658	-0.002423969	0.913180485	-0.0650020560438085	0.307591277786423	NA	NA	NA	NA
127700	OSCP1	0.759188817	0.123292445	-0.222245919	0.745874312	0.041573663	0.55349926	NA	NA	0.268998962341405	0.274000833707663	0.658633048	0.006420286
64960	MRPS15	0.786431769	0.147048685	0.763892735	0.202984184	-0.151297431	0.009531278	-0.00635888776339755	0.957727256039781	-0.194732468145457	0.42771736919999	0.18112278	0.410725826
149371	EXOC8	-0.006099328	0.984161529	-0.230184973	0.510677618	-0.258021762	0.012461386	NA	NA	-0.0335924672807023	0.872855634521042	-0.288853376	0.216301097
8443	GNPAT	0.435807798	0.224918731	0.166911332	0.644840412	NA	NA	0.714713499123866	6.07089564657054e-05	-0.223191843351771	0.298596304699904	-0.430612658	0.05386583
7257	TSNAX	0.745793024	0.082623415	0.466788523	0.29985746	NA	NA	NA	NA	-0.222011884335692	0.256411452105126	-0.356356616	0.094531576
54955	C1orf109	0.108142191	0.745681597	0.331309692	0.418092575	-0.091544017	0.10650086	0.0876626960457436	0.62703463761968	-0.118855156003461	0.6719652015152	-0.433836126	0.157538921
64121	RRAGC	-1.198570903	0.007808716	-0.4082361	0.329222349	-0.347446986	0.010678546	NA	NA	-0.117239027758581	0.510054295380315	-0.180290706	0.31477341
4811	NID1	-2.588070833	0.000151962	-0.04600386	0.92614375	-0.040666854	0.734078608	-1.50175507338805	0.000209324297605636	-0.24005330025436	0.379552103237376	0.042306957	0.887470106
3964	LGALS8	0.145279106	0.584985718	-0.515737551	0.081676162	-0.023228238	0.721584059	-0.179267697406481	0.164619675271073	0.195268587341996	0.177622542126921	0.065776589	0.642300038
51440	HPCAL4	-1.896090057	0.072418467	-1.615339901	0.064313695	0.028093612	0.501415702	0.0225930358438959	0.731157278727622	0.156367404908036	0.807926787475351	-0.536751272	0.394658057
4548	MTR	-0.78434204	0.017914022	-0.020216921	0.955807296	-0.137294224	0.051901834	-0.342863499448935	0.047017965684947	-0.223530780764168	0.17040525533644	-0.086168729	0.607989414
656	BMP8B	-0.985735242	0.156151494	0.969739639	0.171207195	0.01609584	0.643399495	0.0655333449238236	0.390891384073986	-0.0759302120558308	0.898720317604057	-0.149923344	0.789213587
4610	MYCL	-0.695226311	0.421661165	0.425422458	0.508534377	0.012050085	0.680844478	0.0530035052234128	0.620106575135329	-0.121613430938347	0.825394037064889	-0.057908367	0.913407646
57568	SIPA1L2	-0.017345226	0.975794407	-0.587545368	0.198657862	0.105991911	0.267482369	NA	NA	-0.399259491413905	0.0034923001184033	-0.4480031	0.018526429
6018	RLF	-0.489632745	0.067141037	0.079208379	0.800516516	-0.389421736	0.000188026	-1.16876899586775	2.00658600217989e-06	-0.261186178058879	0.232981064542661	-0.309124951	0.10057803
8564	KMO	0.326728032	0.584449293	-1.516050667	0.011113876	0.114188055	0.022305201	0.669132816381958	8.93049307078705e-07	-0.0972576100147186	0.861045192938789	-1.40171338	0.034327585
127396	ZNF684	-0.629362439	0.1194483	0.021908472	0.961816397	-0.022234236	0.666338628	NA	NA	0.410636709195754	0.16895857247415	0.669956717	0.038448381
9132	KCNQ4	-0.030176256	0.97451173	-0.296674774	0.722638628	-0.059919088	0.246983923	-0.135471034355055	0.209686445278882	0.67312050068522	0.0773667560335514	0.885312482	0.004661514
9783	RIMS3	-2.002021625	0.018304219	-1.321033544	0.004260161	-0.016688755	0.704455547	0.0629116838078669	0.318625491279921	-0.301522534072539	0.419829872370301	-0.513863995	0.297964702
10000	AKT3	-3.618206078	4.46e-06	-0.408639542	0.391426521	0.158046177	0.036171971	-0.0915324951996226	0.518773668816833	-0.117054788527179	0.537055340750643	-0.00574414	0.979469552
2117	ETV3	-0.259078385	0.465084444	-0.768527464	0.019349068	0.184361049	0.042740404	-0.140636804162502	0.0514724565026926	-0.145923048888009	0.397149839844346	-0.547214818	0.013505819
34	ACADM	-1.329843544	0.022232757	-0.080003991	0.815445991	-0.577218206	1.24e-07	0.238195539853921	0.434280061516844	-0.279711144351148	0.318173635978615	-0.416053606	0.15416307
34	ACADM	-1.329843544	0.022232757	-0.080003991	0.815445991	-0.024370467	0.255225488	0.238195539853921	0.434280061516844	-0.279711144351148	0.318173635978615	-0.416053606	0.15416307
81849	ST6GALNAC5	-1.078685556	0.376047564	-1.282573822	0.082482363	0.039925711	0.143934798	-0.132785525460048	0.176999385741372	-0.609499120177388	0.281753624335763	0.2098811	0.673663686
81849	ST6GALNAC5	-1.078685556	0.376047564	-1.282573822	0.082482363	-0.000235422	0.99283474	-0.132785525460048	0.176999385741372	-0.609499120177388	0.281753624335763	0.2098811	0.673663686
6504	SLAMF1	-1.783722631	0.120403343	-0.107556318	0.83048216	0.045104979	0.093075987	0.534016396028266	0.100711839673793	-1.61264383524006	0.031765063724871	-2.028950259	0.012017997
962	CD48	-1.325602836	0.047388108	-0.758154299	0.148921476	0.285757882	4.16e-05	3.09187375979653	4.07971076349017e-10	0.873280631700406	0.0768429263818577	-0.005160613	0.990219799
23266	ADGRL2	-0.621720224	0.551483729	-2.632297925	5.23e-05	-0.273263115	6.69e-05	-0.11305077790868	0.562175571922306	-0.336392294314624	0.105807961878724	-0.44846441	0.048847028
11240	PADI2	-0.913706682	0.477320074	-1.435657487	0.00222474	0.031712124	0.388454912	0.238566979638907	0.0349013907276625	-0.536833198280978	0.268127402798685	0.122831238	0.823652227
6390	SDHB	-0.04541174	0.890440134	0.289823736	0.572416218	-0.227661135	0.002339594	0.308210198907164	0.249013897227828	-0.354377892024913	0.357718921718319	-1.06983551	0.010627808
4237	MFAP2	1.320076587	0.11564476	2.058170623	0.020824305	0.111397879	0.072464019	1.19936819696063	0.0486492079270806	0.354925229030989	0.456624425540343	0.785405944	0.134920821
80135	RPF1	0.520965603	0.08361176	-0.259521044	0.522991666	-0.125470843	0.054522278	-0.48179909380559	0.0542985534764809	-0.0986967871731999	0.509517288574782	-0.20678986	0.196635075
10765	KDM5B	1.1465683	0.005530104	0.624321609	0.094191142	-0.149117603	0.07125393	-0.21050551479242	0.0617768865121293	-0.167677472368467	0.433995302942484	-0.037378454	0.864250909
6675	UAP1	-0.331143118	0.41836366	1.028877137	0.067139773	-0.042794362	0.65148293	-1.50004658057753	0.000936745975806056	-0.516406723205065	0.0738587395901055	-0.995087838	0.00091135
81569	ACTL8	8.935102758	0.000665259	6.7242827	0.001850664	-0.031206402	0.184979787	-0.00704918635255458	0.919849812920547	NA	NA	NA	NA
81569	ACTL8	8.935102758	0.000665259	6.7242827	0.001850664	-0.022190639	0.640429135	-0.00704918635255458	0.919849812920547	NA	NA	NA	NA
1486	CTBS	0.196206769	0.641552164	-0.088044018	0.825790214	-0.00062779	0.995691548	NA	NA	-0.467597743399231	0.0642570577179047	-0.70488253	0.023582544
5999	RGS4	0.223805677	0.788792748	2.439557095	0.003465045	-0.000409808	0.982685971	0.116591582157758	0.282614141775731	0.930028887362445	0.00833469763916891	0.617765448	0.17731716
59349	KLHL12	0.883159788	0.010607259	0.276433248	0.402353172	-0.012084962	0.761126324	0.206573836549872	0.214268816610508	0.129762079097508	0.4044838068202	0.400826366	0.061944644
84966	IGSF21	1.384979794	0.219588158	0.397135467	0.656082615	0.468627931	0.002352538	NA	NA	-0.410046667444369	0.523886484437856	0.414236515	0.504142449
117178	SSX2IP	1.833114356	0.000476592	0.606271642	0.151232167	0.021388462	0.209771798	0.0954511830413107	0.0493675806320673	-0.00279418341416067	0.987020972107557	0.076743691	0.682119116
54680	ZNHIT6	0.609778793	0.168297331	0.323491389	0.347782187	-0.027326312	0.647804764	-0.834349496136417	0.000385890529774361	-0.121263689030734	0.451425924334506	0.334661855	0.083755929
26279	PLA2G2D	-0.576812128	0.626888802	2.334400297	0.014479369	-0.025486539	0.49682407	1.40692656872942	5.61343156053882e-05	NA	NA	NA	NA
5929	RBBP5	0.623477488	0.086173951	-0.048651339	0.881770895	-0.120657783	0.155494607	0.135439466642302	0.133634236100989	-0.159228253562626	0.398591784883057	-0.228423234	0.256036691
2635	GBP3	0.391267122	0.502007438	-0.507126213	0.365719224	0.530674528	0.010116865	NA	NA	-1.2982738531494	0.000541139016100326	-1.228953155	0.001171028
2635	GBP3	0.391267122	0.502007438	-0.507126213	0.365719224	0.035470145	0.291502575	NA	NA	-1.2982738531494	0.000541139016100326	-1.228953155	0.001171028
2633	GBP1	-0.692619528	0.227018729	0.283712155	0.491214727	0.160670689	0.401391282	2.58277058140183	4.08836735303114e-07	-1.54811107773813	0.00305957410229266	-1.344880022	0.01004818
57576	KIF17	-2.68149445	0.000229788	-1.269435819	0.114897775	-0.013898578	0.74467844	-0.108491791025892	0.0971489905613465	-0.0283199431014337	0.896622707214969	-0.078113165	0.787005733
653519	GPR89A	1.623507003	0.002955129	0.524062023	0.261907606	NA	NA	NA	NA	-0.0472240107284572	0.936354115681158	-0.827391421	0.206413242
5129	CDK18	1.61814316	0.018448384	-0.647353549	0.18835014	-0.062491283	0.119370925	0.165335732908371	0.0585779411533363	0.157710254666705	0.48677615641811	0.153888151	0.480348857
8934	RAB29	-0.437453348	0.445535713	-0.178510921	0.676276771	0.079624722	0.392465346	0.902511875704167	0.000184161024391935	-0.532590471159524	0.00738238375516334	-0.493623179	0.038343595
11126	CD160	-2.030185797	0.008691598	0.236022279	0.724636749	0.040919711	0.216519651	0.0726425722514508	0.389690255287888	-0.242530440417856	0.705366410803017	0.294556184	0.690077393
1889	ECE1	-0.393077315	0.328054782	-0.188150051	0.719357894	-0.402169363	7.08e-05	-0.595778800951869	0.000121897353462145	0.255438282431525	0.192343827177597	-0.159873198	0.349625506
3155	HMGCL	0.207818511	0.563040231	-0.110181713	0.802066503	NA	NA	0.17255609711239	0.269553613096016	-0.0573485475927638	0.810713360667804	-0.230971685	0.299975222
2582	GALE	2.275167953	0.000249297	0.92832107	0.142046292	0.016514367	0.625080076	-0.0604255663111646	0.500113520874542	0.0438055519896511	0.847896260426624	0.124753888	0.654853641
3399	ID3	-1.950589533	0.005715331	-1.27334092	0.039763433	-0.224574499	0.027151917	-0.102117300123142	0.702817446225174	0.201753830181656	0.344270656778982	0.167832437	0.472916259
1380	CR2	0.767047238	0.640230502	1.721152731	0.072137615	-0.011814663	0.36539325	0.175706522303214	0.0690589154251686	NA	NA	NA	NA
4179	CD46	0.895705507	0.061847282	0.471682328	0.363782156	0.045340414	0.36426488	0.532427086959752	0.00843160789220208	-0.388631044605714	0.107903140061071	-0.564565827	0.024588962
9129	PRPF3	0.385229875	0.217716344	0.664419826	0.044826077	-0.011317661	0.862262671	-0.449956844812072	0.0300190872646845	-0.0170002666812773	0.9140886575231	0.338201557	0.052974127
