pathway	entrezgene	hgnc_symbol
Simplified Depiction of MYD88 Distinct Input-Output Pathway%WikiPathways_20190410%WP3877%Homo sapiens	92610	TIFA
Simplified Depiction of MYD88 Distinct Input-Output Pathway%WikiPathways_20190410%WP3877%Homo sapiens	7335	UBE2V1
Simplified Depiction of MYD88 Distinct Input-Output Pathway%WikiPathways_20190410%WP3877%Homo sapiens	3552	IL1A
Simplified Depiction of MYD88 Distinct Input-Output Pathway%WikiPathways_20190410%WP3877%Homo sapiens	7097	TLR2
Simplified Depiction of MYD88 Distinct Input-Output Pathway%WikiPathways_20190410%WP3877%Homo sapiens	7096	TLR1
Simplified Depiction of MYD88 Distinct Input-Output Pathway%WikiPathways_20190410%WP3877%Homo sapiens	51284	TLR7
Simplified Depiction of MYD88 Distinct Input-Output Pathway%WikiPathways_20190410%WP3877%Homo sapiens	81793	TLR10
Simplified Depiction of MYD88 Distinct Input-Output Pathway%WikiPathways_20190410%WP3877%Homo sapiens	51311	TLR8
Simplified Depiction of MYD88 Distinct Input-Output Pathway%WikiPathways_20190410%WP3877%Homo sapiens	3654	IRAK1
Simplified Depiction of MYD88 Distinct Input-Output Pathway%WikiPathways_20190410%WP3877%Homo sapiens	54106	TLR9
Simplified Depiction of MYD88 Distinct Input-Output Pathway%WikiPathways_20190410%WP3877%Homo sapiens	10333	TLR6
Simplified Depiction of MYD88 Distinct Input-Output Pathway%WikiPathways_20190410%WP3877%Homo sapiens	4615	MYD88
Simplified Depiction of MYD88 Distinct Input-Output Pathway%WikiPathways_20190410%WP3877%Homo sapiens	3725	JUN
Photodynamic therapy-induced NF-kB survival signaling%WikiPathways_20190410%WP3617%Homo sapiens	4790	NFKB1
Photodynamic therapy-induced NF-kB survival signaling%WikiPathways_20190410%WP3617%Homo sapiens	7189	TRAF6
Photodynamic therapy-induced NF-kB survival signaling%WikiPathways_20190410%WP3617%Homo sapiens	4791	NFKB2
Photodynamic therapy-induced NF-kB survival signaling%WikiPathways_20190410%WP3617%Homo sapiens	7422	VEGFA
Photodynamic therapy-induced NF-kB survival signaling%WikiPathways_20190410%WP3617%Homo sapiens	7124	TNF
Photodynamic therapy-induced NF-kB survival signaling%WikiPathways_20190410%WP3617%Homo sapiens	3383	ICAM1
Photodynamic therapy-induced NF-kB survival signaling%WikiPathways_20190410%WP3617%Homo sapiens	1437	CSF2
Photodynamic therapy-induced NF-kB survival signaling%WikiPathways_20190410%WP3617%Homo sapiens	330	BIRC3
Photodynamic therapy-induced NF-kB survival signaling%WikiPathways_20190410%WP3617%Homo sapiens	595	CCND1
Photodynamic therapy-induced NF-kB survival signaling%WikiPathways_20190410%WP3617%Homo sapiens	3558	IL2
Photodynamic therapy-induced NF-kB survival signaling%WikiPathways_20190410%WP3617%Homo sapiens	2920	CXCL2
Photodynamic therapy-induced NF-kB survival signaling%WikiPathways_20190410%WP3617%Homo sapiens	332	BIRC5
Photodynamic therapy-induced NF-kB survival signaling%WikiPathways_20190410%WP3617%Homo sapiens	597	BCL2A1
Photodynamic therapy-induced NF-kB survival signaling%WikiPathways_20190410%WP3617%Homo sapiens	599	BCL2L2
Photodynamic therapy-induced NF-kB survival signaling%WikiPathways_20190410%WP3617%Homo sapiens	3576	CXCL8
Photodynamic therapy-induced NF-kB survival signaling%WikiPathways_20190410%WP3617%Homo sapiens	3553	IL1B
Photodynamic therapy-induced NF-kB survival signaling%WikiPathways_20190410%WP3617%Homo sapiens	959	CD40LG
Photodynamic therapy-induced NF-kB survival signaling%WikiPathways_20190410%WP3617%Homo sapiens	7132	TNFRSF1A
Photodynamic therapy-induced NF-kB survival signaling%WikiPathways_20190410%WP3617%Homo sapiens	5970	RELA
Photodynamic therapy-induced NF-kB survival signaling%WikiPathways_20190410%WP3617%Homo sapiens	6401	SELE
Photodynamic therapy-induced NF-kB survival signaling%WikiPathways_20190410%WP3617%Homo sapiens	5971	RELB
Photodynamic therapy-induced NF-kB survival signaling%WikiPathways_20190410%WP3617%Homo sapiens	112398	EGLN2
Photodynamic therapy-induced NF-kB survival signaling%WikiPathways_20190410%WP3617%Homo sapiens	7412	VCAM1
Photodynamic therapy-induced NF-kB survival signaling%WikiPathways_20190410%WP3617%Homo sapiens	3552	IL1A
Photodynamic therapy-induced NF-kB survival signaling%WikiPathways_20190410%WP3617%Homo sapiens	3551	IKBKB
Photodynamic therapy-induced NF-kB survival signaling%WikiPathways_20190410%WP3617%Homo sapiens	3569	IL6
Photodynamic therapy-induced NF-kB survival signaling%WikiPathways_20190410%WP3617%Homo sapiens	1147	CHUK
Photodynamic therapy-induced NF-kB survival signaling%WikiPathways_20190410%WP3617%Homo sapiens	4312	MMP1
Photodynamic therapy-induced NF-kB survival signaling%WikiPathways_20190410%WP3617%Homo sapiens	5743	PTGS2
Photodynamic therapy-induced NF-kB survival signaling%WikiPathways_20190410%WP3617%Homo sapiens	4313	MMP2
Photodynamic therapy-induced NF-kB survival signaling%WikiPathways_20190410%WP3617%Homo sapiens	329	BIRC2
Photodynamic therapy-induced NF-kB survival signaling%WikiPathways_20190410%WP3617%Homo sapiens	4314	MMP3
Photodynamic therapy-induced NF-kB survival signaling%WikiPathways_20190410%WP3617%Homo sapiens	5966	REL
Photodynamic therapy-induced NF-kB survival signaling%WikiPathways_20190410%WP3617%Homo sapiens	8837	CFLAR
Photodynamic therapy-induced NF-kB survival signaling%WikiPathways_20190410%WP3617%Homo sapiens	4318	MMP9
Mammary gland development pathway - Involution (Stage 4 of 4)%WikiPathways_20190410%WP2815%Homo sapiens	1116	CHI3L1
Mammary gland development pathway - Involution (Stage 4 of 4)%WikiPathways_20190410%WP2815%Homo sapiens	4609	MYC
Mammary gland development pathway - Involution (Stage 4 of 4)%WikiPathways_20190410%WP2815%Homo sapiens	7157	TP53
Mammary gland development pathway - Involution (Stage 4 of 4)%WikiPathways_20190410%WP2815%Homo sapiens	6774	STAT3
Mammary gland development pathway - Involution (Stage 4 of 4)%WikiPathways_20190410%WP2815%Homo sapiens	999	CDH1
Mammary gland development pathway - Involution (Stage 4 of 4)%WikiPathways_20190410%WP2815%Homo sapiens	3572	IL6ST
Mammary gland development pathway - Involution (Stage 4 of 4)%WikiPathways_20190410%WP2815%Homo sapiens	9021	SOCS3
Mammary gland development pathway - Involution (Stage 4 of 4)%WikiPathways_20190410%WP2815%Homo sapiens	1869	E2F1
Mammary gland development pathway - Involution (Stage 4 of 4)%WikiPathways_20190410%WP2815%Homo sapiens	4318	MMP9
Mammary gland development pathway - Involution (Stage 4 of 4)%WikiPathways_20190410%WP2815%Homo sapiens	581	BAX
Angiogenesis%WikiPathways_20190410%WP1539%Homo sapiens	7077	TIMP2
Angiogenesis%WikiPathways_20190410%WP1539%Homo sapiens	7010	TEK
Angiogenesis%WikiPathways_20190410%WP1539%Homo sapiens	4086	SMAD1
Angiogenesis%WikiPathways_20190410%WP1539%Homo sapiens	3091	HIF1A
Angiogenesis%WikiPathways_20190410%WP1539%Homo sapiens	5594	MAPK1
Angiogenesis%WikiPathways_20190410%WP1539%Homo sapiens	7078	TIMP3
Angiogenesis%WikiPathways_20190410%WP1539%Homo sapiens	5155	PDGFB
Angiogenesis%WikiPathways_20190410%WP1539%Homo sapiens	7422	VEGFA
Angiogenesis%WikiPathways_20190410%WP1539%Homo sapiens	3791	KDR
Angiogenesis%WikiPathways_20190410%WP1539%Homo sapiens	5156	PDGFRA
Angiogenesis%WikiPathways_20190410%WP1539%Homo sapiens	2263	FGFR2
Angiogenesis%WikiPathways_20190410%WP1539%Homo sapiens	5290	PIK3CA
Angiogenesis%WikiPathways_20190410%WP1539%Homo sapiens	284	ANGPT1
Angiogenesis%WikiPathways_20190410%WP1539%Homo sapiens	2247	FGF2
Angiogenesis%WikiPathways_20190410%WP1539%Homo sapiens	1432	MAPK14
Angiogenesis%WikiPathways_20190410%WP1539%Homo sapiens	1387	CREBBP
Angiogenesis%WikiPathways_20190410%WP1539%Homo sapiens	2321	FLT1
Angiogenesis%WikiPathways_20190410%WP1539%Homo sapiens	5335	PLCG1
Angiogenesis%WikiPathways_20190410%WP1539%Homo sapiens	405	ARNT
Angiogenesis%WikiPathways_20190410%WP1539%Homo sapiens	207	AKT1
Angiogenesis%WikiPathways_20190410%WP1539%Homo sapiens	5747	PTK2
Angiogenesis%WikiPathways_20190410%WP1539%Homo sapiens	6714	SRC
Angiogenesis%WikiPathways_20190410%WP1539%Homo sapiens	4846	NOS3
Angiogenesis%WikiPathways_20190410%WP1539%Homo sapiens	4318	MMP9
Toll-like Receptor Signaling%WikiPathways_20190410%WP3858%Homo sapiens	7187	TRAF3
Toll-like Receptor Signaling%WikiPathways_20190410%WP3858%Homo sapiens	9641	IKBKE
Toll-like Receptor Signaling%WikiPathways_20190410%WP3858%Homo sapiens	7189	TRAF6
Toll-like Receptor Signaling%WikiPathways_20190410%WP3858%Homo sapiens	4790	NFKB1
Toll-like Receptor Signaling%WikiPathways_20190410%WP3858%Homo sapiens	7100	TLR5
Toll-like Receptor Signaling%WikiPathways_20190410%WP3858%Homo sapiens	114609	TIRAP
Toll-like Receptor Signaling%WikiPathways_20190410%WP3858%Homo sapiens	4791	NFKB2
Toll-like Receptor Signaling%WikiPathways_20190410%WP3858%Homo sapiens	3661	IRF3
Toll-like Receptor Signaling%WikiPathways_20190410%WP3858%Homo sapiens	148022	
Toll-like Receptor Signaling%WikiPathways_20190410%WP3858%Homo sapiens	51284	TLR7
Toll-like Receptor Signaling%WikiPathways_20190410%WP3858%Homo sapiens	54472	TOLLIP
Toll-like Receptor Signaling%WikiPathways_20190410%WP3858%Homo sapiens	3654	IRAK1
Toll-like Receptor Signaling%WikiPathways_20190410%WP3858%Homo sapiens	10333	TLR6
Toll-like Receptor Signaling%WikiPathways_20190410%WP3858%Homo sapiens	7099	TLR4
Toll-like Receptor Signaling%WikiPathways_20190410%WP3858%Homo sapiens	7098	TLR3
Toll-like Receptor Signaling%WikiPathways_20190410%WP3858%Homo sapiens	5594	MAPK1
Toll-like Receptor Signaling%WikiPathways_20190410%WP3858%Homo sapiens	5970	RELA
Toll-like Receptor Signaling%WikiPathways_20190410%WP3858%Homo sapiens	5971	RELB
Toll-like Receptor Signaling%WikiPathways_20190410%WP3858%Homo sapiens	353376	TICAM2
Toll-like Receptor Signaling%WikiPathways_20190410%WP3858%Homo sapiens	3551	IKBKB
Toll-like Receptor Signaling%WikiPathways_20190410%WP3858%Homo sapiens	7097	TLR2
Toll-like Receptor Signaling%WikiPathways_20190410%WP3858%Homo sapiens	7096	TLR1
Toll-like Receptor Signaling%WikiPathways_20190410%WP3858%Homo sapiens	29110	TBK1
Toll-like Receptor Signaling%WikiPathways_20190410%WP3858%Homo sapiens	1147	CHUK
Toll-like Receptor Signaling%WikiPathways_20190410%WP3858%Homo sapiens	51311	TLR8
Toll-like Receptor Signaling%WikiPathways_20190410%WP3858%Homo sapiens	51135	IRAK4
Toll-like Receptor Signaling%WikiPathways_20190410%WP3858%Homo sapiens	8517	IKBKG
Toll-like Receptor Signaling%WikiPathways_20190410%WP3858%Homo sapiens	3665	IRF7
Toll-like Receptor Signaling%WikiPathways_20190410%WP3858%Homo sapiens	54106	TLR9
Toll-like Receptor Signaling%WikiPathways_20190410%WP3858%Homo sapiens	5966	REL
Toll-like Receptor Signaling%WikiPathways_20190410%WP3858%Homo sapiens	4615	MYD88
Osteopontin Signaling%WikiPathways_20190410%WP1434%Homo sapiens	4790	NFKB1
Osteopontin Signaling%WikiPathways_20190410%WP1434%Homo sapiens	3690	ITGB3
Osteopontin Signaling%WikiPathways_20190410%WP1434%Homo sapiens	5594	MAPK1
Osteopontin Signaling%WikiPathways_20190410%WP1434%Homo sapiens	6696	SPP1
Osteopontin Signaling%WikiPathways_20190410%WP1434%Homo sapiens	5595	MAPK3
Osteopontin Signaling%WikiPathways_20190410%WP1434%Homo sapiens	5970	RELA
Osteopontin Signaling%WikiPathways_20190410%WP1434%Homo sapiens	3551	IKBKB
Osteopontin Signaling%WikiPathways_20190410%WP1434%Homo sapiens	9020	MAP3K14
Osteopontin Signaling%WikiPathways_20190410%WP1434%Homo sapiens	1147	CHUK
Osteopontin Signaling%WikiPathways_20190410%WP1434%Homo sapiens	3685	ITGAV
Osteopontin Signaling%WikiPathways_20190410%WP1434%Homo sapiens	5328	PLAU
Osteopontin Signaling%WikiPathways_20190410%WP1434%Homo sapiens	5604	MAP2K1
Osteopontin Signaling%WikiPathways_20190410%WP1434%Homo sapiens	4318	MMP9
Iron metabolism in placenta%WikiPathways_20190410%WP2007%Homo sapiens	341208	HEPHL1
Iron metabolism in placenta%WikiPathways_20190410%WP2007%Homo sapiens	48	ACO1
Iron metabolism in placenta%WikiPathways_20190410%WP2007%Homo sapiens	7037	TFRC
Iron metabolism in placenta%WikiPathways_20190410%WP2007%Homo sapiens	4891	SLC11A2
Iron metabolism in placenta%WikiPathways_20190410%WP2007%Homo sapiens	7036	TFR2
Iron metabolism in placenta%WikiPathways_20190410%WP2007%Homo sapiens	57817	HAMP
Iron metabolism in placenta%WikiPathways_20190410%WP2007%Homo sapiens	7018	TF
Iron metabolism in placenta%WikiPathways_20190410%WP2007%Homo sapiens	2495	FTH1
Iron metabolism in placenta%WikiPathways_20190410%WP2007%Homo sapiens	30061	SLC40A1
Iron metabolism in placenta%WikiPathways_20190410%WP2007%Homo sapiens	57192	MCOLN1
Iron metabolism in placenta%WikiPathways_20190410%WP2007%Homo sapiens	55240	STEAP3
Iron metabolism in placenta%WikiPathways_20190410%WP2007%Homo sapiens	3658	IREB2
ACE Inhibitor Pathway%WikiPathways_20190410%WP554%Homo sapiens	4142	MAS1
ACE Inhibitor Pathway%WikiPathways_20190410%WP554%Homo sapiens	5972	REN
ACE Inhibitor Pathway%WikiPathways_20190410%WP554%Homo sapiens	7040	
ACE Inhibitor Pathway%WikiPathways_20190410%WP554%Homo sapiens	59272	ACE2
ACE Inhibitor Pathway%WikiPathways_20190410%WP554%Homo sapiens	183	AGT
ACE Inhibitor Pathway%WikiPathways_20190410%WP554%Homo sapiens	185	AGTR1
ACE Inhibitor Pathway%WikiPathways_20190410%WP554%Homo sapiens	186	AGTR2
ACE Inhibitor Pathway%WikiPathways_20190410%WP554%Homo sapiens	3827	KNG1
ACE Inhibitor Pathway%WikiPathways_20190410%WP554%Homo sapiens	1215	CMA1
ACE Inhibitor Pathway%WikiPathways_20190410%WP554%Homo sapiens	1511	CTSG
ACE Inhibitor Pathway%WikiPathways_20190410%WP554%Homo sapiens	1585	CYP11B2
ACE Inhibitor Pathway%WikiPathways_20190410%WP554%Homo sapiens	623	BDKRB1
ACE Inhibitor Pathway%WikiPathways_20190410%WP554%Homo sapiens	624	BDKRB2
ACE Inhibitor Pathway%WikiPathways_20190410%WP554%Homo sapiens	4306	NR3C2
ACE Inhibitor Pathway%WikiPathways_20190410%WP554%Homo sapiens	4846	NOS3
ACE Inhibitor Pathway%WikiPathways_20190410%WP554%Homo sapiens	1636	ACE
ACE Inhibitor Pathway%WikiPathways_20190410%WP554%Homo sapiens	10159	ATP6AP2
LTF danger signal response pathway%WikiPathways_20190410%WP4478%Homo sapiens	7099	TLR4
LTF danger signal response pathway%WikiPathways_20190410%WP4478%Homo sapiens	929	CD14
LTF danger signal response pathway%WikiPathways_20190410%WP4478%Homo sapiens	7189	TRAF6
LTF danger signal response pathway%WikiPathways_20190410%WP4478%Homo sapiens	4790	NFKB1
LTF danger signal response pathway%WikiPathways_20190410%WP4478%Homo sapiens	5594	MAPK1
LTF danger signal response pathway%WikiPathways_20190410%WP4478%Homo sapiens	7124	TNF
LTF danger signal response pathway%WikiPathways_20190410%WP4478%Homo sapiens	4057	LTF
LTF danger signal response pathway%WikiPathways_20190410%WP4478%Homo sapiens	3552	IL1A
LTF danger signal response pathway%WikiPathways_20190410%WP4478%Homo sapiens	7097	TLR2
LTF danger signal response pathway%WikiPathways_20190410%WP4478%Homo sapiens	3439	IFNA1
LTF danger signal response pathway%WikiPathways_20190410%WP4478%Homo sapiens	54210	TREM1
LTF danger signal response pathway%WikiPathways_20190410%WP4478%Homo sapiens	177	AGER
LTF danger signal response pathway%WikiPathways_20190410%WP4478%Homo sapiens	3569	IL6
LTF danger signal response pathway%WikiPathways_20190410%WP4478%Homo sapiens	3456	IFNB1
LTF danger signal response pathway%WikiPathways_20190410%WP4478%Homo sapiens	3576	CXCL8
LTF danger signal response pathway%WikiPathways_20190410%WP4478%Homo sapiens	51135	IRAK4
LTF danger signal response pathway%WikiPathways_20190410%WP4478%Homo sapiens	3553	IL1B
LTF danger signal response pathway%WikiPathways_20190410%WP4478%Homo sapiens	3654	IRAK1
LTF danger signal response pathway%WikiPathways_20190410%WP4478%Homo sapiens	4615	MYD88
Cytokines and Inflammatory Response%WikiPathways_20190410%WP530%Homo sapiens	7124	TNF
Cytokines and Inflammatory Response%WikiPathways_20190410%WP530%Homo sapiens	1440	CSF3
Cytokines and Inflammatory Response%WikiPathways_20190410%WP530%Homo sapiens	3123	HLA-DRB1
Cytokines and Inflammatory Response%WikiPathways_20190410%WP530%Homo sapiens	3562	IL3
Cytokines and Inflammatory Response%WikiPathways_20190410%WP530%Homo sapiens	3122	HLA-DRA
Cytokines and Inflammatory Response%WikiPathways_20190410%WP530%Homo sapiens	7040	
Cytokines and Inflammatory Response%WikiPathways_20190410%WP530%Homo sapiens	1437	CSF2
Cytokines and Inflammatory Response%WikiPathways_20190410%WP530%Homo sapiens	1435	CSF1
Cytokines and Inflammatory Response%WikiPathways_20190410%WP530%Homo sapiens	3558	IL2
Cytokines and Inflammatory Response%WikiPathways_20190410%WP530%Homo sapiens	2920	CXCL2
Cytokines and Inflammatory Response%WikiPathways_20190410%WP530%Homo sapiens	3458	IFNG
Cytokines and Inflammatory Response%WikiPathways_20190410%WP530%Homo sapiens	3456	IFNB1
Cytokines and Inflammatory Response%WikiPathways_20190410%WP530%Homo sapiens	3553	IL1B
Cytokines and Inflammatory Response%WikiPathways_20190410%WP530%Homo sapiens	5154	PDGFA
Cytokines and Inflammatory Response%WikiPathways_20190410%WP530%Homo sapiens	3552	IL1A
Cytokines and Inflammatory Response%WikiPathways_20190410%WP530%Homo sapiens	3596	IL13
Cytokines and Inflammatory Response%WikiPathways_20190410%WP530%Homo sapiens	3574	IL7
Cytokines and Inflammatory Response%WikiPathways_20190410%WP530%Homo sapiens	3593	IL12B
Cytokines and Inflammatory Response%WikiPathways_20190410%WP530%Homo sapiens	3569	IL6
Cytokines and Inflammatory Response%WikiPathways_20190410%WP530%Homo sapiens	3600	IL15
Cytokines and Inflammatory Response%WikiPathways_20190410%WP530%Homo sapiens	3567	IL5
Cytokines and Inflammatory Response%WikiPathways_20190410%WP530%Homo sapiens	3589	IL11
Cytokines and Inflammatory Response%WikiPathways_20190410%WP530%Homo sapiens	3565	IL4
Cytokines and Inflammatory Response%WikiPathways_20190410%WP530%Homo sapiens	3586	IL10
Cytokines and Inflammatory Response%WikiPathways_20190410%WP530%Homo sapiens	920	CD4
Cytokines and Inflammatory Response%WikiPathways_20190410%WP530%Homo sapiens	2919	CXCL1
Cells and Molecules involved in local acute inflammatory response %WikiPathways_20190410%WP4493%Homo sapiens	7124	TNF
Cells and Molecules involved in local acute inflammatory response %WikiPathways_20190410%WP4493%Homo sapiens	3683	ITGAL
Cells and Molecules involved in local acute inflammatory response %WikiPathways_20190410%WP4493%Homo sapiens	7412	VCAM1
Cells and Molecules involved in local acute inflammatory response %WikiPathways_20190410%WP4493%Homo sapiens	3552	IL1A
Cells and Molecules involved in local acute inflammatory response %WikiPathways_20190410%WP4493%Homo sapiens	3383	ICAM1
Cells and Molecules involved in local acute inflammatory response %WikiPathways_20190410%WP4493%Homo sapiens	3827	KNG1
Cells and Molecules involved in local acute inflammatory response %WikiPathways_20190410%WP4493%Homo sapiens	3569	IL6
Cells and Molecules involved in local acute inflammatory response %WikiPathways_20190410%WP4493%Homo sapiens	730	C7
Cells and Molecules involved in local acute inflammatory response %WikiPathways_20190410%WP4493%Homo sapiens	3576	CXCL8
Cells and Molecules involved in local acute inflammatory response %WikiPathways_20190410%WP4493%Homo sapiens	6403	SELP
Cells and Molecules involved in local acute inflammatory response %WikiPathways_20190410%WP4493%Homo sapiens	3676	ITGA4
Cells and Molecules involved in local acute inflammatory response %WikiPathways_20190410%WP4493%Homo sapiens	6404	SELPLG
Cells and Molecules involved in local acute inflammatory response %WikiPathways_20190410%WP4493%Homo sapiens	3688	ITGB1
Cells and Molecules involved in local acute inflammatory response %WikiPathways_20190410%WP4493%Homo sapiens	727	C5
Cells and Molecules involved in local acute inflammatory response %WikiPathways_20190410%WP4493%Homo sapiens	3689	ITGB2
Cells and Molecules involved in local acute inflammatory response %WikiPathways_20190410%WP4493%Homo sapiens	718	C3
Cells and Molecules involved in local acute inflammatory response %WikiPathways_20190410%WP4493%Homo sapiens	729	C6
IL-10 Anti-inflammatory Signaling Pathway %WikiPathways_20190410%WP4495%Homo sapiens	3716	JAK1
IL-10 Anti-inflammatory Signaling Pathway %WikiPathways_20190410%WP4495%Homo sapiens	3569	IL6
IL-10 Anti-inflammatory Signaling Pathway %WikiPathways_20190410%WP4495%Homo sapiens	6773	STAT2
IL-10 Anti-inflammatory Signaling Pathway %WikiPathways_20190410%WP4495%Homo sapiens	3588	IL10RB
IL-10 Anti-inflammatory Signaling Pathway %WikiPathways_20190410%WP4495%Homo sapiens	6772	STAT1
IL-10 Anti-inflammatory Signaling Pathway %WikiPathways_20190410%WP4495%Homo sapiens	644	BLVRA
IL-10 Anti-inflammatory Signaling Pathway %WikiPathways_20190410%WP4495%Homo sapiens	3587	IL10RA
IL-10 Anti-inflammatory Signaling Pathway %WikiPathways_20190410%WP4495%Homo sapiens	645	BLVRB
IL-10 Anti-inflammatory Signaling Pathway %WikiPathways_20190410%WP4495%Homo sapiens	6774	STAT3
IL-10 Anti-inflammatory Signaling Pathway %WikiPathways_20190410%WP4495%Homo sapiens	3586	IL10
IL-10 Anti-inflammatory Signaling Pathway %WikiPathways_20190410%WP4495%Homo sapiens	3552	IL1A
IL-10 Anti-inflammatory Signaling Pathway %WikiPathways_20190410%WP4495%Homo sapiens	3162	HMOX1
Signal transduction through IL1R%WikiPathways_20190410%WP4496%Homo sapiens	7043	TGFB3
Signal transduction through IL1R%WikiPathways_20190410%WP4496%Homo sapiens	4790	NFKB1
Signal transduction through IL1R%WikiPathways_20190410%WP4496%Homo sapiens	7189	TRAF6
Signal transduction through IL1R%WikiPathways_20190410%WP4496%Homo sapiens	4792	NFKBIA
Signal transduction through IL1R%WikiPathways_20190410%WP4496%Homo sapiens	7124	TNF
Signal transduction through IL1R%WikiPathways_20190410%WP4496%Homo sapiens	7040	
Signal transduction through IL1R%WikiPathways_20190410%WP4496%Homo sapiens	7042	TGFB2
Signal transduction through IL1R%WikiPathways_20190410%WP4496%Homo sapiens	9020	MAP3K14
Signal transduction through IL1R%WikiPathways_20190410%WP4496%Homo sapiens	3439	IFNA1
Signal transduction through IL1R%WikiPathways_20190410%WP4496%Homo sapiens	54472	TOLLIP
Signal transduction through IL1R%WikiPathways_20190410%WP4496%Homo sapiens	3557	IL1RN
Signal transduction through IL1R%WikiPathways_20190410%WP4496%Homo sapiens	3556	IL1RAP
Signal transduction through IL1R%WikiPathways_20190410%WP4496%Homo sapiens	3456	IFNB1
Signal transduction through IL1R%WikiPathways_20190410%WP4496%Homo sapiens	1432	MAPK14
Signal transduction through IL1R%WikiPathways_20190410%WP4496%Homo sapiens	3554	IL1R1
Signal transduction through IL1R%WikiPathways_20190410%WP4496%Homo sapiens	3553	IL1B
Signal transduction through IL1R%WikiPathways_20190410%WP4496%Homo sapiens	5599	MAPK8
Signal transduction through IL1R%WikiPathways_20190410%WP4496%Homo sapiens	3654	IRAK1
Signal transduction through IL1R%WikiPathways_20190410%WP4496%Homo sapiens	3656	IRAK2
Signal transduction through IL1R%WikiPathways_20190410%WP4496%Homo sapiens	10454	TAB1
Signal transduction through IL1R%WikiPathways_20190410%WP4496%Homo sapiens	5970	RELA
Signal transduction through IL1R%WikiPathways_20190410%WP4496%Homo sapiens	6885	MAP3K7
Signal transduction through IL1R%WikiPathways_20190410%WP4496%Homo sapiens	3552	IL1A
Signal transduction through IL1R%WikiPathways_20190410%WP4496%Homo sapiens	3551	IKBKB
Signal transduction through IL1R%WikiPathways_20190410%WP4496%Homo sapiens	5608	MAP2K6
Signal transduction through IL1R%WikiPathways_20190410%WP4496%Homo sapiens	3569	IL6
Signal transduction through IL1R%WikiPathways_20190410%WP4496%Homo sapiens	51295	ECSIT
Signal transduction through IL1R%WikiPathways_20190410%WP4496%Homo sapiens	1147	CHUK
Signal transduction through IL1R%WikiPathways_20190410%WP4496%Homo sapiens	4214	MAP3K1
Signal transduction through IL1R%WikiPathways_20190410%WP4496%Homo sapiens	11213	IRAK3
Signal transduction through IL1R%WikiPathways_20190410%WP4496%Homo sapiens	4615	MYD88
Signal transduction through IL1R%WikiPathways_20190410%WP4496%Homo sapiens	5606	MAP2K3
Signal transduction through IL1R%WikiPathways_20190410%WP4496%Homo sapiens	3725	JUN
Platelet-mediated interactions with vascular and circulating cells%WikiPathways_20190410%WP4462%Homo sapiens	7099	TLR4
Platelet-mediated interactions with vascular and circulating cells%WikiPathways_20190410%WP4462%Homo sapiens	5196	PF4
Platelet-mediated interactions with vascular and circulating cells%WikiPathways_20190410%WP4462%Homo sapiens	7043	TGFB3
Platelet-mediated interactions with vascular and circulating cells%WikiPathways_20190410%WP4462%Homo sapiens	6352	CCL5
Platelet-mediated interactions with vascular and circulating cells%WikiPathways_20190410%WP4462%Homo sapiens	6401	SELE
Platelet-mediated interactions with vascular and circulating cells%WikiPathways_20190410%WP4462%Homo sapiens	7412	VCAM1
Platelet-mediated interactions with vascular and circulating cells%WikiPathways_20190410%WP4462%Homo sapiens	3383	ICAM1
Platelet-mediated interactions with vascular and circulating cells%WikiPathways_20190410%WP4462%Homo sapiens	7040	
Platelet-mediated interactions with vascular and circulating cells%WikiPathways_20190410%WP4462%Homo sapiens	7097	TLR2
Platelet-mediated interactions with vascular and circulating cells%WikiPathways_20190410%WP4462%Homo sapiens	7042	TGFB2
Platelet-mediated interactions with vascular and circulating cells%WikiPathways_20190410%WP4462%Homo sapiens	51284	TLR7
Platelet-mediated interactions with vascular and circulating cells%WikiPathways_20190410%WP4462%Homo sapiens	3553	IL1B
Platelet-mediated interactions with vascular and circulating cells%WikiPathways_20190410%WP4462%Homo sapiens	6403	SELP
Platelet-mediated interactions with vascular and circulating cells%WikiPathways_20190410%WP4462%Homo sapiens	6347	CCL2
Platelet-mediated interactions with vascular and circulating cells%WikiPathways_20190410%WP4462%Homo sapiens	6404	SELPLG
Platelet-mediated interactions with vascular and circulating cells%WikiPathways_20190410%WP4462%Homo sapiens	958	CD40
Platelet-mediated interactions with vascular and circulating cells%WikiPathways_20190410%WP4462%Homo sapiens	959	CD40LG
