ensembl_gene_id	hgnc_symbol	logFC_RETT_TC	PValue_RETT_TC	entrezgene
ENSG00000269761		-0.117938963	0.152237121	NA
ENSG00000147251	DOCK11	-0.189628226	0.152294453	139818
ENSG00000131007	TTTY9B	0.147173894	0.152323672	425057
ENSG00000213652	HMGB3P30	0.159161068	0.15232606	NA
ENSG00000172000	ZNF556	0.155719035	0.152344162	80032
ENSG00000151475	SLC25A31	-0.165519881	0.15239182	83447
ENSG00000154143	PANX3	0.144994975	0.152408458	116337
ENSG00000164438	TLX3	0.212821778	0.15245016	30012
ENSG00000086015	MAST2	0.207904218	0.152505811	23139
ENSG00000138207	RBP4	-0.321988911	0.152533907	5950
ENSG00000219665		0.147393263	0.152555988	101928464
ENSG00000172156	CCL11	0.139901418	0.152564508	6356
ENSG00000143222	UFC1	-0.162799693	0.152669877	51506
ENSG00000162763	LRRC52	-0.171041247	0.152696925	440699
ENSG00000120318	ARAP3	-0.164535851	0.15274435	64411
ENSG00000283701	MIR555	0.158752108	0.15278905	693140
ENSG00000163431	LMOD1	0.168466126	0.152817868	25802
ENSG00000283529		0.142709781	0.152906543	NA
ENSG00000154080	CHST9	-0.19524821	0.152911885	83539
ENSG00000260001	TGFBR3L	0.229103845	0.153070308	100507588
ENSG00000257790	EIF4A1P4	-0.121668088	0.153085307	NA
ENSG00000116132	PRRX1	0.13936234	0.153133797	5396
ENSG00000184544	DHRS7C	0.203260635	0.15314893	201140
ENSG00000169398	PTK2	-0.151017037	0.153168156	5747
ENSG00000164074	ABHD18	0.153792933	0.153185367	80167
ENSG00000178209	PLEC	-0.14662024	0.153244858	5339
ENSG00000246985	SOCS2-AS1	-0.138800532	0.153337157	144481
ENSG00000218052	ADAMTS7P4	0.165782968	0.153349186	NA
ENSG00000258932		0.140880511	0.153388741	728755
ENSG00000163823	CCR1	-0.195073528	0.153505359	1230
ENSG00000214313	AZGP1P1	-0.143893191	0.153523533	646282
ENSG00000112144	ICK	-0.168179803	0.153534218	22858
ENSG00000040275	SPDL1	0.156896643	0.153581332	54908
ENSG00000150093	ITGB1	-0.143029166	0.153656536	3688
ENSG00000158941	CCAR2	-0.182522681	0.153659876	57805
ENSG00000165192	ASB11	0.156543131	0.153670431	140456
ENSG00000089486	CDIP1	0.216388431	0.153683499	29965
ENSG00000204580	DDR1	0.212341797	0.153726396	780
ENSG00000198721	ECI2	0.155088635	0.153757574	10455
ENSG00000204620		0.165463598	0.15377045	NA
ENSG00000163576	EFHB	-0.193599326	0.153799631	151651
ENSG00000178809	TRIM73	-0.146317942	0.153803422	375593
ENSG00000139974	SLC38A6	0.230832335	0.153825174	145389
ENSG00000169789	PRY	0.151951722	0.153891203	9081
ENSG00000121579	NAA50	-0.19247907	0.153963968	80218
ENSG00000184209	SNRNP35	0.273023362	0.153968626	11066
ENSG00000236027	PATE3	-0.191441496	0.15405853	100169851
ENSG00000174740	PABPC5	-0.13479941	0.15406698	140886
ENSG00000237285	HNRNPA1P2	-0.42612711	0.154101023	NA
ENSG00000186788	SPATA31D3	0.136252941	0.154118955	389762
ENSG00000212036	MIR548BA	-0.171416039	0.154129527	102465854
ENSG00000111254	AKAP3	0.186581594	0.154169932	10566
ENSG00000183434	TFDP3	0.157833298	0.154199322	51270
ENSG00000118094	TREH	-0.128823339	0.154210114	11181
ENSG00000223484	TRPC6P	0.1224776	0.1542118	NA
ENSG00000182749	PAQR7	0.349296775	0.15425164	164091
ENSG00000196341	OR8D1	0.215013442	0.154334076	283159
ENSG00000232237	ASCL5	-0.157010385	0.15448172	647219
ENSG00000124459	ZNF45	-0.172748765	0.154512972	7596
ENSG00000277215	SPANXA2-OT1	-0.153821784	0.154540477	619455
ENSG00000181718	OR5T2	0.154389061	0.154545167	219464
ENSG00000247081	BAALC-AS1	0.226294116	0.154591322	NA
ENSG00000235931	LINC01553	0.171387346	0.154753569	283025
ENSG00000124102	PI3	0.167736592	0.154804334	5266
ENSG00000255870		-0.195489776	0.154828555	NA
ENSG00000277161	PIGW	0.174875909	0.154831572	284098
ENSG00000233101	HOXB-AS3	-0.141600779	0.154986426	404266
ENSG00000101417	PXMP4	-0.185085332	0.155017755	11264
ENSG00000170523	KRT83	-0.128168305	0.15509877	3889
ENSG00000146674	IGFBP3	0.180516823	0.155100184	3486
ENSG00000117983	MUC5B	0.136371062	0.155143907	727897
ENSG00000158615	PPP1R15B	-0.149448522	0.155192694	84919
ENSG00000153253	SCN3A	-0.153197867	0.155323893	6328
ENSG00000213385		0.198436911	0.155338157	NA
ENSG00000124813	RUNX2	0.342705716	0.155351254	860
ENSG00000131725	WDR44	0.158820638	0.155352324	54521
ENSG00000104879	CKM	0.169154239	0.15536262	1158
ENSG00000143127	ITGA10	0.142998774	0.155380888	8515
ENSG00000196440	ARMCX4	0.14524032	0.155393538	100131755
ENSG00000235226		0.136428852	0.155496418	NA
ENSG00000223417	TRIM49D1	-0.174412484	0.155591558	399939
ENSG00000234883	MIR155HG	-0.160971746	0.155619231	114614
ENSG00000251675		-0.159529285	0.155621182	NA
ENSG00000226831	MED15P3	0.143679158	0.155723844	NA
ENSG00000206120	EGFEM1P	-0.209565958	0.15572476	NA
ENSG00000168280	KIF5C	0.336574924	0.15572747	3800
ENSG00000067646	ZFY	0.15862418	0.155769411	7544
ENSG00000100292	HMOX1	-0.204381135	0.155818145	3162
ENSG00000103187	COTL1	0.198175884	0.15584183	23406
ENSG00000168884	TNIP2	0.145565867	0.155883656	79155
ENSG00000229240	LINC00710	-0.143117837	0.155915853	NA
ENSG00000197355	UAP1L1	0.29354338	0.155940904	91373
ENSG00000253172		0.14119992	0.15596299	NA
ENSG00000197586	ENTPD6	-0.307663234	0.155983097	955
ENSG00000164056	SPRY1	0.381272292	0.15598714	10252
ENSG00000099785	MARCH2	0.169971483	0.156026795	51257
ENSG00000180340	FZD2	-0.195668577	0.156054578	2535
ENSG00000137731	FXYD2	-0.138491764	0.156157944	486
ENSG00000070388	FGF22	-0.156766953	0.156159247	27006
ENSG00000221838	AP4M1	0.161213652	0.156176287	9179
ENSG00000182487	NCF1B	0.141668637	0.156202496	654816
ENSG00000165322	ARHGAP12	0.139644732	0.15623398	94134
ENSG00000149782	PLCB3	-0.150422048	0.156247375	5331
ENSG00000206047	DEFA1	-0.173577397	0.156273858	1667
ENSG00000272556	GTF2IP13	0.14455395	0.156324992	NA
ENSG00000122406	RPL5	0.139543836	0.15635669	6125
ENSG00000163785	RYK	-0.175619738	0.156361076	6259
ENSG00000068305	MEF2A	0.138896242	0.156423541	4205
ENSG00000165125	TRPV6	0.158539293	0.156428267	55503
ENSG00000236972	FABP5P1	0.167559714	0.15644024	NA
ENSG00000133107	TRPC4	-0.148368571	0.15644953	7223
ENSG00000162592	CCDC27	0.155032953	0.156517242	148870
ENSG00000138587	MNS1	0.225033911	0.156568843	55329
ENSG00000165644	COMTD1	0.230638351	0.156579964	118881
ENSG00000198951	NAGA	-0.127721236	0.156617329	4668
ENSG00000173261	PLAC8L1	0.148619657	0.156697684	153770
ENSG00000255145	STX17-AS1	-0.138673556	0.156707142	441461
ENSG00000237036	ZEB1-AS1	0.138492786	0.156728217	220930
ENSG00000261359	PYCARD-AS1	-0.157322404	0.156775906	100652740
ENSG00000214336	FOXI3	0.125774779	0.156868146	344167
ENSG00000244115	DNAJC25-GNG10	-0.158545862	0.156882091	552891
ENSG00000234840	LINC01239	0.157345505	0.156890775	441389
ENSG00000095713	CRTAC1	-0.242086923	0.156919241	55118
ENSG00000214544	GTF2IRD2P1	0.236284911	0.156933701	NA
ENSG00000233441	CYP2AB1P	-0.170389811	0.156937685	NA
ENSG00000143322	ABL2	0.153378645	0.156970633	27
ENSG00000226133		0.140834793	0.157064663	NA
ENSG00000162772	ATF3	0.141801625	0.157068841	467
ENSG00000138629	UBL7	-0.218296152	0.157184074	84993
ENSG00000109685	NSD2	-0.191076947	0.157246522	7468
ENSG00000185246	PRPF39	0.128287638	0.15725143	55015
ENSG00000207702	MIR211	-0.129759299	0.157295457	406993
ENSG00000178031	ADAMTSL1	0.1837136	0.157385838	92949
ENSG00000105953	OGDH	0.145964283	0.157428193	4967
ENSG00000164556	FAM183BP	-0.171432667	0.157442286	340286
ENSG00000130724	CHMP2A	-0.339308331	0.157477052	27243
ENSG00000196711	ALKAL1	0.133956107	0.157529123	389658
ENSG00000162761	LMX1A	0.147234235	0.157596289	4009
ENSG00000241671		0.200309752	0.157597954	NA
ENSG00000069966	GNB5	-0.165015224	0.157636841	10681
ENSG00000109625	CPZ	0.135935293	0.157746781	8532
ENSG00000246095	LINC01096	0.121137657	0.157790766	NA
ENSG00000184363	PKP3	-0.179151447	0.157792707	11187
ENSG00000173540	GMPPB	-0.219747973	0.157836521	29925
ENSG00000125207	PIWIL1	0.129421576	0.157849699	9271
ENSG00000204887	KRTAP1-4	0.13097062	0.157937521	728255
ENSG00000120727	PAIP2	-0.356259951	0.157992363	51247
ENSG00000260139	CSPG4P13	0.183488649	0.158133237	NA
ENSG00000112706	IMPG1	-0.23359764	0.158157003	3617
ENSG00000143641	GALNT2	0.272337011	0.158183561	2590
ENSG00000219438	FAM19A5	-0.324767968	0.158359586	25817
ENSG00000175105	ZNF654	0.241571023	0.158383683	55279
ENSG00000160360	GPSM1	-0.133539516	0.158413642	26086
ENSG00000270294	XIAPP1	-0.139748768	0.158461249	NA
ENSG00000135702	CHST5	0.170254258	0.158508589	23563
ENSG00000018408	WWTR1	-0.144870676	0.158522565	25937
ENSG00000167984	NLRC3	0.122899695	0.158596702	197358
ENSG00000100652	SLC10A1	-0.164682955	0.158597541	6554
ENSG00000170482	SLC23A1	-0.154773311	0.158718055	9963
ENSG00000013588	GPRC5A	-0.123474307	0.158780219	9052
ENSG00000260640		-0.157658786	0.158802958	NA
ENSG00000234465	PINLYP	0.17749713	0.158826149	390940
ENSG00000112053	SLC26A8	-0.145755424	0.15894593	116369
ENSG00000173226	IQCB1	-0.148984043	0.158950651	9657
ENSG00000243431	RPL5P30	-0.144439598	0.159160298	NA
ENSG00000205659	LIN52	0.23494697	0.159229766	91750
ENSG00000279675		-0.208048541	0.159242598	NA
ENSG00000079257	LXN	-0.272210273	0.159256238	56925
ENSG00000130299	GTPBP3	-0.136031622	0.159267975	84705
ENSG00000117448	AKR1A1	-0.17310837	0.159349247	10327
ENSG00000200823	SNORD114-2	0.14794891	0.159373577	767578
ENSG00000226660	TRBV2	0.146377566	0.159436315	NA
ENSG00000125492	BARHL1	0.157447274	0.159502821	56751
ENSG00000242485	MRPL20	0.26145249	0.159518785	55052
ENSG00000148690	FRA10AC1	-0.154961739	0.159533154	118924
ENSG00000236085	ACTG1P4	-0.184489691	0.159564602	NA
ENSG00000000971	CFH	-0.209111622	0.159571256	3075
ENSG00000260923	LINC02193	0.145211799	0.159622917	NA
ENSG00000127314	RAP1B	0.200985761	0.15964524	5908
ENSG00000165059	PRKACG	-0.145637389	0.159856961	5568
ENSG00000155629	PIK3AP1	-0.144790313	0.1598769	118788
ENSG00000131697	NPHP4	0.21838559	0.159891586	261734
ENSG00000133265	HSPBP1	-0.335352588	0.159894247	23640
ENSG00000126457	PRMT1	-0.241175365	0.159902776	3276
ENSG00000273024	INTS4P2	-0.173519339	0.160124351	NA
ENSG00000238099	LINC01625	-0.159505727	0.160225342	645434
ENSG00000147869	CER1	0.192991535	0.160246973	9350
ENSG00000263846	CIAPIN1P	0.183065726	0.160258537	NA
ENSG00000244682	FCGR2C	0.147873746	0.160334223	NA
ENSG00000005073	HOXA11	-0.122636634	0.160350685	3207
ENSG00000147133	TAF1	-0.206476306	0.16036145	6872
ENSG00000225347	SLC25A5P8	-0.17577826	0.160403788	NA
ENSG00000175040	CHST2	0.23523978	0.160409111	9435
ENSG00000029363	BCLAF1	-0.139575618	0.160555426	9774
ENSG00000268991	FAM231B	0.126428602	0.16055984	NA
ENSG00000156869	FRRS1	-0.152391788	0.160574191	391059
ENSG00000118972	FGF23	0.150809387	0.160586364	8074
ENSG00000240498	CDKN2B-AS1	-0.158863262	0.160616923	100048912
ENSG00000178130	FAM27E5	0.165264061	0.160678144	NA
ENSG00000179532	DNHD1	0.217845037	0.160680819	144132
ENSG00000223648	IGHV3-64	-0.163823	0.160695577	NA
ENSG00000171496	OR1L8	0.1972534	0.160700125	138881
ENSG00000159403	C1R	0.18594052	0.160718389	715
ENSG00000005884	ITGA3	-0.129482178	0.160784348	3675
ENSG00000199020	MIR381	-0.140863296	0.160786104	494330
ENSG00000240764	PCDHGC5	0.140893483	0.16079903	56097
ENSG00000172932	ANKRD13D	0.192352409	0.160814857	338692
ENSG00000266824		0.17229212	0.16083497	NA
ENSG00000237185	VN1R66P	-0.146745723	0.160850019	NA
ENSG00000196167	COLCA1	0.169090016	0.160861897	399948
ENSG00000269743	SLC25A53	0.128752407	0.160862387	401612
ENSG00000268628		-0.155282842	0.160870357	NA
ENSG00000205045	SLFN12L	0.139022885	0.160892895	100506736
ENSG00000177675	CD163L1	-0.19558152	0.160955506	283316
ENSG00000254122	PCDHGB7	-0.128595952	0.160976781	56099
ENSG00000129315	CCNT1	-0.159925205	0.160983245	904
ENSG00000171126	KCNG3	-0.197552359	0.161002694	170850
ENSG00000247134		-0.173783543	0.161073867	NA
ENSG00000163975	MELTF	0.121578717	0.161178493	4241
ENSG00000174028	FAM3C2	-0.5943832	0.161190558	NA
ENSG00000229083	PSMA6P2	0.156975297	0.161211918	NA
ENSG00000033100	CHPF2	0.230240284	0.16123385	54480
ENSG00000115107	STEAP3	0.144994781	0.161237874	55240
ENSG00000125675	GRIA3	-0.178996502	0.161293856	2892
ENSG00000178996	SNX18	0.119624482	0.161327947	112574
ENSG00000234284	ZNF879	0.177691309	0.161354728	345462
ENSG00000163563	MNDA	-0.195227205	0.161451872	4332
ENSG00000183150	GPR19	0.148663904	0.161454411	2842
ENSG00000112739	PRPF4B	0.157164959	0.161564665	8899
ENSG00000125753	VASP	-0.14619809	0.16160177	7408
ENSG00000223433	RPS29P9	-0.127410877	0.161653931	NA
ENSG00000175785	PRIMA1	0.189521261	0.161805455	145270
ENSG00000253117	OC90	0.185935753	0.1618452	729330
ENSG00000224971	SUMO2P3	-0.141253398	0.161904167	NA
ENSG00000186790	FOXE3	0.156517091	0.161937155	2301
ENSG00000225214		-0.144591849	0.162061691	NA
ENSG00000259079		-0.141149014	0.162069487	NA
ENSG00000144152	FBLN7	-0.454228878	0.162109576	129804
ENSG00000268654	MIMT1	-0.210870487	0.162120933	100073347
ENSG00000127922	SEM1	-0.141365957	0.162133677	7979
ENSG00000221737	MIR548I1	-0.134005738	0.16220118	100302204
ENSG00000106540		-0.199106507	0.162204252	NA
ENSG00000163349	HIPK1	-0.117272457	0.162224643	204851
ENSG00000171671	SHANK2-AS3	0.153912093	0.162241411	220070
ENSG00000183621	ZNF438	0.17511583	0.162331654	220929
ENSG00000154198	CYP4Z2P	0.151322445	0.162376992	163720
ENSG00000284373		0.141613189	0.162398417	NA
ENSG00000116704	SLC35D1	-0.132061986	0.162415125	23169
ENSG00000170476	MZB1	0.150662572	0.162438607	51237
ENSG00000237847	FAM231A	0.161686916	0.162452089	NA
ENSG00000260231	JHDM1D-AS1	0.187063735	0.162517669	100134229
ENSG00000240871	KRTAP4-7	0.119092665	0.162521034	100132476
ENSG00000214243		-0.175969994	0.162566645	NA
ENSG00000282936		0.134625238	0.162611927	NA
ENSG00000108469	RECQL5	0.309690609	0.162641754	9400
ENSG00000165934	CPSF2	0.188359262	0.162645877	53981
ENSG00000231817	LINC01198	-0.127938215	0.16265614	NA
ENSG00000186090	HTR3D	-0.133753874	0.162662987	200909
ENSG00000135502	SLC26A10	0.13630909	0.162666227	65012
ENSG00000178057	NDUFAF3	0.12639869	0.162731739	25915
ENSG00000105835	NAMPT	-0.170833192	0.162755143	10135
ENSG00000215386	MIR99AHG	0.378232669	0.162888697	NA
ENSG00000225080	PFN1P4	-0.124599852	0.162979919	NA
ENSG00000237700	PRAMEF33	0.137157581	0.163051612	645382
ENSG00000183734	ASCL2	-0.249029113	0.1631941	430
ENSG00000271424		0.124394646	0.163204937	NA
ENSG00000197213	ZSCAN5B	-0.158318534	0.163257625	342933
ENSG00000164946	FREM1	-0.12891939	0.163324257	158326
ENSG00000168411	RFWD3	0.178912102	0.163346181	55159
ENSG00000231630		0.148105793	0.163397174	NA
ENSG00000161791	FMNL3	-0.18990827	0.163427458	91010
ENSG00000153266	FEZF2	0.314185422	0.163505849	55079
ENSG00000126353	CCR7	0.122987429	0.163513527	1236
ENSG00000198169	ZNF251	0.216188194	0.163515466	90987
ENSG00000197479	PCDHB11	0.158495223	0.163557436	56125
ENSG00000133740	E2F5	-0.165107987	0.163603356	1875
ENSG00000089177	KIF16B	-0.140909006	0.1636128	55614
ENSG00000168658	VWA3B	-0.185808006	0.163675725	200403
ENSG00000244227	LRRC77P	-0.130585138	0.163709479	646168
ENSG00000178184	PARD6G	0.168364772	0.163767449	84552
ENSG00000173809	TDRD12	0.15204295	0.163845709	91646
ENSG00000251488		0.209777999	0.163859919	NA
ENSG00000069011	PITX1	-0.141786984	0.163865323	5307
ENSG00000153989	NUS1	0.159022097	0.163917338	116150
ENSG00000125775	SDCBP2	-0.240985121	0.163936014	27111
ENSG00000236740		-0.141111754	0.163951639	101927189
ENSG00000114098	ARMC8	0.141856508	0.16405774	25852
ENSG00000008516	MMP25	-0.149592169	0.164116033	64386
ENSG00000188981	MSANTD1	-0.249429063	0.164160652	345222
ENSG00000104205	SGK3	0.139959056	0.164179407	100533105
ENSG00000104205	SGK3	0.139959056	0.164179407	23678
ENSG00000165449	SLC16A9	0.17354923	0.164216492	220963
ENSG00000128626	MRPS12	-0.140194796	0.164325231	6183
ENSG00000125637	PSD4	-0.142629438	0.164330176	23550
ENSG00000123815	COQ8B	0.220728435	0.164336507	79934
ENSG00000164744	SUN3	0.114368501	0.164404489	256979
ENSG00000227265		0.142626623	0.164481628	NA
ENSG00000221813	OR6B1	0.163274681	0.164485151	135946
ENSG00000224568	LINC01886	-0.158087123	0.164509216	NA
ENSG00000205853	RFPL3S	0.156447364	0.164553165	10737
ENSG00000080572	PIH1D3	-0.139977652	0.164564627	139212
ENSG00000144554	FANCD2	-0.118802843	0.164609755	2177
ENSG00000196549	MME	0.124774474	0.164611643	4311
ENSG00000139629	GALNT6	0.262197964	0.164626237	11226
ENSG00000153066	TXNDC11	0.170846496	0.164674304	51061
ENSG00000187601	MAGEH1	-0.151716131	0.164705676	28986
ENSG00000215397	SCRT2	0.192530844	0.164715731	85508
ENSG00000143702	CEP170	-0.12373357	0.164774971	645455
ENSG00000143702	CEP170	-0.12373357	0.164774971	9859
ENSG00000182004	SNRPE	0.162613914	0.164788006	6635
ENSG00000160691	SHC1	-0.140523233	0.164829383	6464
ENSG00000163131	CTSS	-0.153838991	0.164850469	1520
ENSG00000235268	KDM4E	-0.134246373	0.164866135	390245
ENSG00000170967	DDI1	-0.150903159	0.164901639	414301
ENSG00000240787		-0.170147606	0.164915304	NA
ENSG00000117020	AKT3	-0.130678144	0.164933578	10000
ENSG00000249230	CDH12P2	-0.140582003	0.165071307	NA
ENSG00000254535	PABPC4L	-0.168054576	0.165097853	132430
ENSG00000178115	GOLGA8Q	-0.139646899	0.165166367	728047
ENSG00000178115	GOLGA8Q	-0.139646899	0.165166367	727909
ENSG00000182718	ANXA2	-0.134804648	0.165229942	302
ENSG00000206104	KRTAP20-3	0.180218154	0.165283518	337985
ENSG00000163743	RCHY1	-0.24499325	0.165297491	25898
ENSG00000070495	JMJD6	0.136844675	0.165331617	23210
ENSG00000215021	PHB2	0.153980631	0.16534365	11331
ENSG00000148136	OR13C4	0.169927407	0.165357287	138804
ENSG00000100938	GMPR2	-0.248463832	0.165403575	51292
ENSG00000182504	CEP97	0.160959711	0.165458339	79598
ENSG00000092529	CAPN3	0.143712166	0.165471817	825
ENSG00000228544	CCDC183-AS1	0.154797441	0.165501516	100131193
ENSG00000006047	YBX2	-0.164387717	0.165535649	51087
ENSG00000175302	ANKRD30BP1	-0.168885551	0.165560344	NA
ENSG00000144452	ABCA12	0.121999937	0.165578011	26154
ENSG00000189337	KAZN	0.139215563	0.165588018	23254
ENSG00000269821	KCNQ1OT1	0.191840286	0.165595385	10984
ENSG00000227953	LINC01341	0.180936477	0.165599658	NA
ENSG00000176204	LRRTM4	-0.375115962	0.165612777	80059
ENSG00000223641	TTTY17C	0.120331908	0.165770651	474152
ENSG00000172059	KLF11	0.186934607	0.165809106	8462
ENSG00000185532	PRKG1	0.144752112	0.165818645	5592
ENSG00000269364	LINC01233	-0.136532782	0.165849114	100128139
ENSG00000117266	CDK18	0.242533774	0.165886936	5129
ENSG00000196589	MBD3L2B	0.140588252	0.166019129	729458
ENSG00000197114	ZGPAT	-0.185407289	0.166146959	84619
ENSG00000188883	KLRG2	-0.148658811	0.166185317	346689
ENSG00000215973	MIR933	0.144710035	0.16626577	100126350
ENSG00000165164	CFAP47	0.18730627	0.166288181	286464
ENSG00000121764	HCRTR1	-0.14832805	0.166341042	3061
ENSG00000078269	SYNJ2	-0.49758077	0.166409345	8871
ENSG00000172409	CLP1	0.13387122	0.166434828	10978
ENSG00000075275	CELSR1	-0.156262037	0.166459447	9620
ENSG00000181016	LSMEM1	-0.130653741	0.166463446	286006
ENSG00000148411	NACC2	0.138248199	0.166638795	138151
ENSG00000172236	TPSAB1	0.130959925	0.166639883	7177
ENSG00000048540	LMO3	-0.341472738	0.16665771	55885
ENSG00000251066		-0.144732057	0.166679714	NA
ENSG00000198851	CD3E	0.14553343	0.166777059	916
ENSG00000143970	ASXL2	-0.168538613	0.166816608	55252
ENSG00000140931	CMTM3	-0.222460701	0.166839858	123920
ENSG00000135226	UGT2B28	0.122078522	0.166867111	54490
ENSG00000259424		0.176830848	0.166940971	NA
ENSG00000111241	FGF6	-0.132011222	0.167074161	2251
ENSG00000277327	SPDYE20P	-0.167488179	0.167076155	NA
ENSG00000181027	FKRP	0.16967498	0.167392407	79147
ENSG00000170209	ANKK1	0.161456229	0.167429489	255239
ENSG00000038358	EDC4	0.1433459	0.167435791	23644
ENSG00000147443	DOK2	0.152148233	0.167452396	9046
ENSG00000163810	TGM4	0.170057882	0.167457235	7047
ENSG00000175189	INHBC	-0.139047209	0.167527158	3626
ENSG00000118596	SLC16A7	-0.130460658	0.167575597	9194
ENSG00000137473	TTC29	-0.142074106	0.16759211	83894
ENSG00000100979	PLTP	0.169742122	0.167643235	5360
ENSG00000102230	PCYT1B	-0.14062883	0.167713936	9468
ENSG00000157827	FMNL2	0.189203717	0.167718016	114793
ENSG00000147606	SLC26A7	-0.127831461	0.167739251	115111
ENSG00000188859	FAM78B	-0.198431344	0.167773424	149297
ENSG00000165572	KBTBD6	0.192771869	0.167811836	89890
ENSG00000182606	TRAK1	-0.16653154	0.167826352	22906
ENSG00000170049	KCNAB3	0.316820982	0.167845573	9196
ENSG00000126467	TSKS	-0.135453631	0.167853397	60385
ENSG00000090659	CD209	-0.143449306	0.167894668	30835
ENSG00000257395		0.154200749	0.167935706	NA
ENSG00000126464	PRR12	0.185276127	0.167937285	57479
ENSG00000203485	INF2	-0.152022636	0.167946614	64423
ENSG00000169871	TRIM56	0.238118247	0.168029694	81844
ENSG00000168619	ADAM18	0.148389928	0.168077723	8749
ENSG00000167332	OR51E2	-0.167085307	0.168103636	81285
ENSG00000132554	RGS22	0.130406923	0.16811554	26166
ENSG00000196417	ZNF765	0.117889554	0.168162896	91661
ENSG00000181585	TMIE	-0.206477957	0.168176065	259236
ENSG00000112782	CLIC5	-0.167404233	0.168178526	53405
ENSG00000054654	SYNE2	0.160291215	0.168200062	23224
ENSG00000204604	ZNF468	0.140912105	0.168201404	162967
ENSG00000204604	ZNF468	0.140912105	0.168201404	90333
ENSG00000171016	PYGO1	0.220104294	0.168210413	26108
ENSG00000156966	B3GNT7	0.173992763	0.168211328	93010
ENSG00000106366	SERPINE1	0.241258805	0.168225645	5054
ENSG00000280721	LINC01943	0.164595832	0.168365994	NA
ENSG00000228522		-0.136088814	0.168407364	100996643
ENSG00000200534	SNORA33	0.149574411	0.1684368	594839
ENSG00000106609	TMEM248	-0.189416008	0.16846438	55069
ENSG00000155495	MAGEC1	0.146794446	0.168469759	9947
ENSG00000140563	MCTP2	-0.123687147	0.168589584	55784
ENSG00000145416	MARCH1	-0.232416282	0.168676568	55016
ENSG00000267315		-0.1301851	0.168783173	NA
ENSG00000256642	LINC00273	0.151120997	0.168835859	NA
ENSG00000206069	TMEM211	0.141318764	0.16885964	255349
ENSG00000181322	NME9	-0.12433754	0.168890621	347736
ENSG00000245067	IGFBP7-AS1	-0.166294058	0.168898574	255130
ENSG00000154874	CCDC144B	-0.161474398	0.16891602	284047
ENSG00000169203	NPIPB12	0.149984251	0.169027856	440353
ENSG00000260266		0.110225675	0.169079284	729739
ENSG00000159860	TCAF2P1	0.20391818	0.169143306	NA
ENSG00000267422		-0.120370057	0.16918461	NA
ENSG00000108312	UBTF	0.184744604	0.169202145	7343
ENSG00000188801	ZNF322P1	0.259925019	0.169206474	NA
ENSG00000261420		0.135457946	0.169260952	NA
ENSG00000249471	ZNF324B	-0.121348537	0.16927371	388569
ENSG00000234736	FAM170B-AS1	-0.144002887	0.169274145	100506733
ENSG00000255713	OR4D2	0.198811032	0.169346809	124538
ENSG00000152910	CNTNAP4	-0.14672928	0.169355876	85445
ENSG00000121594	CD80	0.135642338	0.169547705	941
ENSG00000271079	CTAGE15	0.190465084	0.169595787	441294
ENSG00000198759	EGFL6	-0.118023737	0.169687984	25975
ENSG00000076258	FMO4	-0.173939197	0.169795997	2329
ENSG00000147889	CDKN2A	-0.128574982	0.169796998	1029
ENSG00000115602	IL1RL1	0.137743122	0.169851683	9173
ENSG00000091164	TXNL1	0.137674245	0.169897604	9352
ENSG00000257955		0.147363028	0.16991602	NA
ENSG00000201326	SNORD115-22	0.136710057	0.169989288	100033799
ENSG00000228278	ORM2	0.130896474	0.169995026	5005
ENSG00000226810		0.141878918	0.170002791	NA
ENSG00000188257	PLA2G2A	0.129499876	0.170072878	5320
ENSG00000155657	TTN	-0.136567447	0.170086842	7273
ENSG00000047936	ROS1	0.121750598	0.170161041	6098
ENSG00000167037	SGSM1	0.150427856	0.170185596	129049
ENSG00000157510	AFAP1L1	-0.183475482	0.170208368	134265
ENSG00000258498	DIO3OS	0.142843377	0.170230842	64150
ENSG00000283020	DUX4L37	0.164451781	0.170291775	NA
ENSG00000139697	SBNO1	-0.163164793	0.170296172	55206
ENSG00000260518	BMS1P8	0.185880359	0.170331282	NA
ENSG00000259303	IGHV2OR16-5	-0.128819369	0.170339036	NA
ENSG00000188554	NBR1	-0.22229092	0.170508606	4077
ENSG00000172294	CSPG4P4Y	0.12381245	0.170519799	NA
ENSG00000165810	BTNL9	-0.233886441	0.170533991	153579
ENSG00000197471	SPN	-0.14404523	0.170610096	6693
ENSG00000171425	ZNF581	-0.121476638	0.170631945	51545
ENSG00000074696	HACD3	-0.191628912	0.170744861	51495
ENSG00000256269	HMBS	0.148597693	0.170760065	3145
ENSG00000184911	DMRTC1B	0.128401849	0.170813977	728656
ENSG00000185129	PURA	0.22047051	0.170832644	5813
ENSG00000130202	NECTIN2	0.131808563	0.170853029	5819
ENSG00000153561	RMND5A	-0.139776218	0.17094655	64795
ENSG00000100139	MICALL1	0.190546327	0.171004022	85377
ENSG00000172179	PRL	0.143309761	0.171009868	5617
ENSG00000229887	HNRNPA1P6	-0.24211259	0.17104105	NA
ENSG00000183242	WT1-AS	0.186508854	0.171047809	NA
ENSG00000249252		0.212456617	0.171052934	101929095
ENSG00000126217	MCF2L	0.138335361	0.171085067	23263
ENSG00000163564	PYHIN1	0.179809666	0.171157198	149628
ENSG00000213762	ZNF134	-0.142613993	0.171305325	7693
