ensembl_gene_id	logFC_ICM	PValue_ICM	hgnc_symbol	entrezgene
ENSG00000103740	-0.211201568	0.735884466	ACSBG1	23205
ENSG00000103742	-0.806662586	0.065877394	IGDCC4	57722
ENSG00000103769	0.034889478	0.807988312	RAB11A	8766
ENSG00000103811	0.368455666	0.050166549	CTSH	1512
ENSG00000103852	0.411158523	0.020982499	TTC23	64927
ENSG00000103855	-0.729104485	0.001927755	CD276	80381
ENSG00000103876	-0.272883627	0.217026744	FAH	2184
ENSG00000103888	0.206112045	0.773551414	CEMIP	57214
ENSG00000103932	0.19113812	0.268124464	RPAP1	26015
ENSG00000103942	-0.395649901	0.018491086	HOMER2	9455
ENSG00000103966	-0.644566413	0.006091211	EHD4	30844
ENSG00000103978	-0.32171287	0.115188781	TMEM87A	25963
ENSG00000103994	-0.280482107	0.100125178	ZNF106	64397
ENSG00000103995	0.42972956	0.150055394	CEP152	22995
ENSG00000104043	-0.232522624	0.512052208	ATP8B4	79895
ENSG00000104044	0.213603474	0.745440435	OCA2	4948
ENSG00000104047	-0.263734954	0.226109107	DTWD1	56986
ENSG00000104059	0.994720481	0.153730493	FAM189A1	23359
ENSG00000104064	-0.340398296	0.183423598	GABPB1	2553
ENSG00000104067	0.037139208	0.825479049	TJP1	7082
ENSG00000104081	0.425842151	0.256974597	BMF	90427
ENSG00000104093	-0.25603413	0.287891575	DMXL2	23312
ENSG00000104129	0.34431904	0.283225419	DNAJC17	55192
ENSG00000104131	-0.500608667	0.015749582	EIF3J	8669
ENSG00000104133	-0.125018173	0.468695223	SPG11	80208
ENSG00000104142	0.410343592	0.027449954	VPS18	57617
ENSG00000104154	-0.376056282	0.23269544	SLC30A4	7782
ENSG00000104164	-0.704612651	0.015361901	BLOC1S6	26258
ENSG00000104177	0.527969183	0.014006397	MYEF2	50804
ENSG00000104205	0.062070344	0.771783145	SGK3	23678
ENSG00000104205	0.062070344	0.771783145	SGK3	100533105
ENSG00000104213	0.424175023	0.156341369	PDGFRL	5157
ENSG00000104218	-0.019363238	0.936316145	CSPP1	79848
ENSG00000104219	-0.834904818	0.024523487	ZDHHC2	51201
ENSG00000104221	-0.191787114	0.337524828	BRF2	55290
ENSG00000104228	0.366977344	0.107702834	TRIM35	23087
ENSG00000104231	-0.084966466	0.666968867	ZFAND1	79752
ENSG00000104237	0.505955315	0.384639256	RP1	6101
ENSG00000104237	0.505955315	0.384639256	RP1	107984125
ENSG00000104267	-0.813404515	0.078749496	CA2	760
ENSG00000104290	0.064733644	0.750299136	FZD3	7976
ENSG00000104299	-0.071469183	0.695921778	INTS9	55756
ENSG00000104312	-0.623320456	0.021655468	RIPK2	8767
ENSG00000104313	0.027562246	0.926760573	EYA1	2138
ENSG00000104320	-0.278708658	0.173116784	NBN	4683
ENSG00000104321	-0.561713113	0.522213182	TRPA1	8989
ENSG00000104324	-0.290868373	0.303034137	CPQ	10404
ENSG00000104325	-0.379110764	0.086259105	DECR1	1666
ENSG00000104331	-0.141919915	0.413657977	IMPAD1	54928
ENSG00000104332	-0.323599172	0.352912632	SFRP1	6422
ENSG00000104341	-0.558057564	0.058567253	LAPTM4B	55353
ENSG00000104343	-0.201136621	0.278080064	UBE2W	55284
ENSG00000104356	-0.065995674	0.822481446	POP1	10940
ENSG00000104361	0.042425802	0.839029446	NIPAL2	79815
ENSG00000104365	0.231757247	0.190186736	IKBKB	3551
ENSG00000104368	0.07908063	0.757317092	PLAT	5327
ENSG00000104369	-0.657306118	0.074183741	JPH1	56704
ENSG00000104375	-0.729002854	0.00606901	STK3	6788
ENSG00000104381	0.393753681	0.26776904	GDAP1	54332
ENSG00000104388	-0.201692668	0.18758737	RAB2A	5862
ENSG00000104408	-0.993790691	0.001211432	EIF3E	3646
ENSG00000104412	0.254097136	0.27688478	EMC2	9694
ENSG00000104413	0.648626349	0.215964975	ESRP1	54845
ENSG00000104415	0.225994789	0.734068788	CCN4	8840
ENSG00000104419	-0.34877555	0.181693427	NDRG1	10397
ENSG00000104427	0.139972189	0.63667835	ZC2HC1A	51101
ENSG00000104432	1.41698001	0.086950733	IL7	3574
ENSG00000104442	-0.252322138	0.166091122	ARMC1	55156
ENSG00000104447	-0.124020864	0.614047151	TRPS1	7227
ENSG00000104450	-0.053427744	0.864308702	SPAG1	6674
ENSG00000104472	-0.106022989	0.574663016	CHRAC1	54108
ENSG00000104490	0.003466922	0.988944274	NCALD	83988
ENSG00000104497	-0.207582503	0.451758187	SNX16	64089
ENSG00000104517	-0.128519005	0.345222391	UBR5	51366
ENSG00000104518	0.09742442	0.672219773	GSDMD	79792
ENSG00000104522	0.31038623	0.197815048	TSTA3	7264
ENSG00000104524	1.058763928	0.012492001	PYCR3	65263
ENSG00000104529	0.086887869	0.567686358	EEF1D	1936
ENSG00000104549	-0.264401516	0.448723378	SQLE	6713
ENSG00000104611	0.219571583	0.587705216	SH2D4A	63898
ENSG00000104613	-0.066679799	0.655359165	INTS10	55174
ENSG00000104626	0.473784295	0.051001622	ERI1	90459
ENSG00000104635	-1.285981499	0.000131134	SLC39A14	23516
ENSG00000104643	-0.068696056	0.649680938	MTMR9	66036
ENSG00000104660	0.064544204	0.725995607	LEPROTL1	23484
ENSG00000104671	-0.632688083	0.048298454	DCTN6	10671
ENSG00000104679	0.01937244	0.906690131	R3HCC1	203069
ENSG00000104687	-0.408422662	0.051559159	GSR	2936
ENSG00000104689	-0.720456233	0.029429346	TNFRSF10A	8797
ENSG00000104695	-0.253704924	0.196867664	PPP2CB	5516
ENSG00000104714	0.209127424	0.350243829	ERICH1	157697
ENSG00000104722	-1.173907685	0.139370895	NEFM	4741
ENSG00000104723	-0.660551902	0.023741661	TUSC3	7991
ENSG00000104728	0.216053924	0.178604663	ARHGEF10	9639
ENSG00000104731	0.244480827	0.306368528	KLHDC4	54758
ENSG00000104738	-0.295744892	0.369230112	MCM4	4173
ENSG00000104756	-0.563277644	0.027002625	KCTD9	54793
ENSG00000104763	-0.79902362	0.007937373	ASAH1	427
ENSG00000104765	0.007259842	0.95804969	BNIP3L	665
ENSG00000104774	-0.040311414	0.858005589	MAN2B1	4125
ENSG00000104783	-0.101055339	0.851455972	KCNN4	3783
ENSG00000104804	-0.823805421	0.26357309	TULP2	7288
ENSG00000104805	0.430307586	0.013426501	NUCB1	4924
ENSG00000104812	0.378437091	0.042206933	GYS1	2997
ENSG00000104814	0.284169416	0.504746397	MAP4K1	11184
ENSG00000104823	0.389080548	0.027301623	ECH1	1891
ENSG00000104824	-0.162186682	0.191538012	HNRNPL	3191
ENSG00000104825	0.408705233	0.121266398	NFKBIB	4793
ENSG00000104833	-0.965471748	0.059514696	TUBB4A	10382
ENSG00000104835	0.400953846	0.047373813	SARS2	54938
ENSG00000104848	0.2164003	0.710126746	KCNA7	3743
ENSG00000104852	0.508376844	0.009423699	SNRNP70	6625
ENSG00000104853	-0.29947361	0.122603531	CLPTM1	1209
ENSG00000104856	-0.8235406	0.009945115	RELB	5971
ENSG00000104859	0.227004731	0.505663208	CLASRP	11129
ENSG00000104863	0.840371553	0.000288114	LIN7B	64130
ENSG00000104866	0.207656771	0.363997113	PPP1R37	284352
ENSG00000104870	0.326429326	0.032822478	FCGRT	2217
ENSG00000104872	0.273872955	0.113463849	PIH1D1	55011
ENSG00000104879	-0.186547023	0.380340602	CKM	1158
ENSG00000104880	0.334552498	0.071896416	ARHGEF18	23370
ENSG00000104881	0.489707309	0.021187324	PPP1R13L	10848
ENSG00000104883	0.816968844	0.076998709	PEX11G	92960
ENSG00000104884	-0.03211248	0.872258092	ERCC2	2068
ENSG00000104885	-0.0288659	0.926102122	DOT1L	84444
ENSG00000104886	0.459279146	0.003835454	PLEKHJ1	55111
ENSG00000104888	0.255056346	0.485151752	SLC17A7	57030
ENSG00000104889	0.660423836	0.050728206	RNASEH2A	10535
ENSG00000104894	0.488150146	0.175477692	CD37	951
ENSG00000104897	0.588205228	0.018624054	SF3A2	8175
ENSG00000104899	0.80680516	0.192540932	AMH	268
ENSG00000104903	0.293718292	0.339633329	LYL1	4066
ENSG00000104904	0.220174693	0.192740124	OAZ1	4946
ENSG00000104907	0.270999301	0.453670734	TRMT1	55621
ENSG00000104915	0.176491517	0.40942599	STX10	8677
ENSG00000104921	0.206411151	0.771102116	FCER2	2208
ENSG00000104936	0.453777492	0.064580551	DMPK	1760
ENSG00000104946	0.55204247	0.016356589	TBC1D17	79735
ENSG00000104951	0.464970622	0.42471516	IL4I1	259307
ENSG00000104953	-0.525422374	0.411031341	TLE6	79816
ENSG00000104957	0.575863471	0.012191254	CCDC130	81576
ENSG00000104960	0.224308653	0.340681945	PTOV1	53635
ENSG00000104964	0.562721166	0.002192597	AES	166
ENSG00000104967	0.488050814	0.035129054	NOVA2	4858
ENSG00000104969	0.21163437	0.207642189	SGTA	6449
ENSG00000104972	-0.554507969	0.329440312	LILRB1	10859
ENSG00000104973	0.259993974	0.261360245	MED25	81857
ENSG00000104974	0.494610376	0.430175986	LILRA1	11024
ENSG00000104976	0.297543399	0.142493735	SNAPC2	6618
ENSG00000104979	0.790741098	0.001186823	C19orf53	28974
ENSG00000104980	0.110643079	0.537745307	TIMM44	10469
ENSG00000104983	0.602542705	0.013745469	CCDC61	729440
ENSG00000104998	0.050052149	0.836929465	IL27RA	9466
ENSG00000105011	0.96776551	0.124487587	ASF1B	55723
ENSG00000105048	1.052546526	0.010604931	TNNT1	7138
ENSG00000105053	-0.204812398	0.331884835	VRK3	51231
ENSG00000105058	-0.048135793	0.734551568	FAM32A	26017
ENSG00000105063	-0.012822911	0.934137018	PPP6R1	22870
ENSG00000105072	0.23910064	0.435393329	C19orf44	84167
ENSG00000105085	0.282814011	0.275802653	MED26	9441
ENSG00000105088	-0.049376287	0.903084438		93145
ENSG00000105122	0.835508832	0.047888009	RASAL3	64926
ENSG00000105127	-0.254735705	0.142471756	AKAP8	10270
ENSG00000105131	-0.155116632	0.812122207	EPHX3	79852
ENSG00000105135	0.434863089	0.008152773	ILVBL	10994
ENSG00000105136	0.237954358	0.307546276	ZNF419	79744
ENSG00000105137	-0.039474191	0.812231414	SYDE1	85360
ENSG00000105143	0.375100269	0.5377723	SLC1A6	6511
ENSG00000105146	0.261411539	0.534169336	AURKC	6795
ENSG00000105171	-0.13077698	0.499643203	POP4	10775
ENSG00000105173	-0.575100884	0.146537414	CCNE1	898
ENSG00000105176	-0.514570753	0.005246206	URI1	8725
ENSG00000105185	-0.011438463	0.944568721	PDCD5	9141
ENSG00000105186	-0.087276944	0.593161035	ANKRD27	84079
ENSG00000105193	-0.144922453	0.58802751	RPS16	6217
ENSG00000105197	0.444091473	0.002944287	TIMM50	92609
ENSG00000105202	0.137303055	0.473375951	FBL	2091
ENSG00000105204	0.537645253	0.007640772	DYRK1B	9149
ENSG00000105219	0.366677271	0.58523114	CNTD2	79935
ENSG00000105220	-0.013422799	0.942033702	GPI	2821
ENSG00000105221	0.137602101	0.351394591	AKT2	208
ENSG00000105223	0.338791838	0.06829733	PLD3	23646
ENSG00000105227	-0.376818896	0.248654605	PRX	57716
ENSG00000105229	0.133803844	0.541497917	PIAS4	51588
ENSG00000105245	0.422383741	0.123007038	NUMBL	9253
ENSG00000105246	0.090381178	0.893160803	EBI3	10148
ENSG00000105248	0.639674766	0.019705772	YJU2	55702
ENSG00000105254	0.535745407	0.003237464	TBCB	1155
ENSG00000105258	0.571387427	0.003876201	POLR2I	5438
ENSG00000105270	0.292363268	0.165419332	CLIP3	25999
ENSG00000105278	0.25392757	0.710334955	ZFR2	23217
ENSG00000105281	-0.957837419	0.043124957	SLC1A5	6510
ENSG00000105287	0.175928092	0.495758412	PRKD2	25865
ENSG00000105290	1.083806695	0.000192242	APLP1	333
ENSG00000105298	0.206800586	0.318874574	CACTIN	58509
ENSG00000105321	0.192253325	0.463081236	CCDC9	26093
ENSG00000105323	-0.13188722	0.400843082	HNRNPUL1	11100
ENSG00000105325	0.217952588	0.20012441	FZR1	51343
ENSG00000105327	0.957509933	0.005148279	BBC3	27113
ENSG00000105329	-0.063256148	0.782682216		7040
ENSG00000105339	0.24855755	0.202980751	DENND3	22898
ENSG00000105341	0.007193987	0.965361573	DMAC2	55101
ENSG00000105355	-0.292232572	0.21184799	PLIN3	10226
ENSG00000105357	0.370801169	0.131509983	MYH14	79784
ENSG00000105364	-0.005191508	0.980511232	MRPL4	51073
ENSG00000105369	0.531433583	0.327136082	CD79A	973
ENSG00000105371	0.958505229	0.158885541	ICAM4	3386
ENSG00000105372	0.353026325	0.176041426	RPS19	6223
ENSG00000105373	0.438504618	0.037716123	NOP53	29997
ENSG00000105374	0.404580267	0.41283698	NKG7	4818
ENSG00000105376	0.817553979	0.189920349	ICAM5	7087
ENSG00000105379	0.496323147	0.00658214	ETFB	2109
ENSG00000105383	0.605782076	0.17183747	CD33	945
ENSG00000105392	0.065494096	0.906426803	CRX	1406
ENSG00000105393	0.171682409	0.256593898	BABAM1	29086
ENSG00000105397	0.476202766	0.019048477	TYK2	7297
ENSG00000105401	0.289358439	0.123408007	CDC37	11140
ENSG00000105402	0.136123258	0.338596462	NAPA	8775
ENSG00000105404	0.520084337	0.011055477	RABAC1	10567
ENSG00000105409	0.10175793	0.670343891	ATP1A3	478
ENSG00000105419	-0.406678203	0.298007236	MEIS3	56917
ENSG00000105426	0.125997829	0.449176524	PTPRS	5802
ENSG00000105427	-0.289966107	0.70525497	CNFN	84518
ENSG00000105429	0.308836636	0.06408202	MEGF8	1954
ENSG00000105438	0.015155149	0.92703872	KDELR1	10945
ENSG00000105443	0.025502389	0.892024633	CYTH2	9266
ENSG00000105447	-0.032570679	0.893622186	GRWD1	83743
ENSG00000105464	0.047108269	0.917329317	GRIN2D	2906
ENSG00000105472	1.062972624	0.003595371	CLEC11A	6320
ENSG00000105479	1.169626647	0.041635288	CCDC114	93233
ENSG00000105483	0.159341683	0.339236993	CARD8	22900
ENSG00000105486	0.583966321	0.055792765	LIG1	3978
ENSG00000105497	0.352914277	0.078898656	ZNF175	7728
ENSG00000105499	0.725465911	0.000725059	PLA2G4C	8605
ENSG00000105509	0.567024625	0.429393824	HAS1	3036
ENSG00000105514	0.077671892	0.758893446	RAB3D	9545
ENSG00000105516	-0.62482892	0.139062892	DBP	1628
ENSG00000105518	0.448729431	0.015807429	TMEM205	374882
ENSG00000105519	0.283997316	0.398337629	CAPS	828
ENSG00000105520	0.204428042	0.342460484	PLPPR2	64748
ENSG00000105538	0.355111605	0.107071732	RASIP1	54922
ENSG00000105552	0.375940404	0.045010846	BCAT2	587
ENSG00000105556	0.396164776	0.133398818	MIER2	54531
ENSG00000105559	-0.024521609	0.921643746	PLEKHA4	57664
ENSG00000105568	0.389567721	0.010643626	PPP2R1A	5518
ENSG00000105576	0.230205487	0.179705231	TNPO2	30000
ENSG00000105583	0.249936558	0.172319364	WDR83OS	51398
ENSG00000105607	0.075982205	0.645791279	GCDH	2639
ENSG00000105609	-0.203594395	0.657841902	LILRB5	10990
ENSG00000105612	0.018649763	0.926176195	DNASE2	1777
ENSG00000105613	0.296221759	0.601388383	MAST1	22983
ENSG00000105617	0.47231714	0.109670676	LENG1	79165
ENSG00000105618	0.037830698	0.829791126	PRPF31	26121
ENSG00000105619	0.533779889	0.047328979	TFPT	29844
ENSG00000105639	-0.260913473	0.49530971	JAK3	3718
ENSG00000105640	0.295194692	0.313580719	RPL18A	6142
ENSG00000105643	-0.091570233	0.758101124	ARRDC2	27106
ENSG00000105647	-0.319061371	0.139705454	PIK3R2	5296
ENSG00000105649	0.171901298	0.56717042	RAB3A	5864
ENSG00000105650	0.941626086	0.022749164	PDE4C	5143
ENSG00000105655	0.255592966	0.408382174	ISYNA1	51477
ENSG00000105656	-0.068604213	0.756501074	ELL	8178
ENSG00000105662	0.410912145	0.067657066	CRTC1	23373
ENSG00000105664	1.665829342	0.015136634	COMP	1311
ENSG00000105669	0.32605617	0.03031004	COPE	11316
ENSG00000105671	0.118767453	0.540919507	DDX49	54555
ENSG00000105676	0.100843059	0.615593946	ARMC6	93436
ENSG00000105677	0.131095745	0.466019641	TMEM147	10430
ENSG00000105696	-0.038642601	0.954452289		25789
ENSG00000105697	-10.08314958	0.000128908	HAMP	57817
ENSG00000105698	0.155866156	0.274947644	USF2	7392
ENSG00000105699	0.349586737	0.286033459	LSR	51599
ENSG00000105700	0.113718259	0.416243905	KXD1	79036
ENSG00000105701	0.463552473	0.012351948	FKBP8	23770
ENSG00000105705	0.374410109	0.231239418		57794
ENSG00000105707	0.277319364	0.37295151	HPN	3249
ENSG00000105708	0.165656076	0.630723889	ZNF14	7561
ENSG00000105711	0.043996702	0.84200315	SCN1B	6324
ENSG00000105722	0.29971511	0.143188484	ERF	2077
ENSG00000105723	0.088548785	0.554531098	GSK3A	2931
ENSG00000105726	0.177198318	0.506398111	ATP13A1	57130
ENSG00000105732	0.580012473	0.007490058	ZNF574	64763
ENSG00000105737	-0.088527831	0.832580788	GRIK5	2901
ENSG00000105738	0.57603964	0.006266962	SIPA1L3	23094
ENSG00000105750	0.100015289	0.825631619	ZNF85	7639
ENSG00000105755	-0.196453394	0.432218506	ETHE1	23474
ENSG00000105767	0.673055134	0.008852486	CADM4	199731
ENSG00000105771	0.17262194	0.517726696	SMG9	56006
ENSG00000105778	-0.300462242	0.115153206	AVL9	23080
ENSG00000105784	0.09770125	0.759933104	RUNDC3B	154661
ENSG00000105792	0.326812276	0.267620313	CFAP69	79846
ENSG00000105793	-0.09451174	0.670669	GTPBP10	85865
ENSG00000105808	-0.210334782	0.684453124	RASA4	10156
ENSG00000105810	-0.285748095	0.129749252	CDK6	1021
ENSG00000105819	-0.262259466	0.087178247	PMPCB	9512
ENSG00000105821	0.032103657	0.89273958	DNAJC2	27000
ENSG00000105825	-0.902196794	0.039175139	TFPI2	7980
ENSG00000105829	-0.233142515	0.281990005	BET1	10282
ENSG00000105835	-0.778845513	0.003271067	NAMPT	10135
ENSG00000105849	0.027512951	0.886088775	TWISTNB	221830
ENSG00000105851	-0.789389127	0.118305481	PIK3CG	5294
ENSG00000105852	0.699863009	0.165599473	PON3	5446
ENSG00000105854	0.059560505	0.76016103	PON2	5445
ENSG00000105855	-0.906259889	0.090710997	ITGB8	3696
ENSG00000105856	-0.398047508	0.029641762	HBP1	26959
ENSG00000105865	-0.158911773	0.59771892	DUS4L	11062
ENSG00000105866	-0.322913583	0.175874575	SP4	6671
ENSG00000105875	0.334106221	0.176701103	WDR91	29062
ENSG00000105877	0.628466604	0.196494202	DNAH11	8701
ENSG00000105879	-0.810608766	0.00928187	CBLL1	79872
ENSG00000105887	-0.184425058	0.400924777	MTPN	136319
ENSG00000105894	0.220713763	0.457600344	PTN	5764
ENSG00000105926	-0.530221556	0.211879743	MPP6	51678
ENSG00000105928	0.416246544	0.09250411	GSDME	1687
ENSG00000105939	-0.720085539	0.015431701	ZC3HAV1	56829
ENSG00000105948	0.234249164	0.417806439	TTC26	79989
ENSG00000105953	-0.324562905	0.080452221	OGDH	4967
ENSG00000105963	0.423645352	0.163664092	ADAP1	11033
ENSG00000105967	-0.108832548	0.835224511	TFEC	22797
ENSG00000105968	-0.483643041	0.053405615	H2AFV	94239
ENSG00000105971	-0.631724722	0.008279194	CAV2	858
ENSG00000105974	-0.537457731	0.034044378	CAV1	857
ENSG00000105976	-0.829658537	0.009882875	MET	4233
ENSG00000105982	0.601035553	0.374817134	RNF32	140545
ENSG00000105983	-0.495572481	0.033612475	LMBR1	64327
ENSG00000105991	-0.074233686	0.915017605	HOXA1	3198
ENSG00000105993	0.03526898	0.772515839	DNAJB6	10049
ENSG00000105996	-0.677059586	0.363646302	HOXA2	3199
ENSG00000105997	0.293024991	0.596285335	HOXA3	3200
ENSG00000106003	0.826935525	0.007082301	LFNG	3955
ENSG00000106009	0.255130767	0.265451463	BRAT1	221927
ENSG00000106012	0.071422582	0.786762984	IQCE	23288
ENSG00000106018	-0.062175605	0.853782068	VIPR2	7434
ENSG00000106025	-0.770951703	0.007018043	TSPAN12	23554
ENSG00000106028	0.028262011	0.883870347	SSBP1	6742
ENSG00000106034	-0.049308638	0.837404055	CPED1	79974
ENSG00000106049	-0.476197653	0.07038232	HIBADH	11112
ENSG00000106052	0.03307533	0.816372523	TAX1BP1	8887
ENSG00000106066	-0.814526796	0.019246638	CPVL	54504
ENSG00000106069	-0.029309483	0.900675582	CHN2	1124
ENSG00000106070	-0.061269516	0.741620751	GRB10	2887
ENSG00000106077	0.73891744	0.000603632	ABHD11	83451
ENSG00000106078	-0.176925386	0.305611285	COBL	23242
ENSG00000106080	-0.309809193	0.128685278	FKBP14	55033
ENSG00000106086	0.007803618	0.98354108	PLEKHA8	84725
ENSG00000106089	-0.201012918	0.653085573	STX1A	6804
ENSG00000106100	-0.161233208	0.534826867	NOD1	10392
ENSG00000106105	-0.49511393	0.163531727	GARS	2617
ENSG00000106113	-0.25102942	0.642837497	CRHR2	1395
ENSG00000106123	0.061216826	0.881549343	EPHB6	2051
ENSG00000106125	0.207251057	0.471312893	MINDY4	84182
ENSG00000106144	0.411385763	0.01141384	CASP2	835
ENSG00000106153	-0.490932359	0.154874318	CHCHD2	51142
ENSG00000106211	0.113987125	0.833736259	HSPB1	3315
ENSG00000106236	-0.506203919	0.278398128	NPTX2	4885
ENSG00000106244	-0.039817121	0.805761875	PDAP1	11333
ENSG00000106245	0.50997157	0.031009162	BUD31	8896
ENSG00000106246	0.529493001	0.03528971	PTCD1	26024
ENSG00000106258	-0.881738956	0.218191589	CYP3A5	1577
ENSG00000106261	0.052246721	0.682984692	ZKSCAN1	7586
ENSG00000106263	-0.148059877	0.39763737	EIF3B	8662
ENSG00000106266	0.359967186	0.055002105	SNX8	29886
ENSG00000106268	0.375875777	0.151353094	NUDT1	4521
ENSG00000106278	-0.021018722	0.965609562	PTPRZ1	5803
ENSG00000106290	0.273938772	0.130881251	TAF6	6878
ENSG00000106299	-0.34890141	0.020702219	WASL	8976
ENSG00000106302	1.750218059	0.02492507	HYAL4	23553
ENSG00000106305	-0.703190124	0.021533075	AIMP2	7965
ENSG00000106327	0.366749905	0.608673711	TFR2	7036
ENSG00000106330	0.02259675	0.917167118	MOSPD3	64598
ENSG00000106333	0.373949989	0.116669669	PCOLCE	5118
ENSG00000106336	0.324112268	0.479656988	FBXO24	26261
ENSG00000106341	1.137253039	0.054032438	PPP1R17	10842
ENSG00000106344	0.141261865	0.409763514	RBM28	55131
ENSG00000106346	-0.363668395	0.09800326	USP42	84132
ENSG00000106348	-0.135883629	0.555719767	IMPDH1	3614
ENSG00000106351	-0.103914681	0.639312172	AGFG2	3268
ENSG00000106355	0.133581658	0.618729856	LSM5	23658
ENSG00000106366	-4.974741967	0.000235102	SERPINE1	5054
ENSG00000106367	-0.201803575	0.394995272	AP1S1	1174
ENSG00000106392	-0.462763333	0.041240307	C1GALT1	56913
ENSG00000106397	0.354289288	0.021768668	PLOD3	8985
ENSG00000106399	-0.207316102	0.491892815	RPA3	6119
ENSG00000106400	0.588741306	0.016859053	ZNHIT1	10467
ENSG00000106404	-0.211160504	0.540804796	CLDN15	24146
ENSG00000106415	-0.237544426	0.329373987	GLCCI1	113263
ENSG00000106443	0.136307092	0.495004343	PHF14	9678
ENSG00000106459	0.320233462	0.141302385	NRF1	4899
ENSG00000106460	-0.496146126	0.035536076	TMEM106B	54664
ENSG00000106462	0.19046494	0.587846983	EZH2	2146
ENSG00000106477	0.200633616	0.508845695	CEP41	95681
ENSG00000106479	0.286414753	0.259759695	ZNF862	643641
ENSG00000106483	1.086132144	0.062910469	SFRP4	6424
ENSG00000106484	0.000987053	0.9982149	MEST	4232
ENSG00000106511	0.335160655	0.225644685	MEOX2	4223
ENSG00000106524	-0.133002647	0.559383396	ANKMY2	57037
ENSG00000106526	0.504192029	0.280257909	ACTR3C	653857
ENSG00000106536	0.136951656	0.739448164	POU6F2	11281
ENSG00000106537	0.014186759	0.943168875	TSPAN13	27075
ENSG00000106538	-0.093694811	0.777197599	RARRES2	5919
ENSG00000106546	-0.294193713	0.127028427	AHR	196
ENSG00000106554	-0.637493562	0.032381614	CHCHD3	54927
ENSG00000106560	-0.105681602	0.737583585	GIMAP2	26157
ENSG00000106565	0.370283714	0.209614437	TMEM176B	28959
ENSG00000106571	-0.22460842	0.360317088	GLI3	2737
ENSG00000106588	-1.155869973	0.002898834	PSMA2	5683
ENSG00000106591	-0.40288193	0.032026274	MRPL32	64983
ENSG00000106603	-0.116007396	0.6644414	COA1	55744
ENSG00000106605	-0.24355575	0.11085303	BLVRA	644
ENSG00000106608	0.402739869	0.053719308	URGCP	55665
ENSG00000106609	-0.169250125	0.279685946	TMEM248	55069
ENSG00000106615	-0.475128479	0.066889836	RHEB	6009
ENSG00000106617	-0.063740196	0.814354841	PRKAG2	51422
ENSG00000106624	0.56506364	0.077283398	AEBP1	165
ENSG00000106628	-0.035729107	0.829395925	POLD2	5425
ENSG00000106631	0.845419868	0.03069416	MYL7	58498
ENSG00000106633	0.226064671	0.589599418	GCK	2645
ENSG00000106635	0.359579013	0.01405173	BCL7B	9275
ENSG00000106636	0.077369617	0.599793761	YKT6	10652
ENSG00000106638	-0.20162482	0.378188273	TBL2	26608
ENSG00000106665	-0.169711393	0.425789337	CLIP2	7461
ENSG00000106682	-1.028076079	0.002516033	EIF4H	7458
ENSG00000106683	-0.089570289	0.646237117	LIMK1	3984
ENSG00000106686	1.086789578	0.007431467	SPATA6L	55064
ENSG00000106688	-0.354522613	0.365431659	SLC1A1	6505
ENSG00000106692	-0.083996845	0.659104254	FKTN	2218
ENSG00000106701	0.001316526	0.994961377	FSD1L	83856
ENSG00000106714	-0.255960445	0.598971279	CNTNAP3	79937
ENSG00000106723	-0.083680069	0.596827806	SPIN1	10927
ENSG00000106733	-0.218289237	0.543228981	NMRK1	54981
ENSG00000106771	-0.211609875	0.241641213	TMEM245	23731
ENSG00000106772	0.029348523	0.935786809	PRUNE2	158471
ENSG00000106780	-0.60087248	0.080122947	MEGF9	1955
ENSG00000106785	0.780901163	0.108281604	TRIM14	9830
ENSG00000106789	0.711658373	0.24484544	CORO2A	7464
ENSG00000106799	-0.416964529	0.06672155	TGFBR1	7046
ENSG00000106803	-0.380161036	0.121920247	SEC61B	10952
ENSG00000106804	0.724394731	0.100544864	C5	727
ENSG00000106809	0.438244117	0.290674461	OGN	4969
ENSG00000106819	0.128750254	0.747127917	ASPN	54829
ENSG00000106823	0.166114986	0.690209345	ECM2	1842
ENSG00000106829	-0.312117846	0.132206421	TLE4	7091
ENSG00000106852	0.824077344	0.007747705	LHX6	26468
ENSG00000106853	-0.784516362	0.017739354	PTGR1	22949
ENSG00000106868	-0.804969716	0.039671489	SUSD1	64420
ENSG00000106948	-0.030503634	0.896315582	AKNA	80709
ENSG00000106976	0.603451637	0.100038822	DNM1	1759
ENSG00000106991	0.347090563	0.111198652	ENG	2022
ENSG00000106992	0.528790393	0.002077443	AK1	203
ENSG00000106993	-0.454696496	0.169780318	CDC37L1	55664
ENSG00000107014	0.095689126	0.896721938	RLN2	6013
ENSG00000107014	0.095689126	0.896721938	RLN2	6019
ENSG00000107018	5.604915794	0.000160136	RLN1	6013
ENSG00000107020	-0.471796041	0.141771378	PLGRKT	55848
ENSG00000107021	0.029451924	0.84581008	TBC1D13	54662
ENSG00000107036	-0.658694201	0.003297533	RIC1	57589
ENSG00000107077	-0.342971237	0.109819041	KDM4C	23081
ENSG00000107099	-0.152688692	0.640250807	DOCK8	81704
ENSG00000107104	-0.053281742	0.807240935	KANK1	23189
ENSG00000107105	-1.738346996	0.047705643	ELAVL2	1993
ENSG00000107130	-0.50758149	0.252000897	NCS1	23413
ENSG00000107140	0.192499363	0.391711316	TESK1	7016
ENSG00000107147	0.414771027	0.224105878	KCNT1	57582
