hgnc_symbol	entrezgene	logFC_NAFLD	PValue_NAFLD
TMPRSS13	84000	0.155819005444446	0.0473174645940163
FANCA	2175	-0.222639900515873	0.0473410553568408
NUP88	4927	0.167033837079362	0.0474256689576111
SUSD2	56241	-0.262572106563492	0.0474506499119488
SMPX	23676	-0.27865514004762	0.047463943033947
PAPD5	64282	-0.149031101111112	0.0474702532425096
PIK3CG	5294	-0.367320276412699	0.047534638528539
IL7R	3575	-0.535208154150796	0.0475526541306993
SHANK3	85358	-0.152788299499998	0.0476015737958603
PODXL	5420	-0.435278171476189	0.0476137698628418
WDR48	57599	-0.168755786293648	0.0476803631896078
KLHL9	55958	0.18848437026984	0.0476880080661833
PRPF19	27339	0.153205970968253	0.0477664662010407
SLITRK3	22865	0.843885138230163	0.0477933975414742
GYLTL1B	120071	-0.287845483904762	0.0478036528032482
AZIN1	51582	0.216444068277778	0.0478037071966696
THAP7	80764	0.229344481428571	0.0478094663201653
IGKV2D-30	28881	-0.656014506015878	0.0478231669435867
TBPL1	9519	0.166716913761905	0.0479126614423441
LINC01000	402483	-0.271139072412699	0.0479470188118657
VLDLR	7436	-0.343012485388888	0.0480576476219562
BTRC	8945	-0.157668205896827	0.0480660454431218
FUT1	2523	0.176715849460315	0.0480664313326468
CCT2	10576	0.173694416269849	0.0480889756548838
NFKBIB	4793	0.187538429674606	0.0481035578424264
GNL3	26354	0.334973346428567	0.0481108406502165
NRCAM	4897	-0.24390704374603	0.0481717498824348
VCAN	1462	-0.668683389984132	0.0481756275917405
KAZN	23254	0.164517249436509	0.0482313670305513
C11orf49	79096	0.156766645547617	0.0482380493105537
ATP1B2	482	0.281436816896826	0.0482628561476535
LNX1	84708	-0.21569167834127	0.0482714176639281
PXDC1	221749	0.212846614222228	0.0483397938090016
LYPLA1	10434	0.188724068023808	0.0485381785795877
CNBP	7555	0.116341584134924	0.0485740479855002
RPRD2	23248	0.121781851349215	0.0485798606378882
CES5A	221223	-0.408711091119046	0.0486045015047924
DNA2	1763	-0.287411709317464	0.0487099925980148
CDS2	8760	0.176429045761903	0.0487109266193052
SNORD116-11	100033423	0.294840058563492	0.048809600246168
POLR1E	64425	0.217418416579362	0.0488172735644179
SRSF6	6431	0.28330352805556	0.0488334343220673
KRTAP10-4	386672	0.310536917468255	0.0489091120998741
MPDU1	9526	0.230857950579363	0.0489123090964137
TXNL4A	10907	0.163745687563493	0.0489886397768283
BLOC1S4	55330	0.179846755341266	0.0490253389712218
TMEM78	677790	0.159147176809523	0.0490595064421448
PRDM4	11108	0.13074855834127	0.0490792810142561
WDFY4	57705	-0.306279353412699	0.0490991151503212
RECK	8434	-0.236280259047619	0.0491023406606526
POLR2C	5432	0.176916278214285	0.0491294832980245
SPANXA2-OT1	619455	0.314073644515872	0.0491510807976714
SLC7A6	9057	-0.349724514087301	0.0492656932379119
SNAPC1	6617	0.275273492285717	0.0492728719258069
HSPH1	10808	-0.296724162357141	0.0494639921062457
SLC4A1	6521	-0.184189718920637	0.0494825180404213
ZNF618	114991	-0.2464422318254	0.0494847338809334
ZMAT5	55954	0.142461905912701	0.0494936249950114
KRT86	3892	0.224496728404763	0.0494999618107357
FAN1	22909	-0.192029476896826	0.0495046590941099
NCKAP5	344148	-0.276190910285712	0.0495052698518544
KNOP1	400506	-0.227695950301586	0.0495391852719582
ERGIC1	57222	-0.169192611730162	0.0496287439827325
C7orf77	154872	-0.174609695761906	0.0496732657718679
MAPKBP1	23005	-0.157169681468255	0.0496747748783032
SV2C	22987	0.16633134597619	0.0497055329641427
SWT1	54823	0.260374314761903	0.0497442157600865
MRPL33	9553	0.206690670246035	0.0497505034476955
MIR16-2	406951	0.17303579718254	0.0497764069842214
UBE2I	7329	0.120384470714286	0.0497869608949238
KIAA0825	285600	-0.290934311206351	0.049801307793674
SLCO5A1	81796	0.148303218396826	0.0498440184012735
MYF5	4617	-0.129982250428573	0.0498631440635515
DGAT1	8694	-0.328963579563499	0.0498841751913692
DGAT1	8694	-0.328963579563499	0.0498841751913692
SNORD20	6082	0.198302526079364	0.0498975105862987
SORBS1	10580	0.176851101396819	0.0500482840204362
PTF1A	256297	0.226507697761901	0.0500819425004231
FBLL1	345630	0.244606403269838	0.0500892415342851
MAN2B1	4125	-0.181075444642858	0.0501382022494462
USMG5P1	100288307	0.169246757476197	0.0501611465793129
LGALS9C	654346	-0.340079270277778	0.0501858089171632
TSC22D3	1831	0.487045283904762	0.0502284779399873
MYB	4602	-0.156310776849207	0.0502668078306155
SLC26A9	115019	0.180610055309522	0.0502793883413869
IGSF11	152404	0.164959615571429	0.0503078305720055
HIC2	23119	0.168398310730158	0.0503367642262342
SNORD59A	26789	0.193165150126983	0.0503419120598423
COMMD10	51397	0.151213753603177	0.0503644624942145
SNRPC	6631	0.172794354920634	0.0504350094343414
LINC01555	439927	0.133349951936509	0.050454266856608
MTMR7	9108	0.163374789436506	0.0504750276363364
SRFBP1	153443	0.25224963581746	0.0505218422486904
C10orf11	83938	-0.221722328460321	0.050576252791883
MCTP1	79772	-0.33365929070635	0.0506194550519879
LOC388282	388282	-0.197529163976188	0.0506909069879478
ZWINT	11130	-0.349789307968255	0.0507956843465439
NEURL1	9148	0.251618810611109	0.0508525768198627
RNF213	57674	-0.261823607825402	0.0508877162128899
PCDHB8	56128	-0.320246193563494	0.0509068288316903
TFCP2	7024	-0.143888454706347	0.0509194117372286
KLF9	687	0.366216440674604	0.0509845919498417
CCRL2	9034	-0.256878865214284	0.050994701883877
TMEM63B	55362	-0.217424073595234	0.051002550355131
RPF1	80135	0.169530065674602	0.0510382596960809
SOD1	6647	0.172075378095242	0.051039859819604
LOC100131541	100131541	-0.434105207999999	0.05113717327335
WDR7	23335	-0.160991941039678	0.051241255843314
GSTO1	9446	0.217824119976195	0.0512431287056115
PLXND1	23129	-0.17361501185714	0.0512645049773588
MCM3	4172	-0.357985054809524	0.0513257795554227
ABT1	29777	0.151002156690476	0.0513930929013369
AK5	26289	-0.191568880452381	0.0513945354441248
RNU4-1	26835	0.662799219801585	0.051439670813864
HOXA4	3201	-0.16319897365873	0.0514664942200488
MED1	5469	0.170520059460316	0.051490259684005
BMP2	650	-0.308498054404761	0.0515218546340378
HEBP2	23593	0.21223484899207	0.051542265091392
LRRC19	64922	-0.563949314936506	0.0515690631095443
ANKRD22	118932	0.469806952063495	0.0516025245136637
LTF	4057	-0.261890996047621	0.0517302293796739
CHMP1A	5119	-0.155056255460314	0.0517629842900441
ITIH2	3698	0.101796959126984	0.0517687612424693
SLC37A2	219855	-0.35946540397619	0.0517835807456264
VIP	7432	0.155845420603174	0.0518061560058013
RAD17	5884	0.221896903492066	0.051873744378487
IGHV3OR15-7	28318	-0.12305942465873	0.0519622972358672
HTR4	3360	0.160174581642857	0.0519623919609811
THBS3	7059	-0.309733858357144	0.052059345450134
ACTL6A	86	0.192686229436506	0.0520966495858497
GCSH	2653	0.174677962238102	0.0521129572301456
CBX6	23466	-0.193392832976187	0.0521553664400789
GPR39	2863	-0.25470915636508	0.05215622029222
TLE2	7089	0.245083126833329	0.0521730356426253
TXNDC12	51060	0.26088138015079	0.0521878124672567
OR8B8	26493	-0.141900788976189	0.0522398159192624
KLHL22	84861	-0.163108986269838	0.0522484463586337
PRRG2	5639	-0.186311989325399	0.0522515380505983
LLGL1	3996	-0.155941965452383	0.0523061474879063
OR2AP1	121129	-0.123988188825397	0.0523153130694715
ATP6V1H	51606	-0.181174763150797	0.0523533005592653
UBE4A	9354	0.11129629257143	0.0523688106920924
GBGT1	26301	-0.236664862349207	0.052378914948064
IL17RB	55540	0.361420815412703	0.0524241829894117
THSD7B	80731	-0.187717436404764	0.0524257430338308
WHSC1L1	54904	-0.192510916095238	0.052444756277026
AJUBA	84962	-0.297866697285714	0.0524530341324064
SCARNA7	677767	-0.301093883087296	0.0524545374530663
OTUD7B	56957	-0.162521017952381	0.0524983741073741
ADAMTSL4-AS1	574406	0.364509222285715	0.0526179583936226
SIGIRR	59307	-0.263496030309525	0.0526489649558829
ACRBP	84519	-0.193496822253968	0.0526568039482546
KLHL15	80311	0.2838637848254	0.0526681014719664
MS4A12	54860	0.158018692563492	0.0527224024375321
MTHFD1L	25902	-0.307021474738095	0.0527254913406372
LINC01121	400952	-0.132481190515873	0.0527530691591966
GJB3	2707	0.166503775492064	0.0527960740137304
MAP1LC3A	84557	-0.266481392793651	0.0528080123271221
TGFBR3	7049	0.342002365317462	0.0528171458599177
RNF213	57674	-0.255754718357149	0.0528796237030701
TMEM65	157378	-0.183373932436511	0.0528808972482685
PEBP4	157310	-0.344222102682541	0.052923425867522
ZP4	57829	-0.198919692706349	0.0530547857104041
LRRC75B	388886	-0.254483825023809	0.0530594910472758
ZNF433	163059	-0.134834625325394	0.0531321075533466
IPO9	55705	-0.138973507587299	0.0531581054070915
KLC1	3831	-0.199125525285717	0.0532244824361966
MRPL13	28998	0.178526925206349	0.0532586305008383
KIF4B	285643	0.181892595103176	0.0532605384947824
CAT	847	-0.162983464523807	0.0532626702082821
ZSCAN18	65982	0.177395057253968	0.0532669918162528
TRIM68	55128	-0.193104867031748	0.0532895757337772
ZNF24	7572	0.210310687706347	0.0533107187771225
POLR3H	171568	0.143656331960318	0.0533840723145985
SLC39A1	27173	0.173936598769838	0.053395955999656
RASSF9	9182	-0.189005747007938	0.0533959949375205
ATP5EP2	432369	0.179546691976187	0.0534689275050914
WNT10A	80326	0.165300096261903	0.0534696183593703
DUOX2	50506	0.311836477888888	0.0535196720961099
FBXO28	23219	0.204779295039681	0.0535234108802065
OR13C6P	392311	-0.210423453174603	0.0535742831050987
LCMT2	9836	0.173251471309521	0.0535804657153388
PPP1R3C	5507	-0.587132881515878	0.0536035005389777
CNDP2	55748	-0.148852177531742	0.0536448704449836
YAE1D1	57002	0.259556895190478	0.0537545355353294
CDH1	999	-0.206519676833334	0.0537996706649441
POLR1B	84172	0.198179499047622	0.0538192617288966
TRPM2	7226	-0.18106976822222	0.0538574935886515
CEND1	51286	0.186355130103175	0.0539223326317979
CLSTN1	22883	-0.172343680253966	0.0539238017106422
OR11H6	122748	-0.112548063071428	0.0539348562016345
HCST	10870	-0.300973753809526	0.0539608889349251
LOC728613	728613	-0.167003239023807	0.0539930038882451
DEFA4	1669	-0.20624434763492	0.0539969938069289
BTF3P9	503543	0.150934515349206	0.0540026851600854
RCC2	55920	-0.207884560150795	0.0540106698759625
LDLRAD4	753	-0.222477614730158	0.0541270749118273
PSMC3IP	29893	-0.184809468658731	0.0542214195238835
FGD3	89846	-0.231477065261905	0.0542523825689304
ZNF347	84671	0.209419319428569	0.0543316022186624
PLA2G2C	391013	0.187234369301589	0.0543580092892589
ARHGAP1	392	0.123677137714292	0.054360444191762
WDFY4	57705	-0.234757357817463	0.0543783006728078
LIPT1	51601	0.241556460119051	0.0544035472068092
ANGPTL2	23452	-0.312922767690474	0.0544260859345711
HECTD4	283450	-0.235923074523809	0.0544846464999749
GCDH	2639	0.356296268611111	0.0545166965376318
TRAK1	22906	-0.158552992507937	0.0545299487931336
RABL3	285282	0.2289384665	0.0545347371684342
FAM27L	284123	0.19139674268254	0.054609243191537
LOC100130370	100130370	0.23571053661111	0.0547141554773989
BRCA1	672	-0.326146604103173	0.0547857406238524
NDUFAB1	4706	0.182539983023807	0.0547990180211637
ABCB7	22	0.153661040119046	0.0548156616652443
PLSCR1	5359	0.408946913222223	0.0548281114879187
IGKV1D-27	28898	-0.56893223142857	0.0548308165437495
PCNXL3	399909	-0.208601599412703	0.0548314976783905
PLAU	5328	-0.274001764809523	0.0548650427379835
FLJ16171	441116	0.344826122500001	0.0548769730217092
IGSF9	57549	-0.399980934674602	0.0549651382495198
BREA2	286076	0.127210593634921	0.055052222310521
GBX1	2636	-0.1617754760873	0.055063235608918
MCOLN1	57192	-0.182466486325398	0.0551796861937687
GPR174	84636	-0.511579988841271	0.0552104897195827
MSRA	4482	-0.178239553261909	0.0552237983370369
HSP90B3P	343477	0.187858631253969	0.0552429385774645
COLEC12	81035	0.196088490873016	0.0552448203127934
MRPL16	54948	0.173273971809526	0.0552672724711509
IFT74	80173	0.179682799007935	0.0553281469323734
FAM46A	55603	0.233138923706353	0.0553467027443963
C9orf3	84909	-0.235471443563491	0.0553541083425502
SIPA1L3	23094	-0.21576336519048	0.055412716540285
RIN3	79890	-0.218353777626985	0.0554217767593209
UNC13B	10497	-0.187546968626986	0.0554412683506797
PLXNA1	5361	-0.231753299809523	0.0554445196102092
TNFAIP2	7127	-0.346509467047621	0.055468339056177
GABRA5	2558	0.165402639015873	0.0554869662324788
MAP3K6	9064	-0.210687587111109	0.0554903586498619
MRPS33	51650	0.192740344349206	0.0555008295147058
KIAA1522	57648	-0.24187119084127	0.055539810992822
LMOD3	56203	-0.212908324095238	0.0555834859254092
MYO1G	64005	-0.262626617261905	0.0556183421215884
SLC5A9	200010	-0.486962330690476	0.0557675227578481
DPP3	10072	-0.179533950880952	0.055795509424201
RNFT2	84900	0.15310359525397	0.0557957177845121
DDIAS	220042	-0.244802919357141	0.0558374458507201
FAM98B	283742	0.216117186079367	0.0558549421577769
PDGFC	56034	0.173051154904764	0.0559002545282817
SEC14L4	284904	-0.458657796738095	0.0559071433159902
REEP4	80346	-0.222715837904761	0.0559239090308804
ATP11A	23250	-0.152585077873017	0.0559539591367572
LRRC39	127495	0.193952037396825	0.055978053811024
THBS4	7060	0.188392700944445	0.0560044407601566
UGT2B15	7366	-0.125388510793648	0.0560187104142797
MBOAT4	619373	0.18478774954762	0.0560313596897739
UBE2W	55284	0.257715331460317	0.056036732524738
PMM1	5372	0.265486510563496	0.0561162432578261
LGALS9	3965	-0.268978087809526	0.0561174294174094
PTGDR	5729	-0.282548937880953	0.0561506180200944
RCSD1	92241	-0.19979199737302	0.0561698300571473
TFAP4	7023	0.182210022634924	0.0561733413001871
ZNF354C	30832	0.188129572833335	0.0561939907566646
RASSF5	83593	-0.232826487150792	0.0562403182972127
PTCHD1	139411	-0.165831606365081	0.0562421942005354
SNORD115-10	100033447	0.155026494666666	0.0562477472658687
ACTR10	55860	0.202167955111115	0.0562541477412072
MMAB	326625	-0.277084286896827	0.0562699547058242
TM7SF2	7108	-0.303708050222229	0.0563201294204768
POLB	5423	-0.209456158793652	0.0563471399838304
TYMS	7298	-0.608387720420636	0.0564151520591673
PLP1	5354	0.279071524214287	0.0564287127781263
TRIM67	440730	0.181970767198413	0.0564848931429617
BRD3	8019	-0.143727621738094	0.0565269101311154
KLC2	64837	-0.157180353301587	0.0565509626374546
WDPCP	51057	-0.337709653753964	0.0566123999645514
ZNF285B	147711	-0.229407987960319	0.0566367768405911
SLX4IP	128710	-0.221929982119043	0.0566771576516274
SFT2D1	113402	0.157667721277777	0.0568171487785014
ST6GAL1	6480	0.135810086984128	0.0568980431522494
RAB11A	8766	0.148812922285718	0.0569187660807884
JCHAIN	3512	-0.77912421084127	0.0569452470216653
KPNA7	402569	0.214252180373016	0.0569569628849005
SEPT5-GP1BB	100526833	0.366487608111112	0.0569834846126663
SEPHS1	22929	0.152896973698414	0.0569846827207362
SNX21	90203	-0.193687499134919	0.0570301072785548
SEMA6A	57556	-0.323841082484127	0.0571161666706632
NRG1	3084	-0.516352953904764	0.0571499749591515
CNGA1	1259	0.462994170063494	0.0571554394584775
TP63	8626	-0.24473685473016	0.0571610836231375
CXCL14	9547	-0.413319359658725	0.0572005224913242
RNASE8	122665	-0.121820855603174	0.0573333314530541
KAT5	10524	0.121391242015873	0.0573598487258723
MAP2K4	6416	0.134385078269841	0.0574665674096061
BTN2A2	10385	-0.181508647603176	0.0575040167654846
RAB44	401258	0.184721440031744	0.0575261567343371
PRAF2	11230	-0.158910240920635	0.0575318634222852
MGST3	4259	0.177259730515877	0.0576980223972518
AGXT	189	0.185677834285711	0.0577181632039053
UFSP2	55325	0.173299277277776	0.0577658841684483
SEC13	6396	-0.17829799447619	0.0578958124205293
PSMD2	5708	-0.187526277222223	0.0579154144131956
TAF3	83860	0.110657688912697	0.0579307674826015
AAR2	25980	0.123254303658729	0.0579487248385227
SCTR	6344	-0.279937015507937	0.0579613875920273
NMRK1	54981	0.272262593896827	0.0579646721427371
ZNF214	7761	0.192953731349206	0.0580050854556422
TCP10L	140290	0.400709318841271	0.0580194671171383
GNMT	27232	0.674003858928575	0.0580370766171899
PRRC2B	84726	-0.162713865936501	0.0581782078462238
GLTSCR2	29997	0.219256338523811	0.058251663805703
RPL31	6160	0.144099434714289	0.0582629992793462
DAD1	1603	0.166902149523811	0.0583160040716464
SLC25A47	283600	0.267457952111114	0.0583243639437471
SPINT1	6692	-0.371769090999998	0.0583308044083195
SNORD116-23	100033434	0.428322934753974	0.0583418416801725
RNVU1-17	101954269	0.145877516531746	0.0583558106252412
IL22RA1	58985	-0.193710249880954	0.0584044677611809
CCL25	6370	0.192192554904764	0.058536659809228
ERLIN1	10613	0.189941792539679	0.0585799468825578
MYOM2	9172	0.218927886047619	0.0585848530186876
SCARNA4	677771	0.582109713992066	0.0586055425836377
PABPC4	8761	0.153039549976191	0.0586250389695326
PYROXD1	79912	0.254825279396823	0.0586906486375354
ADAMTS2	9509	-0.301095957253967	0.0587527530443766
ARHGEF7	8874	-0.180458656388887	0.0587723431564742
PIGM	93183	0.186768090499996	0.0588973252632339
CEP295NL	100653515	-0.220399699507937	0.0589168618247146
GPR12	2835	-0.140626691753968	0.0590518096473604
KANSL1L	151050	0.229117473658729	0.0590536800004903
FBXO44	93611	-0.199031312500002	0.0590587341267648
OTUD7A	161725	0.211207317619045	0.0591147769191838
HIGD1A	25994	0.311621105555555	0.0591833079613144
STAP2	55620	-0.276249960452386	0.0591991764742436
PPARA	5465	0.214316501547623	0.0592035969924233
GPN1	11321	0.160804982896829	0.0592122816026393
OR10A3	26496	0.173788206436509	0.059237260828089
ACSS1	84532	-0.268389354698411	0.0592378501892528
IL34	146433	-0.223522647730159	0.0593189960811344
SPAG1	6674	-0.238149720365079	0.0593215934217457
NOL9	79707	0.173691674888884	0.0594177314820062
RFC1	5981	-0.160507260198414	0.0595116350585457
ASPM	259266	-0.455304218436509	0.0595475669036937
TMEM139	135932	-0.356518811642855	0.0595842146404448
ADAM20	8748	-0.437406355523811	0.0596281883213084
ZNF385D	79750	-0.492386472928573	0.0596387518681491
DNAH14	127602	0.267811245912698	0.0596879867471368
NOS2	4843	-0.209144479198411	0.0597022736151627
ORM1	5004	0.146567986825394	0.0597283065484091
ATPAF1	64756	0.151650351579363	0.0597364808753195
RORA	6095	0.329033128079367	0.0597785518438234
OR10S1	219873	0.225849636198412	0.0597926900215717
NCAPD2	9918	-0.138754160801587	0.0598260202195821
SNRPB	6628	0.224244141595237	0.0598922825361532
AMPD1	270	-0.302518202563492	0.0599040096178879
MANEA	79694	0.30081182928571	0.0599364744216415
TRAF3IP3	80342	-0.26329766319841	0.0600048038526191
ZNF622	90441	0.224710001523811	0.0600305310635488
THG1L	54974	0.141100952587303	0.0600471853066293
OCLN	100506658	0.284929440246039	0.0600631676349712
MSL3	10943	-0.152200474896826	0.0601243139718492
NLRC5	84166	-0.246878403317458	0.0601902398447076
ZNF90	7643	0.191616689690476	0.0602826679659797
IRS2	8660	0.438366035880954	0.0602902791334037
EIF4E3	317649	-0.294071096531745	0.0603135176005922
TAP2	6891	-0.248884252968253	0.0603716936052609
RAB9A	9367	0.140962820039681	0.0603907177786464
RPL13AP3	645683	0.216005125531744	0.0603913892393323
ZNF687	57592	-0.12317197243651	0.060468518312592
SPRR4	163778	-0.187135719150793	0.0604743726194015
PTGR1	22949	-0.211662392682539	0.060505873521638
CXCL2	2920	0.556813515460316	0.0605117906864119
PAPPA2	60676	0.532742949793648	0.0605186627511496
SCRN1	9805	-0.329643392103175	0.0605189716148136
LINC00965	349196	-0.175336129539682	0.0605581430464615
LINC00965	349196	-0.175336129539682	0.0605581430464615
LRRC37BP1	147172	-0.189474318849208	0.0605858790678235
HIGD2A	192286	0.198004102103171	0.060637350863315
SYT14	255928	0.130178785928572	0.0606626402721105
DNAJC27	51277	0.181726261571427	0.0606627466201362
TRMT10A	93587	0.188056688126985	0.0606683700347693
RPS25	6230	0.13493719619048	0.0607123678453345
DPYS	1807	-0.233993979642859	0.0607192246713264
FLNA	2316	-0.366625303095237	0.0607227086409451
RET	5979	-0.333027046269842	0.0607552877934915
CFAP70	118491	-0.209746802714284	0.0607586122445413
C19orf43	79002	0.17718204103968	0.0607615957795387
CGNL1	84952	-0.271859468865083	0.0607892749581453
PFDN6	10471	0.161993817341272	0.0608040762554692
PFDN6	10471	0.161993817341272	0.0608040762554692
PFDN6	10471	0.161993817341272	0.0608040762554692
RPL24	6152	0.173162863555559	0.0608315006891901
RPS9	6203	0.213960438626984	0.0608913953147572
FBLN2	2199	-0.216910035190476	0.0608936038973284
LDB1	8861	-0.198364599579365	0.0608936744488344
ZNF861P	100302737	0.164696350531744	0.0609065009278626
UBXN7	26043	0.149669926301581	0.0609094832297877
RGAG1	57529	-0.21546035034127	0.0609267691203168
IKZF2	22807	-0.295564450912697	0.0610065043585783
LOC100130857	100130857	0.199157490984127	0.06101587163319
PPP1R21	129285	-0.191823125055556	0.0610221413020278
FAM111A	63901	-0.198315146603176	0.0611157505809927
METAP1D	254042	0.189141274769841	0.0611503273307192
LINC01089	338799	-0.407301168634922	0.0611708021308295
SNORD116-15	100033427	0.311419920079361	0.0611819241533341
C5orf42	65250	-0.24453567263492	0.0612321246812906
DNAJC8	22826	0.239485702976192	0.0612446411921778
PIK3R4	30849	0.18157482033333	0.0612738401897819
OR7E55P	391548	0.331493649404762	0.0614123258775708
LSM10	84967	0.177972532269842	0.0614294684645044
MRPL45	84311	0.15120188938095	0.0614401935771201
PRKAB1	5564	-0.144032993555556	0.0614574566821073
RAB26	25837	-0.377075791730157	0.0614667742028565
LZTS1	11178	0.155381490571426	0.0615036579002858
EEF1A2	1917	-0.482467350007936	0.0615300598781429
TTC23L	153657	0.129093322722221	0.0615375606141942
RPTOR	57521	-0.130767508571427	0.0615783136571707
POMP	51371	0.147195995182539	0.0616408416677558
S100A11	6282	-0.392153489523807	0.0616533040038725
DUOXA2	405753	0.198559758960318	0.0616689836601889
TAS1R2	80834	0.211003868079365	0.0616962971711839
OLR1	4973	-0.295112665055557	0.0617301078412145
MIR9-3	407051	0.169838962317459	0.0617426897835694
ITGA6	3655	-0.426983122412698	0.0618531102527745
KIAA0355	9710	-0.161665480182541	0.0618574327541515
CEP250	11190	-0.146076150944443	0.0619300027191774
GSG1L	146395	0.203595414142855	0.0619514754098988
MFSD2A	84879	0.344066180428571	0.0619631887001031
CHL1	10752	0.294318348134922	0.0619753167965026
VSTM4	196740	0.216838583357141	0.0620239603824931
UBTFL1	642623	-0.147038065174603	0.06203655684761
RITA1	84934	-0.171109588761905	0.0620372216626698
PER2	8864	0.299804555714285	0.0621057104068342
CES4A	283848	-0.357224729150794	0.0621415356440721
GAS7	8522	-0.166996509166665	0.0621999329268892
STYX	6815	0.223960358507933	0.0622371631112544
ZNF681	148213	-0.164395737722222	0.062346810780027
WASF2	10163	-0.170516879055552	0.0623809289924382
NUDCD2	134492	0.220166008976193	0.0623842786299085
CTSD	1509	-0.178662300873013	0.0623946244246352
MYL8P	442204	0.234048803388887	0.0624319957369094
NR5A1	2516	-0.167628187611111	0.0624718162995795
TAP2	6891	-0.238299433682542	0.0625227449618647
KCTD7	154881	-0.255394157888889	0.0625425738518495
STON2	85439	-0.181909027063492	0.0625638142620904
D2HGDH	728294	-0.212272262230162	0.0625731707505182
EBAG9	9166	0.127862573357141	0.0626489607570281
ERCC1	2067	-0.124069471873018	0.0627389215208317
GTF3C6	112495	0.221906216944442	0.0627817165036622
LIM2	3982	0.14894515120635	0.0627840883242653
SLC6A10PB	653562	-0.180801237277781	0.062821797303661
CSF2RA	1438	-0.234531666031745	0.0628986514614366
CSF2RA	1438	-0.234531666031745	0.0628986514614366
AGMO	392636	0.2613711268254	0.0629080754202472
BPNT1	10380	-0.176030448611113	0.062936794284624
LOC646813	646813	0.218725740039685	0.063003923220939
NOC3L	64318	0.233891714817463	0.0630240470337001
HSPG2	3339	-0.21231386594445	0.0630337535019273
CCNA1	8900	0.144264468182541	0.0631266188463483
TLE1	7088	0.247239825896825	0.0631719610689666
SERPINA6	866	0.135990205714288	0.063201034055888
USP48	84196	-0.178517790246035	0.0632554504863471
CDC7	8317	-0.283776249317461	0.0632970269093208
CAMK2D	817	0.183853880468252	0.0632981616937772
HIST1H3H	8357	-0.24252384068254	0.0633377360147291
RTN4RL1	146760	-0.263809081373015	0.0633435585223275
NETO1	81832	-0.135021269515872	0.0633766006583693
IGSF22	283284	0.157898710277776	0.0633799850393662
UFC1	51506	0.118761092269835	0.0634174309661245
CFAP221	200373	-0.41706662686508	0.0635090124837235
RUBCN	9711	-0.161114589833333	0.0635512543460855
FMO3	2328	-0.188247486904764	0.0635986915222036
HRCT1	646962	0.176170211976192	0.0636500084900954
SNORD105	692229	0.284981211587304	0.0636640593290263
TMEM248	55069	0.100352279055558	0.0636786093479488
GINS2	51659	-0.577072555134921	0.0637059575812118
FKBP11	51303	0.229120477079369	0.0637250375187126
SERPINF2	5345	0.174623338650791	0.0637600314958992
USP32P1	162632	-0.614901444547619	0.0637618467787788
EIF3D	8664	0.173131928928573	0.0637706874466153
FANCD2	2177	-0.253429085531746	0.0639086158330093
AXDND1	126859	-0.134208593746032	0.0639354444959497
C4orf27	54969	0.166640050103173	0.0640305113250261
KLHDC8A	55220	0.147501940674603	0.064041094175788
PILRA	29992	-0.276073654317461	0.0640707431981725
CINP	51550	0.138515117079362	0.0641167989318361
GCLM	2730	0.283413598753968	0.0641409179518979
ELFN1	392617	-0.4351958601746	0.0641496486006102
MAP6D1	79929	0.151277048849208	0.0641603390618106
FNDC1	84624	-0.31255451870635	0.0641687317856501
GXYLT1	283464	0.19235817374603	0.0642934289779699
NDUFB6	4712	0.166564843904763	0.0643244477776996
MPO	4353	-0.204818798857144	0.0644254573511587
TMEM98	26022	-0.289945215174602	0.0644342099061236
LGI3	203190	0.15273316972222	0.0644368274346208
PCID2	55795	-0.443527904055555	0.0644602708368878
CD79A	973	-0.27150265586508	0.0644685168543421
BRD1	23774	-0.163139095484127	0.0645232384279697
RFESD	317671	0.197577630730161	0.0645271231074301
TNRC6A	27327	-0.251539771761905	0.0645361072109849
CEP72	55722	-0.156931429849204	0.0646164754506795
LINC00597	81698	-0.24043923229365	0.0647203882561087
SNORD115-38	100033812	0.219043883325398	0.0647371290996903
AMPH	273	0.166189046071429	0.0647628062737561
SMYD3	64754	-0.152196457849207	0.0647860209034633
CYP1A1	1543	0.831933226055554	0.0648111344572255
PCCA	5095	0.224572541269839	0.0648662854554467
GNG5P2	347687	0.157773265761914	0.0648702785983438
NCEH1	57552	-0.378043575976192	0.0648720015037778
RANBP2	5903	0.249243312642855	0.0649163303485713
TAF2	6873	0.220486362722221	0.0649342981225058
SH3BP1	23616	-0.148812286968255	0.064957641598263
NSL1	25936	0.142137207238092	0.0650592642193668
GPR27	2850	0.258864986333333	0.0651097050120478
OR51G2	81282	0.140776513793651	0.0651484754355723
TIGD4	201798	-0.121805021349207	0.0651521453295794
PLA2G16	11145	0.261122896349207	0.0651532671746069
NDUFA2	4695	0.201729240214292	0.0652532127599968
EXOC4	60412	-0.167579511150795	0.0652636788798973
FOXL2	668	0.185567196436507	0.0652912834697209
FHIT	2272	-0.148977841984125	0.0653032761308781
SLC9C2	284525	-0.115579122714285	0.0653712958124261
AKNAD1	254268	0.173328694722222	0.0653791391720839
SLC16A13	201232	-0.34371069451587	0.0653846840583648
ATP5H	10476	0.156549879404766	0.0653963042003091
RPL12P4	116149	0.146204672142856	0.065530436271508
EN2	2020	0.154183220595239	0.0655370695394577
LINC00998	401397	0.203813836198414	0.0655569263702602
