ensembl_gene_id	logFC_BC	PValue_BC	entrezgene
ENSG00000112742	3.153206219	0.001953887	7272
ENSG00000112759	-0.260016313	0.657497297	2030
ENSG00000112761	-3.500773509	0.003514126	8838
ENSG00000112763	-0.210749828	0.509747553	11120
ENSG00000112769	-3.818676799	1.6e-05	3910
ENSG00000112773	-0.456337693	0.432316594	55603
ENSG00000112782	-4.853641536	6.85e-06	53405
ENSG00000112787	1.444525693	0.007555677	57666
ENSG00000112796	1.631193334	0.085890121	59084
ENSG00000112799	-0.919845295	0.156379566	9450
ENSG00000112812	1.168294081	0.326334053	10279
ENSG00000112837	-3.782475067	1.19e-05	9096
ENSG00000112851	-0.093469945	0.78985323	55914
ENSG00000112852	-0.259073615	0.776439623	56133
ENSG00000112855	0.154957492	0.502963431	23438
ENSG00000112874	1.35265238	0.017447217	83594
ENSG00000112877	1.611343074	0.026871364	55722
ENSG00000112893	-0.642652085	0.148953978	4124
ENSG00000112902	-2.000959474	0.029260665	9037
ENSG00000112936	-6.366793088	2.12e-05	730
ENSG00000112941	-0.762395987	0.037394435	11044
ENSG00000112964	-4.178490039	0.010689828	2690
ENSG00000112972	0.258928699	0.456571506	3157
ENSG00000112977	0.099589589	0.750402385	1611
ENSG00000112981	1.15872459	0.136769563	8382
ENSG00000112983	-0.000176752	0.999444243	10902
ENSG00000112984	2.519263345	0.01257302	10112
ENSG00000112992	-0.723835499	0.215362347	23530
ENSG00000112996	3.290468165	0.00013295	10884
ENSG00000113013	0.463766593	0.141429657	3313
ENSG00000113048	-0.153274674	0.6278581	23107
ENSG00000113068	0.116466025	0.719890308	5201
ENSG00000113070	-1.500971484	0.011005523	1839
ENSG00000113083	-2.97262961	1.34e-05	4015
ENSG00000113088	-1.691136505	0.058228164	3003
ENSG00000113108	0.22896575	0.646711345	10307
ENSG00000113119	-0.053533159	0.855346686	55374
ENSG00000113140	-1.849017365	0.003324027	6678
ENSG00000113141	-0.018319388	0.936685597	3550
ENSG00000113161	0.893394081	0.044552657	3156
ENSG00000113163	-1.231220529	0.030874625	10087
ENSG00000113194	0.417732403	0.177455431	23197
ENSG00000113205	-1.835392389	0.03616247	56132
ENSG00000113209	-2.82810132	0.000615841	26167
ENSG00000113211	-2.514073197	0.004403422	56130
ENSG00000113212	-0.655112882	0.442941343	56129
ENSG00000113231	-0.818506584	0.379206441	8622
ENSG00000113240	-0.748651216	0.05533639	57396
ENSG00000113248	-2.882614879	0.0001712	56121
ENSG00000113262	0.767018893	0.468503762	2916
ENSG00000113263	-1.878952109	0.078666563	3702
ENSG00000113269	-1.310399096	0.005716873	55819
ENSG00000113272	0.029850303	0.927954728	54974
ENSG00000113273	-1.487506619	0.004264159	411
ENSG00000113282	-0.21426683	0.54402083	9685
ENSG00000113296	-5.214705525	0.000107316	7060
ENSG00000113300	0.501582059	0.242397642	57472
ENSG00000113302	0.854859398	0.359958953	3593
ENSG00000113303	-2.351813759	0.058428973	79908
ENSG00000113312	0.334201609	0.338715545	7265
ENSG00000113318	-0.285107679	0.487700974	4437
ENSG00000113319	-4.070695188	3.02e-06	5924
ENSG00000113327	5.913745559	0.025164631	2566
ENSG00000113328	-0.379082492	0.329590435	900
ENSG00000113356	-0.28238229	0.579014669	10622
ENSG00000113360	0.315258035	0.333283814	29102
ENSG00000113361	-2.053451555	0.001645885	1004
ENSG00000113368	2.081790429	0.005482459	4001
ENSG00000113369	-1.350096249	0.051700946	57561
ENSG00000113384	0.335668888	0.229965322	64083
ENSG00000113387	0.513693124	0.157613048	10923
ENSG00000113389	-3.667793993	1.27e-05	4883
ENSG00000113391	-0.673637185	0.116845003	83989
ENSG00000113396	-0.392243469	0.80274684	28965
ENSG00000113407	0.438787361	0.099879949	6897
ENSG00000113430	-0.962164137	0.50582994	50805
ENSG00000113441	-1.310328668	0.016868657	4012
ENSG00000113448	-0.929401111	0.125780549	5144
ENSG00000113456	0.86321915	0.011253033	5810
ENSG00000113460	1.181808131	0.013548972	55299
ENSG00000113492	2.745697251	0.027440068	64902
ENSG00000113494	3.094818907	0.039436465	5618
ENSG00000113504	0.684682163	0.071885709	10723
ENSG00000113522	-0.154420483	0.687318399	10111
ENSG00000113532	-1.684206022	0.004077993	7903
ENSG00000113552	-0.007442696	0.983831924	10007
ENSG00000113555	-1.473189611	0.024762579	51294
ENSG00000113558	0.193167008	0.614134661	6500
ENSG00000113569	0.517966848	0.148571372	9631
ENSG00000113575	0.762342351	0.0649615	5515
ENSG00000113578	-2.856032905	9.82e-05	2246
ENSG00000113580	-2.803257598	0.001528606	2908
ENSG00000113583	-0.132992713	0.703469787	56951
ENSG00000113593	-1.20837563	0.000414525	23398
ENSG00000113594	-2.595870386	0.001084196	3977
ENSG00000113595	-0.752702661	0.110531038	373
ENSG00000113597	-0.039697663	0.921962362	80006
ENSG00000113615	-0.722336236	0.091345952	10802
ENSG00000113621	-0.087118773	0.793721395	79770
ENSG00000113638	-0.840054357	0.024810991	23548
ENSG00000113643	0.18578038	0.54006703	5917
ENSG00000113645	1.691606187	0.141904216	23286
ENSG00000113648	1.180675848	0.002390012	9555
ENSG00000113649	0.166202526	0.542543613	10915
ENSG00000113657	-3.131979693	8.44e-06	1809
ENSG00000113658	-0.683704868	0.118364032	4090
ENSG00000113712	-0.088980765	0.860947455	1452
ENSG00000113716	0.496533296	0.100900041	22993
ENSG00000113719	0.625992532	0.170523697	57222
ENSG00000113721	-2.210249894	0.000890373	5159
ENSG00000113722	0.766450235	0.379008052	1044
ENSG00000113732	0.467389772	0.235566624	8992
ENSG00000113734	0.696724736	0.043663256	662
ENSG00000113739	3.612695233	0.039821346	8614
ENSG00000113742	-0.496645415	0.316207292	80315
ENSG00000113749	-1.202803316	0.236746304	3274
ENSG00000113758	-0.352747282	0.439882518	1627
ENSG00000113761	0.4405352	0.264736727	23567
ENSG00000113763	4.55181515	0.007997997	90249
ENSG00000113790	-2.242310237	0.00285798	1962
ENSG00000113805	-0.068648343	0.934657314	5067
ENSG00000113810	0.840475769	0.025096169	10051
ENSG00000113811	0.677539267	0.105382026	58515
ENSG00000113812	0.265799959	0.45196026	93973
ENSG00000113838	-0.075491728	0.807923267	55171
ENSG00000113845	0.414429843	0.213849928	51300
ENSG00000113851	-0.476835359	0.242599131	51185
ENSG00000113916	-1.167562698	0.117521045	604
ENSG00000113924	1.214514692	0.310846421	3081
ENSG00000113946	0.426929953	0.739275817	10686
ENSG00000113966	-0.048930613	0.902207531	84100
ENSG00000113971	-0.781206097	0.116863332	27031
ENSG00000114013	-1.897372159	0.003126188	942
ENSG00000114019	-2.183065598	5.9e-05	51421
ENSG00000114021	1.204702836	0.004757045	56954
ENSG00000114023	1.446339847	0.005619576	26355
ENSG00000114026	-0.029505976	0.904624586	4968
ENSG00000114030	0.203007995	0.468555956	3836
ENSG00000114054	0.528716611	0.233287091	5096
ENSG00000114062	0.139622649	0.540417794	7337
ENSG00000114098	-0.179195128	0.546675754	25852
ENSG00000114107	1.003707165	0.020176251	80321
ENSG00000114113	3.522030671	0.011642009	5948
ENSG00000114115	3.720351703	0.002325543	5947
ENSG00000114120	-0.108904008	0.721537851	55186
ENSG00000114125	1.409927747	0.006430265	9616
ENSG00000114126	-0.400394887	0.355109906	7029
ENSG00000114127	-0.52307084	0.08045736	54464
ENSG00000114166	-2.054246795	0.003006214	8850
ENSG00000114200	-1.447121242	0.253327201	590
ENSG00000114209	0.379368919	0.243337304	11235
ENSG00000114248	1.180476783	0.464715862	79782
ENSG00000114251	0.297404245	0.706079287	7474
ENSG00000114268	2.350772033	0.002607045	5210
ENSG00000114270	1.273059324	0.159991883	1294
ENSG00000114279	4.573216944	0.0165572	2257
ENSG00000114302	-0.617627838	0.042324083	5576
ENSG00000114315	2.016932741	0.00056345	3280
ENSG00000114316	-0.323630612	0.232501725	107986084
ENSG00000114316	-0.323630612	0.232501725	7375
ENSG00000114331	-0.952791847	0.002443757	23527
ENSG00000114346	1.446571732	0.001685081	1894
ENSG00000114353	-0.340261658	0.398806174	2771
ENSG00000114354	0.962274456	0.019752901	10342
ENSG00000114378	-2.807811705	0.000153044	3373
ENSG00000114383	0.822070072	0.043591017	11334
ENSG00000114388	1.372259125	0.004762503	10641
ENSG00000114391	1.04582393	0.080092274	6152
ENSG00000114395	1.445041349	0.02408395	11068
ENSG00000114405	2.184210058	0.000514541	57415
ENSG00000114416	0.197075418	0.465795882	8087
ENSG00000114423	-1.035944305	0.001425337	868
ENSG00000114439	-0.637405254	0.093883559	56987
ENSG00000114446	0.417967267	0.25580263	55081
ENSG00000114450	-0.534710898	0.437157447	59345
ENSG00000114473	0.855187195	0.072313593	84223
ENSG00000114480	-1.941870344	0.023241423	2632
ENSG00000114491	0.716407995	0.015316172	7372
ENSG00000114503	0.860093695	0.030528402	22916
ENSG00000114520	0.298169736	0.319067032	8723
ENSG00000114529	3.250647682	0.002372789	79669
ENSG00000114541	-1.536231278	0.002596295	23150
ENSG00000114544	0.20391862	0.529472375	54946
ENSG00000114547	-0.550174725	0.706783735	152015
ENSG00000114554	-0.382154902	0.381636582	5361
ENSG00000114573	0.65123149	0.079974782	523
ENSG00000114626	-0.769901746	0.028199016	80325
ENSG00000114631	4.551107476	2.64e-05	50512
ENSG00000114638	1.927024233	0.38621024	7348
ENSG00000114646	0.477290735	0.538534503	10675
ENSG00000114648	-0.148778556	0.655407538	23276
ENSG00000114650	0.27094817	0.386780167	22937
ENSG00000114654	0.570270674	0.287789229	79825
ENSG00000114656	2.816424933	0.000443898	57501
ENSG00000114670	0.528302148	0.231239127	79858
ENSG00000114686	1.305490049	0.005801754	11222
ENSG00000114698	-4.072363387	1.81e-07	57088
ENSG00000114735	0.379785527	0.248931908	51409
ENSG00000114737	2.190845345	0.000650705	1154
ENSG00000114738	0.574671696	0.173003447	7867
ENSG00000114739	-0.295767508	0.507663606	93
ENSG00000114742	-0.480898677	0.144206725	57599
ENSG00000114744	-0.177273075	0.589987798	51122
ENSG00000114745	-0.031269935	0.906829172	64689
ENSG00000114757	3.249009708	0.030069658	51555
ENSG00000114767	1.184758217	0.004462289	9136
ENSG00000114770	1.675782331	0.010311238	10057
ENSG00000114771	-6.656828359	0.00104594	13
ENSG00000114779	-0.511787199	0.261215659	84836
ENSG00000114784	-0.554506205	0.155575422	10289
ENSG00000114786	0.565918368	0.471313567	100526760
ENSG00000114790	0.427224282	0.570533248	26084
ENSG00000114796	-0.458364068	0.340966109	54800
ENSG00000114805	1.575757316	0.336630012	23007
ENSG00000114812	-0.218484763	0.586898116	7433
ENSG00000114841	-1.709669161	0.020931727	25981
ENSG00000114850	0.067736724	0.833357603	6747
ENSG00000114853	-1.386226193	0.00329539	92999
ENSG00000114854	0.483094602	0.62452341	7134
ENSG00000114857	-0.739898001	0.10841773	4820
ENSG00000114859	2.370837067	0.001614709	1181
ENSG00000114861	-0.652667304	0.04550646	27086
ENSG00000114867	0.533396953	0.085567479	1981
ENSG00000114902	1.134834749	0.031113036	28972
ENSG00000114904	0.309391639	0.458026797	6787
ENSG00000114923	1.390053821	0.097935132	6508
ENSG00000114933	-0.417184853	0.214100231	54891
ENSG00000114942	-0.028058689	0.921443595	1933
ENSG00000114948	-1.100594462	0.210473861	8745
ENSG00000114956	1.097601603	0.013687967	1716
ENSG00000114978	-0.308389036	0.242780166	55233
ENSG00000114982	-0.075406522	0.804091215	55683
ENSG00000114988	0.374902512	0.304310457	81562
ENSG00000114993	2.47096747	0.000319719	6242
ENSG00000114999	-0.57513514	0.14047316	150465
ENSG00000115008	1.591626855	0.16369184	3552
ENSG00000115009	2.808775778	0.0212593	6364
ENSG00000115020	-1.564711687	0.000712516	200576
ENSG00000115041	1.754811848	0.107835762	30818
ENSG00000115042	-0.046810139	0.921635314	51011
ENSG00000115053	0.450907182	0.105354242	4691
ENSG00000115073	0.270759896	0.409990612	10120
ENSG00000115084	0.018010817	0.966073728	80255
ENSG00000115085	-0.714153027	0.345957247	7535
ENSG00000115091	0.167876612	0.659234564	10096
ENSG00000115107	0.17409956	0.664335741	55240
ENSG00000115109	0.781530719	0.162235599	57669
ENSG00000115112	0.860642389	0.514920535	29842
ENSG00000115128	0.742612367	0.048593616	51639
ENSG00000115129	-0.532299201	0.235610613	9540
ENSG00000115137	-0.818777616	0.038271476	51277
ENSG00000115138	-1.452470319	0.080957113	5443
ENSG00000115145	-0.133953543	0.732080997	10254
ENSG00000115155	-1.478959344	0.056313892	9381
ENSG00000115159	0.421765567	0.225546562	2820
ENSG00000115163	2.753945805	0.006479375	1058
ENSG00000115165	-0.61683804	0.408115936	9595
ENSG00000115170	-1.235609691	0.000594046	90
ENSG00000115183	-1.329916905	0.0132023	85461
ENSG00000115194	0.362263363	0.680365891	7781
ENSG00000115204	1.019740443	0.017700146	4358
ENSG00000115207	0.697964136	0.034958958	2976
ENSG00000115211	0.471179944	0.111074793	8890
ENSG00000115216	-0.163271982	0.599881056	29959
ENSG00000115221	0.664145796	0.615017116	3694
ENSG00000115226	-3.429550837	2.66e-05	64838
ENSG00000115232	-1.638616026	0.031841219	3676
ENSG00000115233	1.135967357	0.002413014	10213
ENSG00000115234	-0.044132174	0.867252543	9784
ENSG00000115239	0.507808973	0.191066464	51130
ENSG00000115241	1.114648166	0.006402078	5496
ENSG00000115252	-2.503936797	0.001401834	5136
ENSG00000115255	3.288780869	0.002099929	92840
ENSG00000115257	2.341541106	0.011017969	54760
ENSG00000115266	0.454262356	0.489618989	10297
ENSG00000115267	-0.189630018	0.466389812	64135
ENSG00000115268	1.020415798	0.043655975	6209
ENSG00000115271	-0.53121356	0.262061827	25801
ENSG00000115274	2.076568617	0.006653102	83444
ENSG00000115275	1.33769433	0.006967184	7841
ENSG00000115282	0.093445754	0.723335371	64427
ENSG00000115286	0.906141886	0.050005871	374291
ENSG00000115289	0.890320355	0.036755375	84759
ENSG00000115290	1.060903954	0.41309349	2888
ENSG00000115295	-2.953572109	0.000934862	79745
ENSG00000115306	-2.876367914	1.77e-05	6711
ENSG00000115307	1.228850957	0.002523649	550
ENSG00000115310	-1.022231119	0.051346494	57142
ENSG00000115317	0.31971683	0.286573809	27429
ENSG00000115318	-0.908139099	0.108414717	84695
ENSG00000115325	-0.174602451	0.785523023	1796
ENSG00000115339	0.368987858	0.767352074	2591
ENSG00000115350	-0.172269147	0.64890365	56655
ENSG00000115353	-2.785516712	0.069263422	6869
ENSG00000115355	-2.754275018	2.97e-05	55704
ENSG00000115361	-8.774197271	2.56e-06	33
ENSG00000115363	-0.041449206	0.949783615	84141
ENSG00000115364	0.536556878	0.152721608	9801
ENSG00000115365	-0.478917642	0.166795649	10314
ENSG00000115368	0.464639643	0.170702384	84128
ENSG00000115380	-2.743186389	0.002513809	2202
ENSG00000115392	1.070821512	0.011495454	55120
ENSG00000115414	-0.41219148	0.520218096	2335
ENSG00000115415	0.161965915	0.528825224	6772
ENSG00000115419	-0.755387828	0.178717223	2744
ENSG00000115421	-0.195002637	0.518286285	64895
ENSG00000115423	-0.975124326	0.214189832	1768
ENSG00000115425	-2.739363945	0.000917484	55825
ENSG00000115446	-0.163743833	0.535828192	25972
ENSG00000115457	2.047073145	0.020769506	3485
ENSG00000115459	-2.110090646	9.61e-05	84173
ENSG00000115461	0.395345449	0.731524409	3488
ENSG00000115464	-1.369138083	0.003589464	9736
ENSG00000115468	0.992532845	0.180161787	80303
ENSG00000115474	2.045915931	0.200534797	3769
ENSG00000115484	0.031959196	0.900745628	10575
ENSG00000115486	-0.166430993	0.567202898	2677
ENSG00000115504	-2.211996607	2.56e-06	23301
ENSG00000115507	2.571197334	0.066591244	5013
ENSG00000115514	0.383137439	0.290432874	10190
ENSG00000115520	0.405716411	0.357743209	80219
ENSG00000115523	-0.529318199	0.594054634	10578
ENSG00000115524	-0.116186316	0.707787802	23451
ENSG00000115525	-1.960638342	0.000883845	8869
ENSG00000115526	1.814344227	0.000185072	9486
ENSG00000115539	1.153764162	0.003850705	79031
ENSG00000115540	0.316930421	0.432518116	25843
ENSG00000115541	1.40830301	0.001194882	3336
ENSG00000115548	0.247505699	0.330562162	55818
ENSG00000115556	1.045812376	0.138321528	84812
ENSG00000115561	-0.480420923	0.075766838	51652
ENSG00000115568	0.091113437	0.803081187	7701
ENSG00000115590	-0.952664376	0.310960417	7850
ENSG00000115593	-6.293956895	0.021210931	150572
ENSG00000115594	-1.175472179	0.146646247	3554
ENSG00000115596	-0.569259043	0.651581062	7475
ENSG00000115598	1.834693601	0.025268949	8808
ENSG00000115602	-1.623845493	0.1231328	9173
ENSG00000115604	-2.175463551	0.002707546	8809
ENSG00000115607	-1.835320341	0.077341942	8807
ENSG00000115616	0.314819343	0.800543725	6549
ENSG00000115641	-0.164346328	0.808674157	2274
ENSG00000115648	3.124387796	0.002167005	79083
ENSG00000115649	0.61499239	0.047697071	27013
ENSG00000115652	0.255933513	0.366198995	80146
ENSG00000115657	0.667068226	0.141950094	10058
ENSG00000115661	0.622589237	0.059036126	8576
ENSG00000115665	-0.899500391	0.391192769	60482
ENSG00000115677	-0.358551221	0.391908265	3069
ENSG00000115685	0.52445273	0.225167842	5510
ENSG00000115687	0.888944573	0.045976195	23178
ENSG00000115694	0.276470663	0.371968223	10494
ENSG00000115705	-3.107913572	0.000448449	7173
ENSG00000115718	1.481757562	0.034680582	5624
ENSG00000115738	-0.063393437	0.86441942	3398
ENSG00000115750	-0.318474089	0.339290208	9014
ENSG00000115756	1.065940914	0.068873618	3241
ENSG00000115758	0.131685494	0.796013706	4953
ENSG00000115760	-0.62929536	0.071278085	57448
ENSG00000115761	0.674965601	0.067764956	79954
ENSG00000115762	0.515572433	0.245463072	55041
ENSG00000115806	0.329024083	0.222820283	26003
ENSG00000115808	-0.285756826	0.350953392	6801
ENSG00000115816	-0.023210794	0.920023646	10153
ENSG00000115825	-2.239734324	0.003231852	23683
ENSG00000115827	0.218830491	0.462659854	80067
ENSG00000115828	0.122941965	0.874326061	25797
ENSG00000115839	-0.582099539	0.020826819	22930
ENSG00000115840	0.51389724	0.308046264	8604
ENSG00000115841	-1.864598883	0.008071203	151393
ENSG00000115844	5.06819652	0.029824262	1746
ENSG00000115850	4.429848503	0.036895529	3938
ENSG00000115866	-0.032939552	0.907364025	1615
ENSG00000115875	0.117265228	0.690498514	6432
ENSG00000115884	2.315910084	0.054801828	6382
ENSG00000115896	-1.467040684	0.148375037	5334
ENSG00000115902	2.0579009	0.020019839	6509
ENSG00000115904	-1.322798773	0.002582202	6654
ENSG00000115919	1.003299564	0.381793256	8942
ENSG00000115935	-2.464978616	1.11e-05	7456
ENSG00000115942	0.019557338	0.951688675	4999
ENSG00000115944	0.437290589	0.108977495	9167
ENSG00000115946	0.612403117	0.070515926	56902
ENSG00000115947	0.287024108	0.299250696	5000
ENSG00000115956	-2.933240683	0.000122143	5341
ENSG00000115963	-2.080843475	0.014342954	390
ENSG00000115966	-0.178113419	0.574243392	1386
ENSG00000115970	0.272413471	0.386240067	63892
ENSG00000115977	-0.789597832	0.048995249	22848
ENSG00000115993	-1.288431222	0.003846533	66008
ENSG00000115998	-0.47139878	0.140586441	54980
ENSG00000116001	0.267973443	0.531556803	7072
ENSG00000116005	-1.609893433	0.009490854	51449
ENSG00000116014	5.63738572	0.000963976	84634
ENSG00000116016	-3.589246266	2.89e-06	2034
ENSG00000116017	-0.007504149	0.987368144	1820
ENSG00000116030	0.624299355	0.075306521	7341
ENSG00000116031	1.061869093	0.31834066	50489
ENSG00000116035	1.637505688	0.033091981	25806
ENSG00000116039	1.521458512	0.213620816	525
ENSG00000116044	-0.840219931	0.049850566	4780
ENSG00000116062	0.518419058	0.080499699	2956
ENSG00000116095	0.008131717	0.98142598	65977
ENSG00000116096	1.606593543	0.001571897	6697
ENSG00000116106	-3.14362725	4.11e-06	2043
ENSG00000116117	-2.513813506	0.000216493	117583
ENSG00000116120	0.917407231	0.003930768	10056
ENSG00000116127	-0.008151414	0.981394625	7840
ENSG00000116128	1.338156327	0.001081056	607
ENSG00000116132	-3.033265035	2.48e-05	5396
ENSG00000116133	1.983171863	0.000886055	1718
ENSG00000116138	0.478618753	0.095425786	23341
ENSG00000116141	-4.423135412	1.54e-05	4139
ENSG00000116147	6.237511006	0.002738108	7143
ENSG00000116151	1.245716559	0.0184181	79906
ENSG00000116157	-0.478884615	0.330986207	2882
ENSG00000116161	1.169974732	0.011964907	27101
ENSG00000116171	-0.409799794	0.276249113	6342
ENSG00000116176	5.93433518	0.001764149	25823
ENSG00000116183	-5.147888777	7.84e-05	60676
ENSG00000116191	1.239907003	0.208166981	55103
ENSG00000116194	-6.879749253	2.93e-07	9068
ENSG00000116198	-0.18302669	0.56030362	9731
ENSG00000116199	0.127560545	0.602928373	9917
ENSG00000116205	-0.555255746	0.07608379	127428
ENSG00000116209	0.482948502	0.238230705	9528
ENSG00000116212	0.139702963	0.64843718	115353
ENSG00000116213	0.646221904	0.054987904	49856
ENSG00000116221	0.421865004	0.159044255	51253
ENSG00000116237	-0.404059513	0.175976765	23463
ENSG00000116251	-0.244010458	0.331711803	6146
ENSG00000116254	1.03166744	0.21344328	26038
ENSG00000116260	1.911241035	0.001628396	5768
ENSG00000116266	0.34375844	0.398793065	6814
ENSG00000116273	-0.302626389	0.255979549	148479
ENSG00000116285	-0.378914497	0.454567652	54206
ENSG00000116288	0.656241768	0.078301095	11315
ENSG00000116299	2.24270541	0.165926497	57535
ENSG00000116329	1.572730549	0.128992459	4985
ENSG00000116337	0.578792007	0.169423722	271
ENSG00000116350	-0.205580126	0.473713426	6429
ENSG00000116353	-0.186839899	0.580161368	51102
ENSG00000116396	-0.627527572	0.418636324	3749
ENSG00000116406	0.161818924	0.674076591	80267
ENSG00000116455	0.418126351	0.142726142	79084
ENSG00000116459	0.199538597	0.538932643	515
ENSG00000116473	-1.136988459	0.002676392	5906
ENSG00000116478	0.868579809	0.015974512	3065
ENSG00000116489	0.474690419	0.175990982	829
ENSG00000116497	-0.443183145	0.101669102	64766
ENSG00000116514	0.044437061	0.900572884	127544
ENSG00000116521	1.300826627	0.000116765	10067
ENSG00000116525	1.808792459	0.002144651	55223
ENSG00000116539	-0.671343372	0.105890925	55870
ENSG00000116544	1.935724469	0.060474421	58512
ENSG00000116560	0.690106556	0.030913482	6421
ENSG00000116574	-1.937993754	0.009217011	58480
ENSG00000116580	0.335652102	0.293753087	54856
ENSG00000116584	-0.655855392	0.095924491	9181
ENSG00000116586	1.84033515	0.002016742	28956
ENSG00000116604	0.595378928	0.091763853	4209
ENSG00000116641	-0.942435354	0.018178148	85440
ENSG00000116649	1.351376904	0.036280211	6723
ENSG00000116652	-0.945918879	0.155111146	NA
ENSG00000116661	2.319467684	0.124578355	26232
ENSG00000116663	1.335977209	0.00238477	26270
ENSG00000116667	0.82615132	0.395052564	81563
ENSG00000116668	-0.33322143	0.457358241	54823
ENSG00000116670	1.250147835	0.023436025	10459
ENSG00000116675	1.641415092	0.133180547	9829
ENSG00000116678	-5.441965591	1.26e-07	3953
ENSG00000116679	0.371240706	0.269953363	10625
ENSG00000116685	1.114083074	0.015666145	90231
ENSG00000116688	-0.212128514	0.420744872	9927
ENSG00000116690	-7.755524892	4.42e-05	10216
ENSG00000116691	1.506566975	0.023198663	60672
ENSG00000116698	0.682688238	0.012781554	9887
ENSG00000116701	-3.09163732	2.4e-05	4688
ENSG00000116704	-0.215348048	0.501248281	23169
ENSG00000116711	0.031434794	0.9821217	5321
ENSG00000116717	0.606996191	0.36872668	1647
ENSG00000116729	-1.651413425	0.011961353	79971
ENSG00000116731	-1.006030196	0.006781784	7799
ENSG00000116741	-0.670211582	0.49690913	5997
ENSG00000116747	0.046576986	0.906594176	6738
ENSG00000116748	-6.457791566	0.002908755	270
ENSG00000116750	0.867091049	0.019690749	51377
ENSG00000116752	0.322003682	0.406522604	10286
ENSG00000116754	0.021980934	0.941741884	9295
ENSG00000116761	-0.885708692	0.091547358	1491
ENSG00000116771	2.018348114	0.00205901	79814
ENSG00000116774	-0.169335592	0.858205166	56944
ENSG00000116783	5.265422665	0.019031656	51086
ENSG00000116785	-2.069109159	0.050874404	10878
ENSG00000116786	-0.529765674	0.132589745	23207
ENSG00000116791	0.63098547	0.379096575	1429
ENSG00000116793	0.381123754	0.24865175	10745
ENSG00000116809	1.036744228	0.015610965	7709
ENSG00000116815	-0.836227487	0.140166096	965
ENSG00000116819	-0.06468598	0.920029706	339488
ENSG00000116824	-0.681929501	0.437677109	914
ENSG00000116830	0.253607328	0.330656925	8458
ENSG00000116833	-3.221444624	0.000204459	2494
ENSG00000116852	-1.129225987	0.056587913	23046
ENSG00000116857	2.395289898	3.63e-05	252839
ENSG00000116863	0.979952962	0.01521737	54936
ENSG00000116871	-0.950841175	0.0189454	55700
ENSG00000116874	-0.31323316	0.423548406	10352
ENSG00000116882	9.680593977	0.011375135	51179
ENSG00000116885	0.759188817	0.123292445	127700
ENSG00000116898	0.786431769	0.147048685	64960
ENSG00000116903	-0.006099328	0.984161529	149371
ENSG00000116906	0.435807798	0.224918731	8443
ENSG00000116918	0.745793024	0.082623415	7257
ENSG00000116922	0.108142191	0.745681597	54955
ENSG00000116954	-1.198570903	0.007808716	64121
ENSG00000116962	-2.588070833	0.000151962	4811
ENSG00000116977	0.145279106	0.584985718	3964
ENSG00000116983	-1.896090057	0.072418467	51440
ENSG00000116984	-0.78434204	0.017914022	4548
ENSG00000116985	-0.985735242	0.156151494	656
ENSG00000116990	-0.695226311	0.421661165	4610
ENSG00000116991	-0.017345226	0.975794407	57568
ENSG00000117000	-0.489632745	0.067141037	6018
ENSG00000117009	0.326728032	0.584449293	8564
ENSG00000117010	-0.629362439	0.1194483	127396
ENSG00000117013	-0.030176256	0.97451173	9132
ENSG00000117016	-2.002021625	0.018304219	9783
ENSG00000117020	-3.618206078	4.46e-06	10000
ENSG00000117036	-0.259078385	0.465084444	2117
ENSG00000117054	-1.329843544	0.022232757	34
ENSG00000117069	-1.078685556	0.376047564	81849
ENSG00000117090	-1.783722631	0.120403343	6504
ENSG00000117091	-1.325602836	0.047388108	962
ENSG00000117114	-0.621720224	0.551483729	23266
ENSG00000117115	-0.913706682	0.477320074	11240
ENSG00000117118	-0.04541174	0.890440134	6390
ENSG00000117122	1.320076587	0.11564476	4237
ENSG00000117133	0.520965603	0.08361176	80135
ENSG00000117139	1.1465683	0.005530104	10765
ENSG00000117143	-0.331143118	0.41836366	6675
ENSG00000117148	8.935102758	0.000665259	81569
ENSG00000117151	0.196206769	0.641552164	1486
ENSG00000117152	0.223805677	0.788792748	5999
ENSG00000117153	0.883159788	0.010607259	59349
ENSG00000117154	1.384979794	0.219588158	84966
ENSG00000117155	1.833114356	0.000476592	117178
ENSG00000117174	0.609778793	0.168297331	54680
ENSG00000117215	-0.576812128	0.626888802	26279
ENSG00000117222	0.623477488	0.086173951	5929
ENSG00000117226	0.391267122	0.502007438	2635
ENSG00000117228	-0.692619528	0.227018729	2633
ENSG00000117242	0.035457766	0.940259065	100861548
ENSG00000117245	-2.68149445	0.000229788	57576
ENSG00000117262	1.623507003	0.002955129	653519
ENSG00000117266	1.61814316	0.018448384	5129
ENSG00000117280	-0.437453348	0.445535713	8934
ENSG00000117281	-2.030185797	0.008691598	11126
ENSG00000117298	-0.393077315	0.328054782	1889
ENSG00000117305	0.207818511	0.563040231	3155
ENSG00000117308	2.275167953	0.000249297	2582
ENSG00000117318	-1.950589533	0.005715331	3399
ENSG00000117322	0.767047238	0.640230502	1380
ENSG00000117335	0.895705507	0.061847282	4179
ENSG00000117360	0.385229875	0.217716344	9129
ENSG00000117362	1.09806411	0.00696529	51107
ENSG00000117385	-0.214571446	0.624535407	64175
ENSG00000117394	2.051001092	0.001000575	6513
ENSG00000117395	1.308242719	0.001149906	10969
ENSG00000117399	3.597975925	0.003765431	991
