Ensembl_ID	HGNC_symbol	logFC	Fold.Change	P.Value	adj.P.Val
ENSG00000161558	TMEM143	0.300573004	1.231633492	0.039906035	0.564056235
ENSG00000118046	STK11	0.366287329	1.28903133	0.039910415	0.564056235
ENSG00000188818	ZDHHC11	-0.301739753	-1.232629952	0.039941905	0.564078671
ENSG00000177045	SIX5	0.429833405	1.347078014	0.039950579	0.564078671
ENSG00000168621	GDNF	0.185704088	1.137371917	0.039968263	0.564078671
ENSG00000168671	UGT3A2	0.215734853	1.161295283	0.039986323	0.564078671
ENSG00000181693	OR8H1	-0.176740704	-1.130327394	0.04000141	0.564078671
ENSG00000172250	SERHL	0.233042881	1.175311261	0.04000176	0.564078671
ENSG00000151694	ADAM17	-0.241294782	-1.182053048	0.040061097	0.564328683
ENSG00000196350	ZNF729	-0.227652512	-1.170928117	0.04011035	0.564765111
ENSG00000088836	SLC4A11	0.276340583	1.211118964	0.0401371	0.564915166
ENSG00000181963	OR52K2	-0.218361042	-1.163411155	0.040158017	0.564915166
ENSG00000177191	B3GNT8	0.247915842	1.187490393	0.040184183	0.564915166
ENSG00000139289	PHLDA1	-0.329452603	-1.25653652	0.040195916	0.564915166
ENSG00000227425	MRPS21P2	0.179468211	1.132466372	0.040277094	0.56510877
ENSG00000205809	KLRC2	-0.473852185	-1.388812834	0.040279707	0.56510877
ENSG00000105137	SYDE1	0.224714581	1.168546044	0.04032258	0.56510877
ENSG00000114315	HES1	0.260091354	1.197554533	0.040337976	0.56510877
ENSG00000138316	ADAMTS14	0.211732026	1.158077678	0.040393973	0.56510877
ENSG00000237388	OR4A47	-0.214209415	-1.160068033	0.04039945	0.56510877
ENSG00000187747	OR52B6	-0.24001967	-1.181008763	0.040434886	0.56510877
ENSG00000135925	WNT10A	0.224728137	1.168557023	0.040439405	0.56510877
ENSG00000174498	IGDCC3	0.314901683	1.243926879	0.040442315	0.56510877
ENSG00000121577	POPDC2	0.222860373	1.167045147	0.040468099	0.56510877
ENSG00000168264	IRF2BP2	-0.29459056	-1.226536834	0.040479511	0.56510877
ENSG00000136522	MRPL47	-0.286402108	-1.219594972	0.040493748	0.56510877
ENSG00000230666	CEACAM22P	0.295277615	1.227121087	0.0404985	0.56510877
ENSG00000107521	HPS1	0.189430084	1.140313163	0.040545707	0.56510877
ENSG00000100138	SNU13	-0.490096842	-1.404539154	0.040546347	0.56510877
ENSG00000107099	DOCK8	-0.22499056	-1.168769601	0.04054999	0.56510877
ENSG00000119782	FKBP1B	-0.426697653	-1.344153269	0.040554389	0.56510877
ENSG00000100483	VCPKMT	-0.698233438	-1.622516824	0.040667317	0.565736003
ENSG00000119723	COQ6	-0.308329479	-1.238273052	0.040673876	0.565736003
ENSG00000104886	PLEKHJ1	-0.259530572	-1.197089129	0.040683507	0.565736003
ENSG00000166349	RAG1	0.215600399	1.161187059	0.040685277	0.565736003
ENSG00000213225	NOC2LP1	-0.184085275	-1.136096415	0.040708051	0.565736003
ENSG00000044524	EPHA3	-0.20944832	-1.156245956	0.040743265	0.565736003
ENSG00000138744	NAAA	0.252233613	1.191049698	0.040749436	0.565736003
ENSG00000234814	SVILP1	-0.196874566	-1.146212525	0.040771903	0.565839585
ENSG00000183780	SLC35F3	-0.249365166	-1.188683939	0.040835706	0.566308182
ENSG00000132849	PATJ	0.458525679	1.37413684	0.040868187	0.566550262
ENSG00000211689	TRGC1	-0.215213364	-1.160875586	0.040952881	0.566711126
ENSG00000261405		0.213421643	1.15943476	0.040964607	0.566711126
ENSG00000257376		-0.420651378	-1.338531767	0.040988953	0.566711126
ENSG00000255101		-0.191258616	-1.14175936	0.040993701	0.566711126
ENSG00000110693	SOX6	-0.195802994	-1.145361484	0.041013742	0.566711126
ENSG00000102362	SYTL4	0.542223178	1.456214801	0.041028333	0.566711126
ENSG00000105248	CCDC94	0.334647262	1.261069041	0.04106659	0.566711126
ENSG00000161960	EIF4A1	0.186085348	1.137672529	0.041086816	0.566711126
ENSG00000225058		-0.201832472	-1.150158327	0.041090586	0.566711126
ENSG00000178585	CTNNBIP1	0.286566776	1.219734183	0.041111795	0.566711126
ENSG00000176945	MUC20	0.242641629	1.183157084	0.04111497	0.566711126
ENSG00000165119	HNRNPK	-0.71187438	-1.63793077	0.041127847	0.566711126
ENSG00000122882	ECD	-0.349587794	-1.274196513	0.041152645	0.566711126
ENSG00000079691	CARMIL1	0.327123023	1.254509175	0.04115348	0.566711126
ENSG00000138709	LARP1B	-0.376634994	-1.298310085	0.041165348	0.566711126
ENSG00000204434	POTEKP	0.255954779	1.194125756	0.041238786	0.56709023
ENSG00000152952	PLOD2	0.207210006	1.154453453	0.041247991	0.56709023
ENSG00000149926	FAM57B	0.325712172	1.253282957	0.041250376	0.56709023
ENSG00000128656	CHN1	-0.214515182	-1.160313925	0.041263944	0.56709023
ENSG00000134365	CFHR4	-0.213141469	-1.159209617	0.041271934	0.56709023
ENSG00000141293	SKAP1	0.203423915	1.151427772	0.0413168	0.56709023
ENSG00000235505		-0.307914518	-1.23791694	0.041345757	0.56709023
ENSG00000196277	GRM7	-0.321234614	-1.249399289	0.041355949	0.56709023
ENSG00000134900	TPP2	-0.290483857	-1.223050401	0.041365242	0.56709023
ENSG00000132256	TRIM5	0.203249724	1.151288757	0.041367327	0.56709023
ENSG00000269713	NBPF9	-0.222554661	-1.166797872	0.041419944	0.56709023
ENSG00000157077	ZFYVE9	-0.243670733	-1.184001356	0.041477028	0.56709023
ENSG00000143036	SLC44A3	0.376853305	1.298506562	0.041478992	0.56709023
ENSG00000186458	DEFB132	0.233048744	1.175316038	0.04149087	0.56709023
ENSG00000087237	CETP	-0.21292255	-1.159033728	0.041500275	0.56709023
ENSG00000118508	RAB32	-0.338805567	-1.264709085	0.041505854	0.56709023
ENSG00000238105	GOLGA2P5	0.206135811	1.153594196	0.041511929	0.56709023
ENSG00000185379	RAD51D	0.260331819	1.197754156	0.041546491	0.56709023
ENSG00000256762	STH	0.245888377	1.185822748	0.041556817	0.56709023
ENSG00000227717		0.196747909	1.146111901	0.041570181	0.56709023
ENSG00000103067	ESRP2	-0.183037689	-1.13527176	0.041570205	0.56709023
ENSG00000172264	MACROD2	-0.413760918	-1.332154043	0.041578953	0.56709023
ENSG00000151364	KCTD14	-0.295315556	-1.227153359	0.041583156	0.56709023
ENSG00000228364		0.222647313	1.166872809	0.041596955	0.56709023
ENSG00000185414	MRPL30	-0.210144626	-1.156804145	0.041598949	0.56709023
ENSG00000185829	ARL17A	0.789445707	1.728410268	0.041615046	0.567104634
ENSG00000196188	CTSE	0.240711995	1.181575645	0.041647467	0.567330807
ENSG00000183439	TRIM61	-0.3068835	-1.237032582	0.041669015	0.567330807
ENSG00000242338	BMS1P4	0.214057044	1.159945517	0.04167678	0.567330807
ENSG00000163762	TM4SF18	-0.416267409	-1.334470496	0.041702332	0.567473776
ENSG00000180053	NKX2-6	-0.224983919	-1.168764221	0.041761846	0.567873752
ENSG00000222532	MIR1468	-0.208945836	-1.155843312	0.041860868	0.568844602
ENSG00000202191	SNORD113-1	0.20495646	1.15265156	0.041863415	0.568844602
ENSG00000136152	COG3	0.211893426	1.158207245	0.041979092	0.569800436
ENSG00000165084	C8orf34	-0.233806468	-1.175933493	0.042095486	0.570706419
ENSG00000084693	AGBL5	0.339709997	1.265502184	0.04210638	0.570706419
ENSG00000100311	PDGFB	-0.226904613	-1.170321261	0.042134994	0.570889051
ENSG00000275040		-0.21650837	-1.161918091	0.042183133	0.57113084
ENSG00000213394	RPSAP46	0.248382975	1.187874955	0.042212039	0.571317072
ENSG00000214652	ZNF727	-0.22086513	-1.165432243	0.042252286	0.571621949
ENSG00000206190	ATP10A	-0.233058169	-1.175323716	0.042264884	0.571621949
ENSG00000074410	CA12	0.510157057	1.424205232	0.04230146	0.571692057
ENSG00000107831	FGF8	0.178485322	1.131695101	0.042312352	0.571692057
ENSG00000118514	ALDH8A1	0.249682976	1.188945822	0.042315552	0.571692057
ENSG00000129038	LOXL1	-0.188969903	-1.139949491	0.042401868	0.572111516
ENSG00000136840	ST6GALNAC4	0.207253252	1.15448806	0.042431934	0.572111516
ENSG00000229089	ANKRD20A8P	-0.208117472	-1.155179842	0.042472867	0.572111516
ENSG00000151292	CSNK1G3	-0.351068643	-1.275505078	0.042485095	0.572111516
ENSG00000107341	UBE2R2	0.188705715	1.139740762	0.042519736	0.572111516
ENSG00000143882	ATP6V1C2	0.212240143	1.158485625	0.042538897	0.572111516
ENSG00000163738	MTHFD2L	0.330842391	1.25774756	0.04255133	0.572111516
ENSG00000076067	RBMS2	-0.235644697	-1.177432779	0.042592139	0.572111516
ENSG00000166225	FRS2	0.222371297	1.166649584	0.042619263	0.572111516
ENSG00000260807		-0.251799413	-1.190691288	0.042622338	0.572111516
ENSG00000215507	RBMY2DP	-0.224958631	-1.168743734	0.04264304	0.572111516
ENSG00000133104	SPART	0.371055693	1.293298857	0.042665361	0.572111516
ENSG00000051382	PIK3CB	-0.551928419	-1.466044016	0.042685548	0.572111516
ENSG00000179151	EDC3	0.336265635	1.262484465	0.042686236	0.572111516
ENSG00000107815	TWNK	0.258429834	1.19617613	0.042687828	0.572111516
ENSG00000263464	PPIAL4C	-0.244069799	-1.18432891	0.042693589	0.572111516
ENSG00000218510	LINC00339	-0.385223203	-1.306061836	0.042695764	0.572111516
ENSG00000173898	SPTBN2	0.473516072	1.388489312	0.042712579	0.572111516
ENSG00000182050	MGAT4C	0.363371983	1.286429132	0.042725555	0.572111516
ENSG00000090686	USP48	0.288815165	1.221636578	0.042726654	0.572111516
ENSG00000124570	SERPINB6	0.211741952	1.158085646	0.042749057	0.572111516
ENSG00000155304	HSPA13	-0.286728808	-1.219871182	0.04275259	0.572111516
ENSG00000196636	SDHAF3	-0.549124557	-1.463197543	0.042774124	0.572111516
ENSG00000136697	IL1F10	-0.187335093	-1.138658473	0.042783737	0.572111516
ENSG00000130193	THEM6	0.184409518	1.136351779	0.042817198	0.572111516
ENSG00000196876	SCN8A	-0.220129785	-1.164838371	0.042849127	0.572111516
ENSG00000279417		0.195477104	1.145102787	0.042876967	0.572111516
ENSG00000149196	HIKESHI	-0.644129269	-1.562795785	0.042943909	0.572111516
ENSG00000196233	LCOR	0.346075137	1.271097888	0.042990162	0.572111516
ENSG00000134940	ACRV1	-0.26896842	-1.204945939	0.042990945	0.572111516
ENSG00000073905	VDAC1P1	0.242407563	1.182965142	0.043007779	0.572111516
ENSG00000151006	PRSS53	0.278489811	1.212924551	0.043009446	0.572111516
ENSG00000132824	SERINC3	-0.255157249	-1.19346582	0.043052147	0.572111516
ENSG00000225591		0.434748542	1.351675219	0.04307632	0.572111516
ENSG00000205084	TMEM231	-0.281242975	-1.215241443	0.043086342	0.572111516
ENSG00000142173	COL6A2	-0.194732183	-1.144511678	0.043121964	0.572111516
ENSG00000165072	MAMDC2	0.28533094	1.218689787	0.04312686	0.572111516
ENSG00000122756	CNTFR	-0.230262781	-1.173048596	0.043128102	0.572111516
ENSG00000185477	GPRIN3	0.307915327	1.237917634	0.043129169	0.572111516
ENSG00000181433	SAGE1	0.229949155	1.172793615	0.043135573	0.572111516
ENSG00000113569	NUP155	0.226653955	1.170117943	0.043151535	0.572121989
ENSG00000188001	TPRG1	0.179393186	1.132407481	0.043190391	0.572435881
ENSG00000127980	PEX1	-0.349709759	-1.274304237	0.04321794	0.572473583
ENSG00000104518	GSDMD	-0.229070106	-1.172079238	0.043261122	0.572473583
ENSG00000081842	PCDHA6	-0.319885239	-1.248231253	0.043269876	0.572473583
ENSG00000189393	FAM90A14P	0.303191415	1.233870867	0.043269936	0.572473583
ENSG00000123836	PFKFB2	0.335749223	1.26203264	0.043295887	0.572473583
ENSG00000125952	MAX	-0.209125857	-1.155987547	0.043322234	0.572473583
ENSG00000068354	TBC1D25	0.311141409	1.240688901	0.043329875	0.572473583
ENSG00000187848	P2RX2	-0.467875251	-1.383071031	0.043370429	0.572582278
ENSG00000186448	ZNF197	-0.23397552	-1.176071294	0.043374795	0.572582278
ENSG00000162552	WNT4	-0.186396811	-1.137918168	0.043391659	0.572582278
ENSG00000170684	ZNF296	0.220587172	1.165207726	0.043402538	0.572582278
ENSG00000085999	RAD54L	0.208528695	1.155509159	0.043428136	0.572582278
ENSG00000172262	ZNF131	0.19475307	1.144528248	0.04343796	0.572582278
ENSG00000232653	GOLGA8N	0.247620603	1.187247405	0.043478121	0.572582278
ENSG00000177640	CASC2	-0.329783753	-1.256824974	0.04348884	0.572582278
ENSG00000198883	PNMA5	-0.276097971	-1.210915313	0.043489953	0.572582278
ENSG00000215548	FRG1JP	-0.287801736	-1.220778734	0.043593378	0.573442262
ENSG00000126746	ZNF384	0.218277354	1.16334367	0.043600895	0.573442262
ENSG00000101265	RASSF2	0.184344989	1.136300954	0.043653822	0.573668773
ENSG00000132382	MYBBP1A	0.262960401	1.199938446	0.043663759	0.573668773
ENSG00000250420	AACSP1	0.254787737	1.193160181	0.043710427	0.573988689
ENSG00000100565	LRRC74A	0.212728184	1.158877589	0.043718554	0.573988689
ENSG00000277969		-0.267101746	-1.203387892	0.043761517	0.574152934
ENSG00000153165	RGPD3	-0.191250752	-1.141753136	0.043808324	0.57436734
ENSG00000138161	CUZD1	0.312459581	1.241823021	0.043831757	0.574440583
ENSG00000223945		-0.24610222	-1.185998529	0.04385206	0.574440583
ENSG00000167772	ANGPTL4	0.508022735	1.422099821	0.043889834	0.574440583
ENSG00000131620	ANO1	0.216914555	1.16224527	0.043903636	0.574440583
ENSG00000255501	CARD18	0.228510361	1.171624576	0.043913446	0.574440583
ENSG00000146648	EGFR	0.434813929	1.351736483	0.043961671	0.574440583
ENSG00000064218	DMRT3	0.330614022	1.257548483	0.043966254	0.574440583
ENSG00000051180	RAD51	0.396764105	1.316551635	0.044024456	0.574998247
ENSG00000272650		0.189904641	1.140688317	0.044039434	0.574998247
ENSG00000112096	SOD2	0.334450714	1.260897249	0.044165977	0.576099029
ENSG00000018280	SLC11A1	0.185157603	1.136941168	0.044172865	0.576099029
ENSG00000175664	TEX26	0.209325775	1.156147747	0.044216791	0.576099029
ENSG00000234625	LINC00380	0.221658216	1.166073087	0.044219855	0.576099029
ENSG00000130943	PKDREJ	-0.22750672	-1.170809795	0.044230692	0.576099029
ENSG00000113430	IRX4	-0.209907125	-1.156613723	0.044294748	0.576387943
ENSG00000119522	DENND1A	0.276571434	1.211312775	0.044298731	0.576387943
ENSG00000170348	TMED10	-0.574341528	-1.488997702	0.044315286	0.576404452
ENSG00000236882	LINC01554	0.388808141	1.30931129	0.04437009	0.576719406
ENSG00000167183	PRR15L	-0.23616179	-1.177854872	0.044440387	0.577132024
ENSG00000007047	MARK4	-0.300902628	-1.231914925	0.044480806	0.577132024
ENSG00000047365	ARAP2	-0.277269654	-1.211899155	0.044515537	0.577132024
ENSG00000186471	AKAP14	-0.273538981	-1.208769347	0.044519989	0.577132024
ENSG00000152234	ATP5A1	0.242263427	1.182846961	0.04456295	0.577132024
ENSG00000229117	RPL41	-0.496855724	-1.411134717	0.044570007	0.577132024
ENSG00000163072	NOSTRIN	-0.381393235	-1.30259919	0.044644305	0.577644912
ENSG00000188266	HYKK	0.439120463	1.355777527	0.044668759	0.577644912
ENSG00000176349		0.258013719	1.195831168	0.044671084	0.577644912
ENSG00000148943	LIN7C	-0.219982353	-1.16471934	0.044715614	0.577824416
ENSG00000180190	TDRP	-0.242193339	-1.182789498	0.044772034	0.577902749
ENSG00000137818	RPLP1	0.466925352	1.382160689	0.044795261	0.577902749
ENSG00000064300	NGFR	0.273624252	1.208840794	0.044844285	0.577902749
ENSG00000182568	SATB1	-0.378334048	-1.299839998	0.044891198	0.578102613
ENSG00000089505	CMTM1	-0.212894017	-1.159010806	0.044909604	0.578102613
ENSG00000185615	PDIA2	0.448397976	1.364524195	0.044949797	0.578102613
ENSG00000157110	RBPMS	0.210306456	1.156933913	0.044966633	0.578102613
ENSG00000242732	RTL5	-0.283823283	-1.217416887	0.044967114	0.578102613
ENSG00000091972	CD200	0.241177095	1.181956626	0.045015734	0.578333318
ENSG00000164627	KIF6	0.183299649	1.135477917	0.045123704	0.579522987
ENSG00000164167	LSM6	0.198563753	1.14755536	0.045181763	0.579999799
ENSG00000225378		-0.192537438	-1.142771877	0.045249208	0.580240806
ENSG00000156466	GDF6	0.195811477	1.145368218	0.045263777	0.580240806
ENSG00000166233	ARIH1	-0.412523537	-1.331011962	0.045275851	0.580240806
ENSG00000080345	RIF1	-0.266718034	-1.203067871	0.045296429	0.580240806
ENSG00000157219	HTR5A	-0.308712492	-1.238601838	0.045348986	0.580636409
ENSG00000162877	PM20D1	0.198485628	1.147493218	0.04540812	0.580987796
ENSG00000141219	C17orf80	-0.327516505	-1.254851379	0.045411061	0.580987796
ENSG00000001630	CYP51A1	0.308813004	1.238688134	0.045441902	0.580987796
ENSG00000178149	DALRD3	-0.331531004	-1.258348039	0.045463361	0.580987796
ENSG00000110887	DAO	-0.24663338	-1.186435261	0.045464424	0.580987796
ENSG00000112337	SLC17A2	0.216634836	1.162019949	0.04547859	0.580987796
ENSG00000100934	SEC23A	-0.455769187	-1.371513846	0.045490189	0.580987796
ENSG00000222011	FAM185A	-0.241478049	-1.182203215	0.045499694	0.580987796
ENSG00000234912	SNHG20	0.275659107	1.210547011	0.045522648	0.581084121
ENSG00000104549	SQLE	-0.443633254	-1.360025078	0.045601466	0.581445741
ENSG00000180259	PRNT	-0.26111411	-1.198403805	0.045606586	0.581445741
ENSG00000105251	SHD	0.56459522	1.478972493	0.045612658	0.581445741
ENSG00000163531	NFASC	-0.232884697	-1.175182402	0.045636707	0.581555704
ENSG00000103494	RPGRIP1L	-0.196732115	-1.146099354	0.045675821	0.581609857
ENSG00000166676	TVP23A	0.309252108	1.239065203	0.045676497	0.581609857
ENSG00000100092	SH3BP1	0.217337992	1.162586444	0.045750515	0.582092156
ENSG00000232888	RPS11P5	0.338376148	1.2643327	0.045755991	0.582092156
ENSG00000278558	TMEM191B	-0.26161505	-1.198819994	0.045885987	0.582685379
ENSG00000048052	HDAC9	-0.236441886	-1.178083572	0.045895604	0.582685379
ENSG00000129988	LBP	0.196128535	1.145619961	0.045906451	0.582685379
ENSG00000181544	FANCB	-0.225899397	-1.169506108	0.045928211	0.582685379
ENSG00000196378	ZNF34	0.281966792	1.215851296	0.045939749	0.582685379
ENSG00000147432	CHRNB3	-0.228332847	-1.171480424	0.045941699	0.582685379
ENSG00000128340	RAC2	-0.253669753	-1.192235927	0.046025091	0.58354677
ENSG00000119139	TJP2	-0.347194933	-1.272084876	0.046045863	0.583610733
ENSG00000198807	PAX9	0.206491266	1.153878457	0.046068588	0.583610733
ENSG00000009413	REV3L	-0.326265571	-1.253763792	0.046076568	0.583610733
ENSG00000188906	LRRK2	-0.244897628	-1.185008681	0.046153889	0.583826304
ENSG00000188223		0.199134678	1.148009577	0.046155521	0.583826304
ENSG00000164651	SP8	-0.368686411	-1.291176665	0.046191821	0.583869456
ENSG00000132297	HHLA1	0.193830497	1.14379658	0.046223976	0.583869456
ENSG00000119411	BSPRY	0.199076747	1.14796348	0.046280116	0.583869456
ENSG00000157021	FAM92A1P1	-0.17776143	-1.1311274	0.046282261	0.583869456
ENSG00000259956	RBM15B	0.309094103	1.238929507	0.046283022	0.583869456
ENSG00000184967	NOC4L	0.223488337	1.167553239	0.046298291	0.583869456
ENSG00000170632	ARMC10	-0.308975654	-1.238827792	0.046319337	0.583939568
ENSG00000280351		0.247038232	1.186768247	0.046360096	0.58406286
ENSG00000226496	LINC00323	0.227013997	1.170409996	0.046401382	0.58406788
ENSG00000120332	TNN	0.235938854	1.177672875	0.046406963	0.58406788
ENSG00000275945	EIF3FP1	-0.234643609	-1.176616041	0.046507924	0.584662943
ENSG00000131969	ABHD12B	-0.33258435	-1.259267124	0.046516266	0.584662943
ENSG00000090539	CHRD	0.423144912	1.340847267	0.046553637	0.584742835
ENSG00000053770	AP5M1	-0.335565286	-1.261871747	0.046586552	0.584766682
ENSG00000103363	ELOB	0.259974953	1.197457915	0.04666756	0.585440304
ENSG00000122176	FMOD	0.180087215	1.132952373	0.046678329	0.585440304
ENSG00000164190	NIPBL	0.22820726	1.171378452	0.046755536	0.585440304
ENSG00000164828	SUN1	-0.233001831	-1.17527782	0.046757419	0.585440304
ENSG00000196510	ANAPC7	-0.472187585	-1.387211328	0.046770485	0.585440304
ENSG00000170807	LMOD2	0.208207793	1.155252165	0.046771255	0.585440304
ENSG00000137809	ITGA11	0.253430425	1.192038164	0.046801901	0.585440304
ENSG00000158517	NCF1	0.18376789	1.135846507	0.046804454	0.585440304
ENSG00000008735	MAPK8IP2	-0.24774628	-1.187350834	0.046805634	0.585440304
ENSG00000179840	PIK3CD-AS1	0.222776834	1.166977572	0.046923026	0.585511437
ENSG00000221866	PLXNA4	-0.246633652	-1.186435484	0.046923163	0.585511437
ENSG00000139835	GRTP1	0.285749235	1.219043185	0.046957755	0.585511437
ENSG00000140506	LMAN1L	0.262205308	1.199310574	0.04699093	0.585511437
ENSG00000164924	YWHAZ	-0.248857227	-1.188265505	0.046994939	0.585511437
ENSG00000280262		-0.161811239	-1.118690723	0.046998096	0.585511437
ENSG00000234192	RPS26P38	0.172679375	1.127149887	0.047003026	0.585511437
ENSG00000175792	RUVBL1	-0.346735398	-1.271679749	0.047037964	0.58575314
ENSG00000170473	PYM1	0.324853553	1.252537288	0.047055513	0.585766199
ENSG00000204175	GPRIN2	0.215464102	1.161077362	0.047073491	0.585766199
ENSG00000100413	POLR3H	-0.254624473	-1.193025163	0.047087085	0.585766199
ENSG00000223825	DAZAP2P1	-0.215819926	-1.161363764	0.047101151	0.585766199
ENSG00000214415	GNAT3	-0.203098986	-1.151168472	0.0471439	0.586104524
ENSG00000143627	PKLR	0.183898043	1.135948983	0.04720023	0.586542631
ENSG00000248418	UBL5P1	0.272690725	1.20805884	0.047225805	0.586542631
ENSG00000212725	KRTAP2-1	-0.165318768	-1.12141383	0.047263517	0.58681773
ENSG00000145743	FBXL17	-0.498383927	-1.41263028	0.047337973	0.587548701
ENSG00000108010	GLRX3	-0.657597914	-1.577453977	0.047389182	0.587752562
ENSG00000166603	MC4R	0.205002487	1.152688334	0.04740116	0.587752562
ENSG00000258659	TRIM34	0.370673791	1.292956547	0.047454513	0.588220688
ENSG00000175267	VWA3A	0.324781396	1.252474644	0.047524901	0.588899591
ENSG00000197872	FAM49A	-0.277423935	-1.212028762	0.047576153	0.589146637
ENSG00000186513	OR9Q2	0.186818379	1.138250725	0.047605167	0.589146637
ENSG00000179335	CLK3	0.263533232	1.200414983	0.047607336	0.589146637
ENSG00000160818	GPATCH4	-0.197893783	-1.147022573	0.047674532	0.589155707
ENSG00000186891	TNFRSF18	-0.22423496	-1.168157627	0.047697939	0.589155707
ENSG00000171150	SOCS5	-0.41783681	-1.335922958	0.047701628	0.589155707
ENSG00000119906	SLF2	-0.240935453	-1.181758673	0.047703846	0.589155707
ENSG00000231976	FAM238B	0.421498214	1.339317692	0.047718206	0.589155707
ENSG00000198972	MIRLET7E	0.190416371	1.141092995	0.047732407	0.589155707
ENSG00000106006	HOXA6	0.303654429	1.234266925	0.047743619	0.589155707
ENSG00000182165	TP53TG1	-0.226717696	-1.170169643	0.04774869	0.589155707
ENSG00000150261	OR8K1	-0.180894699	-1.13358667	0.047856443	0.590292087
ENSG00000188672	RHCE	-0.208820143	-1.155742614	0.047883463	0.590301396
ENSG00000228890	TTTY21	-0.214689836	-1.160454402	0.047915591	0.590324515
ENSG00000117308	GALE	0.20378629	1.151717023	0.047921695	0.590324515
ENSG00000158062	UBXN11	-0.222524763	-1.166773692	0.047955006	0.590541933
ENSG00000242296	DEFB109A	0.187072788	1.138451465	0.048003734	0.590949006
ENSG00000249861	LGALS16	-0.184116948	-1.136121358	0.048036744	0.590987001
ENSG00000230487	PSMG3-AS1	0.279689016	1.213933184	0.04805384	0.590987001
ENSG00000219926		-0.190140644	-1.140874931	0.048094302	0.591291761
ENSG00000171488	LRRC8C	-0.24729401	-1.18697867	0.048114365	0.591345616
ENSG00000113810	SMC4	-0.192132782	-1.14245139	0.048179236	0.591505003
ENSG00000204574	ABCF1	0.219659597	1.1644588	0.04819267	0.591505003
ENSG00000278662	GOLGA6L10	0.163013589	1.119623434	0.048199658	0.591505003
ENSG00000162888	C1orf147	0.220640532	1.165250823	0.048249623	0.591505003
ENSG00000131126	TEX101	-0.198791645	-1.147736645	0.048249682	0.591505003
ENSG00000091136	LAMB1	-0.523748621	-1.437686005	0.048263692	0.591505003
ENSG00000028310	BRD9	-0.196933985	-1.146259734	0.048284202	0.591505003
ENSG00000197818	SLC9A8	0.310683141	1.240294862	0.048325448	0.591534374
ENSG00000184774	MGAT4EP	0.21418086	1.160045072	0.048342861	0.591534374
ENSG00000185220	PGBD2	0.209219721	1.15606276	0.0483736	0.591534374
ENSG00000159399	HK2	-0.296562637	-1.228214582	0.048396215	0.591534374
ENSG00000235257	ITGA9-AS1	0.225722128	1.169362416	0.048401519	0.591534374
ENSG00000121797	CCRL2	0.258018674	1.195835276	0.048412101	0.591534374
ENSG00000268412	TRMT112P6	-0.19861114	-1.147593053	0.048446665	0.591647204
ENSG00000240065	PSMB9	-0.280296954	-1.214444831	0.048452716	0.591647204
ENSG00000169228	RAB24	-0.344974841	-1.270128832	0.048504191	0.591691243
ENSG00000018869	ZNF582	0.267614464	1.203815639	0.048513567	0.591691243
ENSG00000237298	TTN-AS1	0.231834762	1.174327463	0.048531242	0.591691243
ENSG00000167654	ATCAY	-0.915098615	-1.885697964	0.04856188	0.591691243
ENSG00000197653	DNAH10	0.186989644	1.138385857	0.048580882	0.591691243
ENSG00000228049	POLR2J2	-0.448474322	-1.364596406	0.048593807	0.591691243
ENSG00000213937	CLDN9	0.20887198	1.155784142	0.048630431	0.591691243
ENSG00000185104	FAF1	-0.4473581	-1.363541018	0.048636258	0.591691243
ENSG00000254488		0.252559298	1.191318605	0.048654548	0.591691243
ENSG00000211611	IGKV6-21	0.226443505	1.169947267	0.048671569	0.591691243
ENSG00000197021	CXorf40B	-0.359940148	-1.283372654	0.048672417	0.591691243
ENSG00000155275	TRMT44	0.21519139	1.160857905	0.048678351	0.591691243
ENSG00000142959	BEST4	0.294995725	1.226881342	0.0486917	0.591691243
ENSG00000196712	NF1	-0.3001436	-1.231266963	0.048723505	0.591745489
ENSG00000231866		0.230324137	1.173098485	0.048738957	0.591745489
ENSG00000089356	FXYD3	-0.180990863	-1.133662233	0.04882095	0.591745489
ENSG00000116885	OSCP1	-0.531161267	-1.445091924	0.048835434	0.591745489
ENSG00000221968	FADS3	0.197899778	1.147027339	0.048851921	0.591745489
ENSG00000162738	VANGL2	0.367031687	1.289696577	0.048879593	0.591745489
ENSG00000151917	BEND6	-0.587447861	-1.502586308	0.048883793	0.591745489
ENSG00000127418	FGFRL1	0.762691472	1.696652927	0.048898866	0.591745489
ENSG00000069431	ABCC9	0.221889198	1.166259795	0.048901445	0.591745489
ENSG00000275111	ZNF2	-0.177383932	-1.130831466	0.048954795	0.591745489
ENSG00000104361	NIPAL2	-0.209735218	-1.156475913	0.048992352	0.591745489
ENSG00000154537	FAM27C	-0.239337603	-1.180450547	0.049016282	0.591745489
ENSG00000125843	AP5S1	0.370558229	1.292852983	0.049021922	0.591745489
ENSG00000111058	ACSS3	0.189030149	1.139997095	0.049038598	0.591745489
ENSG00000219201		-0.266872157	-1.203196401	0.049042362	0.591745489
ENSG00000130717	UCK1	0.285772577	1.219062908	0.049047918	0.591745489
ENSG00000105472	CLEC11A	0.281034065	1.215065482	0.049062157	0.591745489
ENSG00000177565	TBL1XR1	-0.416616484	-1.334793424	0.049077078	0.591745489
ENSG00000205549	C9orf92	0.193006376	1.143143388	0.049125614	0.591745489
