GeneID	logFC	Fold.Change	P.Value	adj.P.val	hgnc_symbol
16998027	-0.211303711	-1.157733914	0.02214652	0.161805903	LYSMD3
16955048	-0.169241769	-1.124467348	0.022146768	0.161805903	RFT1
16832138	-0.050999235	-1.035982214	0.022157539	0.161860081	LOC105371577
17125870	-0.349086216	-1.273753593	0.022164264	0.161860192	---
17125922	-0.349086216	-1.273753593	0.022164264	0.161860192	---
16657993	0.182076589	1.134515712	0.022176443	0.161912552	SKI
16886818	0.195312501	1.144972145	0.022178147	0.161912552	TANC1
16905196	-0.061322892	-1.043422098	0.022191767	0.161951911	NA
16668572	0.088003974	1.062898603	0.022194485	0.161951911	CYMP
16979887	0.167192732	1.122871418	0.022197443	0.161951911	LOC101927414
17084545	-0.229614259	-1.172521404	0.022200124	0.161951911	---
16818576	0.133370535	1.096853263	0.022200323	0.161951911	---
16886308	-0.093627932	-1.067050112	0.022224605	0.162104536	ACVR2A
17085015	-0.051278251	-1.036182591	0.022244313	0.162223757	FRMPD1
16789948	-0.065325056	-1.046320662	0.022270845	0.162392697	NA
16878720	0.067365377	1.04780146	0.022287466	0.162489332	LOC105374435
16679349	0.114188055	1.082365721	0.022305201	0.162594063	KMO
17125418	0.031616213	1.022156579	0.022312979	0.162626185	---
17039017	-0.101606095	-1.07296729	0.022326007	0.162696563	---
17100585	-0.162240163	-1.119023368	0.022331521	0.162703442	ZMYND19
16722295	-0.190944126	-1.141510497	0.022333697	0.162703442	---
16945868	-0.064348494	-1.045612645	0.022374863	0.162978543	---
17093567	-0.065778459	-1.046649546	0.022378215	0.162978543	DNAJB5-AS1
16840448	-0.186872209	-1.138293197	0.022382697	0.162986574	ALOX12-AS1
16863566	0.101780486	1.073096996	0.022397825	0.163049004	MIR3190
16876724	-0.106672012	-1.076741558	0.02240008	0.163049004	---
16840693	-0.068917408	-1.048929277	0.02240141	0.163049004	LOC100996842
16740406	-0.370919365	-1.293176651	0.022420213	0.163161251	---
16882801	0.126107355	1.091345084	0.022426124	0.163179647	IGKV3D-7 /// LOC102725018
16664438	-0.093837192	-1.067204898	0.022449804	0.163327318	LINC00853
16937563	-0.10940989	-1.078786887	0.022464701	0.163411052	BRK1
16902199	0.152012418	1.111118292	0.022472784	0.163435164	EN1
16805538	-0.046927315	-1.033062339	0.022476511	0.163435164	LUNAR1
16945470	-0.138654439	-1.10087788	0.022478179	0.163435164	NA
16972611	0.043509345	1.03061775	0.022488452	0.163485215	LOC105377556
17121206	-0.062648227	-1.04438108	0.022498719	0.163535213	---
17120122	0.092154367	1.065960787	0.022512262	0.163609002	---
16801941	-0.140171596	-1.102036186	0.022515666	0.163609091	SNX1
16760068	-0.241838746	-1.182498822	0.022572865	0.163993414	RPS27
16809027	0.238071987	1.179415441	0.022575355	0.163993414	ATP8B4
16782308	-0.069545202	-1.049385821	0.022587273	0.164055287	---
16826124	-0.114493236	-1.082594704	0.022592314	0.164067202	UBE2MP1
17033639	0.062316897	1.044141254	0.022597572	0.164080682	---
16677655	0.423322405	1.34101224	0.022607493	0.164109364	MARK1
16697299	-0.140677316	-1.102422559	0.022608325	0.164109364	TPR
16964695	0.220807756	1.165385896	0.022624161	0.164199609	MAN2B2
16959176	-0.040021625	-1.028129238	0.022636347	0.164253668	---
17121062	0.094796318	1.067914627	0.022641765	0.164253668	---
16935427	-0.316824776	-1.245586122	0.022641824	0.164253668	TOB2
16694701	0.384634834	1.305529298	0.022649247	0.164282813	CRABP2
16814096	0.084647039	1.060428272	0.022659726	0.16433411	MPG
16902902	-0.035443987	-1.024872177	0.022664228	0.164342057	---
16725692	0.10181536	1.073122937	0.022680674	0.16443659	MYRF /// LOC100129473
16855786	-0.164481028	-1.12076284	0.022690025	0.16446395	TMX3
16969805	0.047555106	1.033511975	0.022691266	0.16446395	---
17095587	0.094185966	1.067462927	0.022702326	0.164519395	SEMA4D
17072850	-0.053623744	-1.037868559	0.022723049	0.164644841	TG
16928915	0.044058665	1.031010242	0.022727446	0.164651968	---
16889602	-0.129220145	-1.093702336	0.022750775	0.164796226	NOP58
17118484	-0.050859722	-1.035882036	0.022773456	0.164935757	---
16764398	0.189923968	1.140703597	0.022783097	0.164980808	FMNL3
17056740	0.271972656	1.207457706	0.022803818	0.165106077	ELMO1
17014232	-0.048740934	-1.034361823	0.02280797	0.165111356	EZR-AS1
16881153	-0.158656529	-1.116247179	0.022832327	0.165262881	PCBP1
16689275	-0.160103934	-1.117367632	0.022849403	0.16536167	GTF2B
17066897	0.303466795	1.234106409	0.022857401	0.165371208	SLC25A37
16920180	-0.128095352	-1.092849967	0.022857577	0.165371208	SPATA2
16965013	0.064444405	1.04568216	0.022868588	0.165426065	USP17L20 /// USP17L9P
16846441	0.055088588	1.038922896	0.022872099	0.16542666	LOC100288866
17124202	-0.08772496	-1.06269306	0.022878724	0.165449768	---
16970671	-0.385131838	-1.305979126	0.022882184	0.165449986	NA
17053379	0.317958286	1.24656515	0.022897393	0.165510783	GIMAP7
16681192	-0.141758512	-1.103249055	0.022897454	0.165510783	NOL9
16953809	-0.084708078	-1.060473139	0.022902653	0.165523566	MIR425
17001063	0.540387834	1.454363436	0.022915732	0.165586141	SPRY4
16721963	-0.077427455	-1.055134896	0.022918176	0.165586141	NA
16823636	0.111057827	1.080019849	0.022930216	0.16564832	ROGDI
16951508	-0.083888461	-1.059870839	0.022940676	0.165677132	ZNF385D
16826140	-0.044328962	-1.031203426	0.022941903	0.165677132	ANKRD26P1
16820398	-0.345371793	-1.270478351	0.022944533	0.165677132	SLC7A6
16800933	-0.273367746	-1.208625885	0.022950346	0.165677132	DTWD1
16798587	-0.207903181	-1.155008269	0.022951376	0.165677132	WHAMMP2
16869740	-0.169154576	-1.12439939	0.022957572	0.165697066	ILVBL
16927810	0.332127162	1.258868128	0.022980488	0.165837649	IGLV2-18 /// IGKV@
16701352	0.044337681	1.031209658	0.022985672	0.165850252	---
16756241	-0.08984375	-1.064254913	0.022991441	0.165867073	KIAA1033
16949785	-0.306004114	-1.236278786	0.022996239	0.16587547	TMEM44-AS1
16723769	-0.029244559	-1.020477631	0.022999482	0.16587547	NA
16764500	0.063162668	1.044753555	0.0230162	0.165956107	RACGAP1 /// LOC102723963
16707343	0.111240929	1.080156931	0.02301779	0.165956107	HECTD2
17125786	-0.263968329	-1.200777067	0.023020983	0.165956107	---
16712323	-0.178710935	-1.131872092	0.023042118	0.16608365	NSUN6 /// LOC105376439
17083729	0.061732701	1.043718532	0.023093655	0.166430251	---
16740006	-0.156302315	-1.114427153	0.023099366	0.166446542	SF1
16945088	0.050319128	1.035493952	0.023107763	0.166482185	C3orf56
17117990	-0.070513043	-1.050090044	0.023126622	0.166565892	LOC100132481
16830432	0.141060965	1.102715761	0.02312708	0.166565892	NLGN2
17027071	0.075099402	1.053433615	0.02312974	0.166565892	---
16979590	-0.114920478	-1.082915353	0.023143667	0.16664131	NUDT6
17000850	-0.086085727	-1.061486282	0.023147456	0.166643723	SLC25A2
16962754	-0.138532367	-1.100784733	0.023176938	0.16683107	MB21D2
16837461	-0.046709332	-1.032906261	0.02319609	0.166944019	NA
16882720	1.207397462	2.309206933	0.023223112	0.167090247	IGKV1-39 /// IGKV1D-39
16692311	0.075413297	1.053662841	0.023223335	0.167090247	FMO5
16894139	-0.058393206	-1.041305366	0.023236755	0.167161873	RNF144A-AS1
16798408	-0.053301129	-1.037636497	0.023241121	0.167168359	SNORD115-32
16737436	0.075387136	1.053643735	0.023245504	0.16717407	LRRC4C
17080486	0.327401299	1.254751177	0.023248846	0.16717407	TNFRSF11B
16853875	-0.049508231	-1.034912095	0.023257454	0.167211044	LOC102724470
16882291	-0.178397043	-1.131625853	0.023263363	0.167228604	RNF181
16868811	-0.110630578	-1.079700052	0.023268027	0.167237208	ILF3-AS1
16917969	0.055262975	1.039048484	0.023271786	0.167239314	CST5
16877780	-0.067557198	-1.047940785	0.02328188	0.16728693	DNAJC27-AS1
17120136	-0.275442941	-1.210365643	0.023288839	0.167312015	---
16701722	-0.09890311	-1.070958896	0.023292377	0.167312515	PRR26 /// LOC105376339
16834218	-0.056535991	-1.039965732	0.023330803	0.167525577	KLHL10
16809880	0.161830356	1.118705546	0.023331317	0.167525577	ADAM10
17120592	0.061453685	1.043516697	0.023333548	0.167525577	---
16770681	-0.05252511	-1.037078507	0.023335929	0.167525577	NA
17101952	-0.079031808	-1.056308914	0.023342841	0.167550265	PHKA2-AS1
17119972	-0.195800783	-1.145359728	0.023349035	0.16756979	---
16930868	-0.095982141	-1.068792761	0.023366204	0.167668064	NDUFA6-AS1 /// LOC102723722 /// LOC102725017
16671013	-0.115966796	-1.083701025	0.023385722	0.167783168	LOC105371443
17121806	-0.132132391	-1.09591233	0.023389729	0.16778696	---
16807454	-0.156162806	-1.114319393	0.023409652	0.167904908	RAD51-AS1
16667028	0.027256556	1.019072403	0.023444514	0.168069981	---
16829472	0.219883511	1.164639545	0.023445071	0.168069981	LOC100506388
16794966	-0.134347099	-1.097595977	0.023446728	0.168069981	C14orf1
16826634	0.3056815	1.236002361	0.023449259	0.168069981	---
16669447	0.417968749	1.336045137	0.023450086	0.168069981	---
17098103	-0.150163921	-1.10969555	0.023467831	0.168172176	RBM18
16974394	-0.063607351	-1.04507563	0.023485888	0.168276578	LINC01097
16839038	0.161333358	1.118320227	0.023495378	0.168296461	UTS2R
16818578	0.056719097	1.040097733	0.02349564	0.168296461	FLJ26245
17032376	0.075142996	1.053465447	0.023500986	0.168309765	---
16861457	0.101885115	1.073174824	0.023505591	0.168317757	ZNF790-AS1
16846075	-0.058707101	-1.041531953	0.023509132	0.168318126	THCAT158
16818150	-0.070077079	-1.049772768	0.023532871	0.168430784	---
16798196	-0.165396553	-1.121474295	0.023534038	0.168430784	IPW /// SNRPN
16788725	0.208286832	1.155315458	0.023536836	0.168430784	MIR329-1
16942681	-0.120239256	-1.086915101	0.023538832	0.168430784	EBLN2
17093147	-0.084873748	-1.060594923	0.023557407	0.16851618	APTX
16903919	0.0277274	1.019405047	0.023557753	0.16851618	ERMN
16949741	-0.143188476	-1.104343111	0.023563869	0.168534939	NA
16860123	0.187569754	1.138843696	0.023571819	0.168566809	ZNF486
17079448	0.225202287	1.16894114	0.023594954	0.168707246	NIPAL2
16940005	-0.142272948	-1.103642521	0.023598968	0.168710937	MIR564 /// TMEM42
17123202	-0.053318569	-1.03764904	0.023635684	0.168929183	---
16834900	0.158307758	1.115977359	0.023636499	0.168929183	ACBD4
17095098	-0.462960379	-1.378367298	0.023641174	0.168937567	GNA14
16659704	0.167184015	1.122864634	0.023668276	0.169106185	PLEKHM2
17012914	0.040213449	1.028265949	0.023688595	0.169226301	LOC102723633
17047688	-0.111999512	-1.080725036	0.023695298	0.169249124	RSBN1L
16974470	-0.086887905	-1.062076662	0.023709743	0.169312945	CPEB2-AS1
16670850	-0.127859933	-1.09267165	0.023715941	0.169312945	PSMB4
16885279	-0.033264162	-1.023324826	0.023718769	0.169312945	---
16804228	-0.171421596	-1.126167636	0.023719055	0.169312945	SCAND2P
16789801	0.322666714	1.250640128	0.023721782	0.169312945	LOC105370700
16770733	-0.207397463	-1.154603467	0.023743357	0.169441868	MED13L
16705661	0.076712471	1.054612112	0.023753567	0.169475288	COL13A1
16812940	0.06704276	1.047567175	0.023755066	0.169475288	---
16999776	0.140581404	1.102349272	0.02376995	0.169556401	IRF1
16788255	-0.118007114	-1.085234723	0.023782279	0.169619261	HHIPL1
17120968	-0.12299456	-1.088992909	0.023802333	0.169694575	---
17015794	0.034702846	1.024345815	0.023802828	0.169694575	LOC105374943
16706641	-0.16003418	-1.117313609	0.023803391	0.169694575	TSPAN14
16758955	0.065107071	1.046162579	0.02381355	0.169741918	LOC105370057
16671642	-0.163748607	-1.120194001	0.023828831	0.169825745	EFNA1
16707409	-0.153895789	-1.112569753	0.023861351	0.170032389	BTAF1
16932338	0.058829172	1.041620085	0.023882346	0.170156865	NA
17124014	-0.040858677	-1.028725932	0.023896803	0.170229983	---
16762449	0.048828127	1.03442434	0.023899666	0.170229983	---
16898422	-0.104570664	-1.075174378	0.023909254	0.170273137	---
16910766	0.071053642	1.050483602	0.023928758	0.170341611	TGM3
16853996	-0.165876116	-1.121847143	0.023929277	0.170341611	AFG3L2
16768094	-0.044799805	-1.031540028	0.023929462	0.170341611	NA
16689734	-0.07409668	-1.052701697	0.023937431	0.170373196	MIG7
16977516	0.096322198	1.069044715	0.02394146	0.170376742	COQ2
17029594	0.146920341	1.107203448	0.02394832	0.170400424	---
16998952	0.046752929	1.032937476	0.023954038	0.170408017	TRIM36
16784228	-0.147600445	-1.10772552	0.023957984	0.170408017	PSMC6
17012888	-0.144252233	-1.105157687	0.023962953	0.170408017	PEX7
16913014	0.07836914	1.055823835	0.023963517	0.170408017	MYH7B
16810765	-0.089651924	-1.064113415	0.023969087	0.170422504	IGDCC4
16907130	-0.263026647	-1.199993546	0.023976627	0.17045099	CLK1 /// PPIL3
16913981	0.076163157	1.054210639	0.023983766	0.170467851	LOC105372626
17034585	0.146902903	1.107190065	0.023986066	0.170467851	---
17124474	0.075570245	1.053777474	0.024003104	0.170558702	---
17075553	0.415108821	1.33339925	0.02400592	0.170558702	STC1
17040816	-0.084821429	-1.060556462	0.024010314	0.170564805	---
16942263	0.043169294	1.030374857	0.024017962	0.170594012	LOC105377110
16844581	-0.099748883	-1.071586924	0.024021994	0.170597531	KRTAP2-2
16996201	-0.141427175	-1.102995707	0.024029455	0.170625399	DHX29
16922543	-0.178274973	-1.131530109	0.024048283	0.170733964	MORC3
17118690	0.614118305	1.53062228	0.024059527	0.170788653	---
16867235	0.141392299	1.102969043	0.024066469	0.170812803	ZBTB7A
16786470	0.117693221	1.08499863	0.024080504	0.170887273	---
16664565	-0.047589982	-1.03353696	0.024087517	0.170888094	---
16707468	0.115897044	1.083648631	0.024087704	0.170888094	KIF11
17090320	-0.57078334	-1.485329841	0.024112725	0.171040447	NA
16725201	1.200256347	2.297804961	0.024121198	0.171051902	MS4A6E
17028381	-0.123308455	-1.089229873	0.024121431	0.171051902	---
17107773	-0.127197266	-1.092169873	0.024129531	0.171063332	VMA21
17060085	-0.157435827	-1.115303092	0.024130135	0.171063332	MGC72080 /// OR7E38P
17010193	-0.10533796	-1.075746361	0.024147477	0.171161117	LOC105377853
17071973	0.081168038	1.057874173	0.024156099	0.17117078	---
16951306	-0.223301478	-1.167402027	0.024156196	0.17117078	RFTN1
16699932	-0.198695589	-1.14766023	0.024159484	0.17117078	TMEM63A
17039794	0.146990096	1.107256983	0.024182279	0.171274089	---
17042290	0.146990096	1.107256983	0.024182279	0.171274089	---
17046426	-0.047511513	-1.033480747	0.024184717	0.171274089	ZNF679
16858344	0.144670758	1.10547834	0.024215797	0.17146903	SMARCA4
17007406	-0.183803013	-1.135874161	0.024240441	0.171618338	RING1
16735545	0.112505232	1.081103939	0.02425088	0.171622253	NRIP3
17122628	0.031537738	1.022100981	0.0242566	0.171622253	---
16985089	-0.094247001	-1.067508089	0.0242624	0.171622253	CTC-436P18.1
16832350	0.235944476	1.177677464	0.024269552	0.171622253	KSR1
16833934	-0.135236465	-1.098272811	0.02427027	0.171622253	PSMD3
17118319	-0.339512416	-1.265328882	0.024271833	0.171622253	TNKS
16795017	0.138863699	1.101037571	0.024273241	0.171622253	ANGEL1 /// LOC100506603
17098504	0.147984096	1.108020133	0.024274697	0.171622253	SNORA65
16947947	-0.054347447	-1.038389317	0.024275145	0.171622253	LOC101928583
16839030	0.07610212	1.054166039	0.02428334	0.171622253	---
17031520	-0.102852958	-1.073895013	0.024287509	0.171622253	---
16934836	0.095293318	1.068282581	0.024287671	0.171622253	LGALS2
17031267	-0.183890209	-1.135942815	0.024294357	0.171622253	---
17033752	-0.183890209	-1.135942815	0.024294357	0.171622253	---
17036016	-0.183890209	-1.135942815	0.024294357	0.171622253	---
17122926	0.421595981	1.339408455	0.024303166	0.171659346	---
16995802	0.123474119	1.089354956	0.024321714	0.171765205	PLCXD3
16918137	-0.096575055	-1.0692321	0.024330905	0.171801569	ZNF337
17107392	0.065839494	1.046693826	0.024334139	0.171801569	LINC00632
17062955	0.281616214	1.215555877	0.024337858	0.171801569	LINC-PINT
16686122	0.126726422	1.091813486	0.02434217	0.171801569	ELOVL1
17028455	-0.183768138	-1.135846703	0.024344669	0.171801569	---
16924147	-0.347124371	-1.27202266	0.024365878	0.17192383	BAGE2 /// LOC105379278 /// LOC105378260
17123802	0.096104211	1.068883198	0.024371015	0.17192383	---
16830326	-0.241245818	-1.18201293	0.024372685	0.17192383	ELP5
17123812	0.065438408	1.046402874	0.024381271	0.17194146	---
17048967	-0.056867329	-1.040204604	0.024382313	0.17194146	ZKSCAN5
16949827	0.052429201	1.037009565	0.02439492	0.172005221	XXYLT1-AS2
16778829	-0.037684847	-1.026465293	0.02442094	0.172161417	CPB2
16700703	-0.112130303	-1.080823016	0.02442421	0.172161417	TOMM20
17083560	-0.055315289	-1.039086162	0.024440255	0.172233696	LOC105375970
16732807	0.289934433	1.222584713	0.024441605	0.172233696	VWA5A
16707149	0.243303572	1.18370007	0.024445972	0.172239311	FAS
16832379	0.118469238	1.085582401	0.024453238	0.172265348	LGALS9
16933378	0.160417831	1.117610771	0.024467608	0.172341412	TPST2
16702722	-0.082815988	-1.059083243	0.024485849	0.17244472	RPP38 /// LOC105376431
16695777	-0.045680456	-1.032169894	0.024492978	0.172456929	LOC102724358
16702311	-0.211530413	-1.157915851	0.024495849	0.172456929	ATP5C1
16859319	-0.108381	-1.0780178	0.024498307	0.172456929	C19orf44
16995873	0.098972866	1.071010679	0.024502768	0.172463167	LOC648987
16949972	0.078325546	1.055791932	0.024506523	0.172464431	TM4SF19-AS1
16982464	-0.071123393	-1.050534392	0.024520907	0.172515642	---
16872705	0.068376813	1.048536303	0.024520952	0.172515642	POU2F2
17054126	0.081804546	1.058341003	0.024526863	0.172532068	LOC100506557
17063221	0.306248257	1.236488016	0.024544102	0.172628159	FAM180A
16974968	0.210667203	1.157223241	0.024554708	0.172661472	SEL1L3
17016850	-0.102844237	-1.073888522	0.024557534	0.172661472	HCG17 /// HCG18
17121520	-0.053553989	-1.037818378	0.024559575	0.172661472	---
16974011	0.052655901	1.03717253	0.024565876	0.172680605	JAKMIP1
17122608	0.066040042	1.046839336	0.024574909	0.172698043	---
17095887	0.75179618	1.683887995	0.024575516	0.172698043	ASPN
17124504	-0.266741071	-1.203087082	0.024581801	0.17270448	---
17059771	0.326433452	1.253909696	0.024586438	0.17270448	SAMD9
16922899	0.047258651	1.033299625	0.024587172	0.17270448	PCP4
16799351	-0.041835239	-1.029422513	0.024597591	0.172752507	LOC100505534
16894235	-0.113385882	-1.081764067	0.024605075	0.172779917	KIDINS220
17038735	-0.183471684	-1.135613326	0.024611037	0.172796628	---
16690930	-0.1322719	-1.09601831	0.024624918	0.172868934	ST7L
16777632	-0.026035856	-1.018210505	0.024636065	0.172922018	NA
16715962	0.210763115	1.157300177	0.024654333	0.173025067	ZCCHC24
17056680	-0.06970215	-1.049499988	0.024660222	0.173028375	KIAA0895
16791611	-0.067042761	-1.047567176	0.024664509	0.173028375	---
16998082	-0.079720634	-1.056813377	0.024668366	0.173028375	LOC105379082
16784000	0.12222726	1.08841388	0.024669151	0.173028375	LOC105370487
16684080	0.738734653	1.668711617	0.024679935	0.173071618	IFI6
17071041	-0.079816547	-1.056883639	0.024682491	0.173071618	NDUFAF6 /// LOC105375650
16748970	0.156040739	1.114225114	0.024697872	0.173124962	LOC101928387
16688368	0.043334962	1.030493184	0.0246996	0.173124962	MIR1262
16882507	-0.207275389	-1.154505774	0.024701608	0.173124962	RGPD1 /// RGPD2 /// ANAPC1P1
17017286	-0.164742606	-1.120966066	0.024704453	0.173124962	C6orf47 /// BAG6
17000680	-0.086539131	-1.061819934	0.024714443	0.173169809	NRG2
16829728	-0.274291993	-1.209400426	0.024723478	0.173207962	ASPA
16808304	0.371477398	1.293676948	0.024730993	0.17323545	PPIP5K1
16994093	0.050842287	1.035869518	0.024746395	0.17329645	LINC01019
16963340	-0.152413503	-1.111427239	0.024746885	0.17329645	UBXN7
17124596	0.1675851	1.123176846	0.024758321	0.173351366	---
16974583	0.107482911	1.077346934	0.024791535	0.173536991	PROM1
17124272	-0.084830148	-1.060562871	0.024792825	0.173536991	---
16957766	-0.044102262	-1.031041399	0.024795624	0.173536991	ARHGAP31-AS1
16783031	-0.041573659	-1.029235882	0.024800871	0.173548541	---
16773426	-0.046447753	-1.032718999	0.024815678	0.173626968	RNU6-78P
16781986	-0.06060791	-1.042905118	0.024826694	0.173678852	TRAV41
16978710	-0.04519217	-1.031820611	0.024853241	0.173797089	LOC101929529 /// LOC101929558
16942003	-0.089355469	-1.063894776	0.024854726	0.173797089	APPL1 /// LOC105377102
16759471	-0.104840962	-1.075375838	0.024855429	0.173797089	EP400NL
17121948	0.041564939	1.029229661	0.024865657	0.173797089	---
16927686	0.171630861	1.126331	0.024866221	0.173797089	LOC100286925
16927512	0.070626397	1.050172554	0.024868959	0.173797089	---
16921793	0.098502021	1.070661196	0.024871023	0.173797089	LOC105372751 /// FLJ42200
17121326	0.069030762	1.049011695	0.024872416	0.173797089	---
16837768	-0.161464144	-1.118421612	0.024881699	0.173836774	TMEM94
16973292	0.086608887	1.061871275	0.02489767	0.173923166	DUX4L6 /// DUX4L5 /// DUX4L1 /// DUX4L3 /// DUX4L2 /// DUX4 /// DUX4L25
16825333	0.280517577	1.214630563	0.024929081	0.174117374	CLN3
17124004	0.229056222	1.172067959	0.024938711	0.174159423	---
16918832	-0.203055245	-1.151133571	0.024953671	0.174238676	NFS1
16806700	-0.049237935	-1.034718217	0.024968773	0.174318771	---
17124722	-0.089529855	-1.064023383	0.024972713	0.174318771	---
16739192	0.173496793	1.1277887	0.024975982	0.174318771	RAB3IL1
16818863	0.03602818	1.025287265	0.024986693	0.174368301	LOC105371252
17107045	0.152692521	1.11164221	0.025002659	0.174454482	HPRT1
17060894	0.182948521	1.135201595	0.025017373	0.174531903	CLDN15
17028037	-0.247593469	-1.187225075	0.025036097	0.174637278	---
16920470	0.052185058	1.03683409	0.025041721	0.174644843	---
17058108	-0.042401996	-1.029826997	0.025044422	0.174644843	LINC01005
16695833	-0.035627092	-1.025002261	0.025092918	0.174957733	---
16832792	-0.123465404	-1.089348375	0.025096761	0.17495924	GOSR1
17016011	-0.04333496	-1.030493182	0.025103985	0.174984313	---
17067133	-0.175040108	-1.128995791	0.025122369	0.175087162	---
17034399	-0.164236887	-1.120573194	0.025157013	0.175303279	---
16759676	-0.127816336	-1.092638631	0.025161458	0.175308936	ZNF10
17073340	0.067618233	1.04798512	0.025189032	0.175475707	RHPN1
16965039	0.073111399	1.051983006	0.025202289	0.175503574	USP17L6P
16733784	0.047206333	1.033262153	0.025207465	0.175503574	LOC105369586
17124096	0.369053432	1.291505182	0.025207539	0.175503574	---
16845408	-0.066336494	-1.047054468	0.025207584	0.175503574	---
16833403	0.037091935	1.026043528	0.025223354	0.175588026	LOC105371744 /// LOC105371745
17120090	-0.175877162	-1.129651027	0.025257799	0.175802442	---
16937152	0.525442939	1.439375432	0.025262033	0.175806548	LINC00312 /// LMCD1
16734473	-0.303763254	-1.234360032	0.025279148	0.175880333	NA
16922472	-0.057277135	-1.040500122	0.025279927	0.175880333	LOC105369295
16913867	-0.105024064	-1.07551233	0.025290154	0.175926118	---
17011771	-0.168657576	-1.124012107	0.025301121	0.175977032	FAM229B
17008209	0.299909319	1.231067032	0.025309982	0.1760132	---
17101543	0.285696845	1.218998918	0.025313619	0.1760132	TMSB4X
17111262	-0.113734655	-1.082025617	0.025329908	0.176101082	HUWE1
16761212	0.309709821	1.239458374	0.025338037	0.17613222	CLEC2B
16932008	0.17982701	1.132748052	0.02535974	0.176232568	BID
16974087	-0.048418319	-1.034130546	0.025361576	0.176232568	LOC100129931
16712825	-0.284388949	-1.217894317	0.025363433	0.176232568	MPP7
16761789	-0.145682199	-1.106253638	0.025374729	0.176282028	WBP11
16915804	-0.180855888	-1.133556175	0.025377859	0.176282028	GID8
16842587	-0.217075895	-1.162375254	0.025414013	0.176480902	POLDIP2
16855300	-0.031991141	-1.022422252	0.025417141	0.176480902	---
16971219	-0.073059083	-1.051944859	0.025420983	0.176480902	---
17066625	0.740583149	1.670851074	0.025421122	0.176480902	---
17081089	0.070103236	1.049791801	0.025432543	0.176529005	LINC00977
17123216	-0.055472236	-1.039199208	0.02543537	0.176529005	---
17077194	-0.114205496	-1.082378806	0.025445122	0.176571288	ATP6V1H
16908212	0.062822617	1.04450733	0.02545465	0.176612001	TNP1
16745525	0.118722111	1.085772697	0.025463587	0.176637531	HSPA8
16980223	-0.10546875	-1.075843889	0.025465653	0.176637531	LOC105377623
17098896	0.056884766	1.040217177	0.025470404	0.176645087	LOC105376287
16668689	-0.104317801	-1.074985948	0.025476353	0.176660951	ATP5F1
16662685	-0.324515206	-1.252243572	0.025482395	0.176677453	INPP5B
16918244	0.161499023	1.118448652	0.025494098	0.176710318	BCL2L1
16906921	-0.10484096	-1.075375837	0.025494462	0.176710318	SF3B1
16780169	-0.026933941	-1.018844544	0.025518485	0.176831839	RNU6-75P
17086428	-0.211530412	-1.157915851	0.025519325	0.176831839	---
17122740	-0.046421597	-1.032700276	0.025534793	0.176913612	---
16857875	0.093505862	1.066959831	0.025541313	0.176933376	---
16690511	0.394374304	1.314372594	0.025564649	0.177069602	TAF13
16949619	-0.043108261	-1.030331268	0.025597556	0.177272081	OSTN
16826595	-0.097630094	-1.070014312	0.025606859	0.177311054	LOC100996345
16893600	-0.176121304	-1.129842209	0.025616787	0.177354338	D2HGDH
16900140	0.329720633	1.256769987	0.025635334	0.177457277	IGKV3-20 /// IGK /// IGKC
16997046	0.271275112	1.20687404	0.025644066	0.177468683	GUSBP9 /// SMA5 /// GUSBP3 /// LOC105369186
16967677	-0.055262974	-1.039048483	0.025645088	0.177468683	---
17088185	-0.141775949	-1.103262389	0.025650025	0.177468683	PRPF4
16881818	-0.107718332	-1.077522752	0.025651908	0.177468683	SEMA4F
16857897	-0.182407923	-1.134776298	0.025655375	0.177468683	RAB11B
16788420	0.061052597	1.043226626	0.02566366	0.177500546	---
16743964	-0.070469448	-1.050058313	0.025667679	0.177502895	LOC105369472
17121352	0.248395648	1.18788539	0.025687998	0.177617944	---
16847561	0.031058176	1.021761284	0.025701607	0.177652745	LOC105371856
16900132	1.049769808	2.070199507	0.025701865	0.177652745	IGKV1-16
16917859	0.288277763	1.221181605	0.025704079	0.177652745	CD93
16664865	-0.038199288	-1.026831378	0.025713035	0.177689189	LOC105378728
16881427	0.06120082	1.043333813	0.025724306	0.177741618	NA
16701149	-0.21784319	-1.162993626	0.025761433	0.177972657	LINC01347
17063338	-0.081665041	-1.058238669	0.025784727	0.178108074	NA
16681302	-0.055132185	-1.038954291	0.025791204	0.178127311	NA
17002402	-0.179983957	-1.132871288	0.025813567	0.178249192	SLU7
16917746	-0.056631906	-1.040034875	0.025816241	0.178249192	---
16684275	-0.040379116	-1.028384033	0.025821425	0.178259474	---
17088213	0.057120188	1.040386935	0.025831471	0.178303309	C9orf43
17124156	0.153564454	1.112314265	0.025837698	0.178320777	---
16797272	-0.142037529	-1.103462444	0.025854057	0.178408155	NUDT14
16793632	-0.126342775	-1.091523185	0.025870574	0.178496604	TRMT5
17006180	0.107700893	1.077509727	0.025875032	0.17849913	PPP1R11
16885191	-0.121965681	-1.088216555	0.025882899	0.17849913	NIFK-AS1
17000800	-0.243425643	-1.18380023	0.025885188	0.17849913	NDUFA2
16744731	-0.175851006	-1.129630547	0.025889466	0.17849913	SIK3
16828762	-0.231480191	-1.174038884	0.025889505	0.17849913	HSDL1
17099148	-0.096732006	-1.069348428	0.025894905	0.17849913	QRFP
