Ensembl_ID	HGNC_symbol	logFC	Fold.Change	P.Value	adj.P.Val
ENSG00000261737		-0.240160402	-1.181123974	0.100338009	0.814252265
ENSG00000242715	CCDC169	-0.14899038	-1.10879325	0.100425314	0.814252265
ENSG00000148584	A1CF	-0.170947948	-1.125797967	0.100428664	0.814252265
ENSG00000172243	CLEC7A	-0.201341524	-1.149766996	0.100483737	0.814252265
ENSG00000188649	CC2D2B	0.157515424	1.115364628	0.100584043	0.814252265
ENSG00000279214		0.166645359	1.122445471	0.100624169	0.814252265
ENSG00000204946	ZNF783	0.217526846	1.162738641	0.100642771	0.814252265
ENSG00000274523	RCC1L	-0.20240602	-1.150615668	0.100643053	0.814252265
ENSG00000187951	ARHGAP11B	0.187383025	1.138696304	0.100773185	0.814252265
ENSG00000214460	TPT1P6	-0.171023278	-1.125856752	0.100774136	0.814252265
ENSG00000282840		-0.162822186	-1.119474903	0.100787645	0.814252265
ENSG00000165879	FRAT1	0.151101902	1.110417263	0.100975926	0.814252265
ENSG00000171045	TSNARE1	0.164202431	1.120546432	0.100984141	0.814252265
ENSG00000141977	CIB3	-0.209824449	-1.156547444	0.10098623	0.814252265
ENSG00000013375	PGM3	-0.181552958	-1.13410401	0.100989959	0.814252265
ENSG00000182240	BACE2	0.189899708	1.140684416	0.101093441	0.814252265
ENSG00000165828	PRAP1	-0.177870402	-1.131212841	0.101107283	0.814252265
ENSG00000080618	CPB2	-0.141355906	-1.10294122	0.101112584	0.814252265
ENSG00000156313	RPGR	0.195229602	1.144906356	0.101228788	0.814252265
ENSG00000185437	SH3BGR	-0.251866428	-1.190746599	0.1012724	0.814252265
ENSG00000107819	SFXN3	0.187964614	1.139155436	0.101276172	0.814252265
ENSG00000271699	SNX29P2	0.175333114	1.129225109	0.101294864	0.814252265
ENSG00000096717	SIRT1	0.307493987	1.237556153	0.101339772	0.814252265
ENSG00000167967	E4F1	-0.208888219	-1.155797151	0.101360216	0.814252265
ENSG00000075043	KCNQ2	-0.329726252	-1.256774882	0.101361719	0.814252265
ENSG00000198547	C20orf203	0.150781772	1.110170892	0.101374127	0.814252265
ENSG00000185940	KRTAP5-5	-0.215145383	-1.160820886	0.101383882	0.814252265
ENSG00000246523		0.227329349	1.170665859	0.101389072	0.814252265
ENSG00000099899	TRMT2A	0.182840898	1.135116913	0.101401396	0.814252265
ENSG00000205869	KRTAP5-1	-0.165696462	-1.121707452	0.101407335	0.814252265
ENSG00000172464	OR5AP2	0.196570545	1.145971008	0.101448521	0.814252265
ENSG00000171262	FAM98B	-0.157742687	-1.115540341	0.101490495	0.814252265
ENSG00000109118	PHF12	0.262431085	1.199498277	0.101520643	0.814252265
ENSG00000141748	ARL5C	-0.148921058	-1.108739974	0.101570041	0.814252265
ENSG00000164951	PDP1	0.333057312	1.25968002	0.10159618	0.814252265
ENSG00000029153	ARNTL2	0.147266753	1.107469335	0.101596665	0.814252265
ENSG00000179165	PXT1	0.198319569	1.147361146	0.101598535	0.814252265
ENSG00000230639	VN1R36P	0.227556646	1.170850312	0.101668263	0.814252265
ENSG00000138756	BMP2K	-0.186482286	-1.137985588	0.101735816	0.814252265
ENSG00000086991	NOX4	-0.220337921	-1.165006432	0.101813789	0.814252265
ENSG00000166311	SMPD1	-0.239345493	-1.180457003	0.101850947	0.814252265
ENSG00000224984		-0.159230102	-1.116691054	0.101871175	0.814252265
ENSG00000073282	TP63	0.208513322	1.155496846	0.101883482	0.814252265
ENSG00000135766	EGLN1	-0.26182467	-1.198994192	0.101884574	0.814252265
ENSG00000101460	MAP1LC3A	-0.239963886	-1.180963099	0.101933681	0.814252265
ENSG00000233016	SNHG7	-0.296483506	-1.228147217	0.101963484	0.814252265
ENSG00000214888		0.175666352	1.129485971	0.10197794	0.814252265
ENSG00000169877	AHSP	0.239384432	1.180488864	0.102013573	0.814252265
ENSG00000164597	COG5	0.16076021	1.117876034	0.102021871	0.814252265
ENSG00000159917	ZNF235	-0.15837522	-1.116029545	0.102037491	0.814252265
ENSG00000094975	SUCO	0.158147752	1.115853596	0.102151287	0.814252265
ENSG00000099617	EFNA2	-0.186660851	-1.138126446	0.102159791	0.814252265
ENSG00000181698	OR5T1	0.16401914	1.120404079	0.102211134	0.814252265
ENSG00000197576	HOXA4	-0.151264405	-1.110542346	0.102253376	0.814252265
ENSG00000167005	NUDT21	0.172137014	1.126726229	0.102255336	0.814252265
ENSG00000171033	PKIA	-0.234001701	-1.176092637	0.102255902	0.814252265
ENSG00000151572	ANO4	-0.247973882	-1.187538167	0.102274008	0.814252265
ENSG00000165650	PDZD8	0.174213871	1.128349396	0.102282602	0.814252265
ENSG00000162947	LINC01931	0.206131037	1.153590378	0.102322276	0.814252265
ENSG00000197092	GOLGA6L16P	0.239416223	1.180514877	0.102370686	0.814252265
ENSG00000169247	SH3TC2	0.207158532	1.154412264	0.102400699	0.814252265
ENSG00000157150	TIMP4	-0.268627774	-1.204661464	0.102404149	0.814252265
ENSG00000115756	HPCAL1	-0.399287744	-1.318856633	0.102428181	0.814252265
ENSG00000178146		-0.175767054	-1.129564814	0.102431952	0.814252265
ENSG00000244229	RPL26P35	0.188070579	1.13923911	0.102435546	0.814252265
ENSG00000173992	CCS	-0.28043627	-1.214562111	0.102446383	0.814252265
ENSG00000197322	C17orf102	0.221757184	1.166153081	0.102498655	0.814252265
ENSG00000169851	PCDH7	-0.175078637	-1.129025943	0.102528064	0.814252265
ENSG00000185808	PIGP	0.343835149	1.26912586	0.102532757	0.814252265
ENSG00000242507		0.154779712	1.113251621	0.102546525	0.814252265
ENSG00000244538		0.388361218	1.30890575	0.102565387	0.814252265
ENSG00000148513	ANKRD30A	0.199419681	1.148236388	0.102589962	0.814252265
ENSG00000109381	ELF2	0.189856103	1.14064994	0.102594101	0.814252265
ENSG00000101282	RSPO4	-0.161704239	-1.118607756	0.102624858	0.814252265
ENSG00000144868	TMEM108	-0.240672421	-1.181543234	0.102637203	0.814252265
ENSG00000198569	SLC34A3	0.146970586	1.10724201	0.102666337	0.814312068
ENSG00000231556	RSL24D1P3	0.165516342	1.121567416	0.102741211	0.814734559
ENSG00000160883	HK3	0.189753652	1.140568941	0.102866306	0.81490964
ENSG00000266338	NBPF15	-0.18265657	-1.134971892	0.102902838	0.81490964
ENSG00000207952	MIR624	0.181554076	1.134104889	0.102932491	0.81490964
ENSG00000149294	NCAM1	0.360005002	1.283430347	0.102943706	0.81490964
ENSG00000182118	FAM89A	-0.182560992	-1.134896704	0.10297145	0.81490964
ENSG00000203780	FANK1	-0.196277658	-1.145738383	0.103022621	0.81490964
ENSG00000109471	IL2	0.204976585	1.152667639	0.10304424	0.81490964
ENSG00000158711	ELK4	0.202962073	1.151059231	0.103144515	0.815283743
ENSG00000113448	PDE4D	-0.485940938	-1.400498985	0.103184946	0.815283743
ENSG00000126003	PLAGL2	0.206990212	1.154277587	0.103207485	0.815283743
ENSG00000257446	ZNF878	-0.162526851	-1.119245758	0.103228809	0.815283743
ENSG00000157873	TNFRSF14	0.158401486	1.116049863	0.103246281	0.815283743
ENSG00000121388		-0.179724923	-1.1326679	0.103315392	0.815283743
ENSG00000106479	ZNF862	0.15378268	1.112482529	0.103402105	0.815283743
ENSG00000180422	LINC00304	-0.184260462	-1.136234381	0.103492053	0.815283743
ENSG00000168566	SNRNP48	0.25078414	1.189853654	0.103506507	0.815283743
ENSG00000128645	HOXD1	-0.797289761	-1.737833373	0.103508862	0.815283743
ENSG00000181396	OGFOD3	0.232904046	1.175198163	0.103558277	0.815283743
ENSG00000213215	OR2F1	0.161352987	1.118335443	0.103563932	0.815283743
ENSG00000274253		-0.229072817	-1.172081441	0.10356649	0.815283743
ENSG00000154957	ZNF18	0.33879155	1.264696797	0.103567219	0.815283743
ENSG00000151500	THYN1	-0.533615094	-1.447551919	0.103657952	0.815629119
ENSG00000260762	ACSM5P1	-0.170220896	-1.125230759	0.103766119	0.815629119
ENSG00000143954	REG3G	-0.179091319	-1.132170563	0.103787804	0.815629119
ENSG00000267980		0.190682474	1.141303488	0.10379985	0.815629119
ENSG00000166441	RPL27A	0.164072515	1.12044553	0.103811959	0.815629119
ENSG00000234625	LINC00380	0.1745541	1.128615525	0.103817441	0.815629119
ENSG00000186815	TPCN1	0.186831081	1.138260747	0.103821944	0.815629119
ENSG00000167315	ACAA2	0.385516616	1.306327488	0.1038274	0.815629119
ENSG00000229231	FEM1AP1	-0.296409166	-1.228083934	0.103885631	0.815916574
ENSG00000158402	CDC25C	0.200641635	1.149209349	0.103936327	0.815983495
ENSG00000128944	KNSTRN	-0.238425769	-1.179704696	0.103959072	0.815983495
ENSG00000113810	SMC4	-0.149730788	-1.109362442	0.103993336	0.816051457
ENSG00000150551	LYPD1	-0.314527539	-1.243604325	0.10404222	0.816051457
ENSG00000170929	OR1M1	0.155140795	1.113530284	0.104054298	0.816051457
ENSG00000265817	FSBP	0.199580833	1.148364656	0.104100124	0.816241084
ENSG00000165626	BEND7	0.245925656	1.185853389	0.104224295	0.816775396
ENSG00000237945	LINC00649	0.206539568	1.153917089	0.104233251	0.816775396
ENSG00000095002	MSH2	-0.170637317	-1.125555594	0.104450668	0.817799278
ENSG00000205989	DEFB109C	0.162628095	1.119324306	0.104492662	0.817958235
ENSG00000235994		-0.548183458	-1.46224338	0.104694906	0.819128565
ENSG00000173218	VANGL1	0.16591649	1.121878539	0.104725893	0.819128565
ENSG00000144228	SPOPL	0.154408259	1.112965027	0.104729064	0.819128565
ENSG00000168517	HEXIM2	-0.200483693	-1.149083544	0.104828985	0.819570085
ENSG00000171988	JMJD1C	-0.258883635	-1.196552448	0.104881105	0.819673409
ENSG00000199090	MIR326	0.230924344	1.173586633	0.104922979	0.819673409
ENSG00000227091		0.177369774	1.130820368	0.104924333	0.819673409
ENSG00000119446	RBM18	-0.267798216	-1.203968975	0.104929152	0.819673409
ENSG00000133265	HSPBP1	-0.391488387	-1.311745997	0.105021097	0.81986131
ENSG00000109944	JHY	0.162427306	1.119168534	0.105059022	0.81986131
ENSG00000186924	KRTAP22-1	-0.164949881	-1.121127129	0.105069534	0.81986131
ENSG00000155495	MAGEC1	0.200613232	1.149186725	0.10510698	0.81986131
ENSG00000280220		0.173964857	1.128154656	0.1051207	0.81986131
ENSG00000144381	HSPD1	-0.261908215	-1.199063627	0.10521348	0.81986131
ENSG00000134873	CLDN10	1.023741028	2.033184346	0.105243341	0.81986131
ENSG00000230337		-0.168126263	-1.123598235	0.105246926	0.81986131
ENSG00000186496	ZNF396	-0.155745809	-1.113997356	0.105297204	0.81986131
ENSG00000183632	TP53TG3	-0.19567191	-1.14525742	0.10530986	0.81986131
ENSG00000260032	NORAD	-0.226630455	-1.170098883	0.105323285	0.81986131
ENSG00000169045	HNRNPH1	-0.543723677	-1.457730149	0.10539746	0.81986131
ENSG00000184999	SLC22A10	-0.147793404	-1.107873687	0.105434606	0.81986131
ENSG00000255529	POLR2M	-0.259746677	-1.197268458	0.105445453	0.81986131
ENSG00000145907	G3BP1	0.301109067	1.232091216	0.105447798	0.81986131
ENSG00000165501	LRR1	0.177288162	1.1307564	0.105468535	0.81986131
ENSG00000145741	BTF3	-0.334387372	-1.26084189	0.10546948	0.81986131
ENSG00000112182	BACH2	0.152704641	1.111651549	0.105477735	0.81986131
ENSG00000162624	LHX8	-0.129310907	-1.093771144	0.105515483	0.81986131
ENSG00000243064	ABCC13	0.192899727	1.143058886	0.105518523	0.81986131
ENSG00000142082	SIRT3	-0.197083484	-1.146378521	0.10555229	0.819918348
ENSG00000174796	THAP6	0.170800844	1.125683181	0.105637188	0.819918348
ENSG00000258422		-0.227636326	-1.17091498	0.105657814	0.819918348
ENSG00000221737	MIR548I1	0.157020363	1.114981956	0.105715438	0.819918348
ENSG00000235890	TSPEAR-AS1	-0.171682971	-1.126371683	0.105744727	0.819918348
ENSG00000113456	RAD1	0.199318105	1.148155547	0.105765053	0.819918348
ENSG00000167754	KLK5	-0.356944178	-1.280710306	0.105903029	0.820093484
ENSG00000196482	ESRRG	0.153671484	1.112396788	0.105908064	0.820093484
ENSG00000238164	TNFRSF14-AS1	-0.164528068	-1.120799384	0.105921393	0.820093484
ENSG00000126882	FAM78A	0.209667887	1.156421941	0.105939888	0.820093484
ENSG00000233874		-0.211441596	-1.157844569	0.105967241	0.820136854
ENSG00000070388	FGF22	0.18069971	1.133433469	0.105990838	0.820146884
ENSG00000225948		-0.23503994	-1.176939319	0.106012038	0.820146884
ENSG00000234062		-0.161418695	-1.118386379	0.106035263	0.820158288
ENSG00000173295	FAM86B3P	0.228768923	1.171834576	0.106065327	0.820222578
ENSG00000105697	HAMP	-0.404523563	-1.323651714	0.106185678	0.820811598
ENSG00000219665		-0.168184271	-1.123643413	0.106220805	0.820811598
ENSG00000185115	NSMCE3	-0.169784124	-1.124890151	0.106272328	0.820811598
ENSG00000176884	GRIN1	-0.203997214	-1.151885418	0.10628357	0.820811598
ENSG00000023608	SNAPC1	-0.180194684	-1.133036772	0.10628965	0.820811598
ENSG00000150773	PIH1D2	0.167619504	1.123203631	0.106317361	0.820811598
ENSG00000101230	ISM1	-0.21546417	-1.161077417	0.106395339	0.820811598
ENSG00000184995	IFNE	0.155626211	1.113905011	0.106412646	0.820811598
ENSG00000136783	NIPSNAP3A	-0.271698379	-1.207228172	0.106533363	0.820811598
ENSG00000253882		0.163316101	1.119858228	0.106591197	0.820811598
ENSG00000178904	DPY19L3	0.19816007	1.147234306	0.106603082	0.820811598
ENSG00000230606		-0.21778603	-1.162947549	0.106644884	0.820811598
ENSG00000166160	OPN1MW2	-0.162893874	-1.119530532	0.106658434	0.820811598
ENSG00000050327	ARHGEF5	-0.158531118	-1.116150149	0.106660631	0.820811598
ENSG00000175354	PTPN2	-0.223041007	-1.167191277	0.106822536	0.820811598
ENSG00000269364	LINC01233	0.160887123	1.117974377	0.106871114	0.820811598
ENSG00000211893	IGHG2	-0.172272243	-1.126831847	0.106894377	0.820811598
ENSG00000146278	PNRC1	0.165075121	1.121224459	0.106919249	0.820811598
ENSG00000188167	TMPPE	0.145244042	1.105917712	0.106923674	0.820811598
ENSG00000203705	TATDN3	-0.325486399	-1.25308684	0.106979997	0.820811598
ENSG00000066557	LRRC40	-0.315911953	-1.244798264	0.107040616	0.820811598
ENSG00000016082	ISL1	-0.175615401	-1.129446082	0.10705243	0.820811598
ENSG00000118733	OLFM3	-0.567130378	-1.481573684	0.107054311	0.820811598
ENSG00000182858	ALG12	0.161438419	1.118401669	0.107060504	0.820811598
ENSG00000245248	USP2-AS1	0.241318642	1.182072598	0.107078738	0.820811598
ENSG00000140157	NIPA2	-0.176426246	-1.130081049	0.107091313	0.820811598
ENSG00000228836	CT45A5	-0.437313022	-1.354080043	0.107120119	0.820811598
ENSG00000177932	ZNF354C	-0.17540871	-1.129284281	0.107120404	0.820811598
ENSG00000012174	MBTPS2	-0.146687075	-1.107024441	0.107127404	0.820811598
ENSG00000187772	LIN28B	0.246198644	1.186077798	0.10714283	0.820811598
ENSG00000140848	CPNE2	-0.167935167	-1.123449415	0.107277642	0.821574303
ENSG00000250934		0.161509396	1.118456693	0.107285965	0.821574303
ENSG00000163703	CRELD1	-0.16961997	-1.124762165	0.107337416	0.821801409
ENSG00000198125	MB	0.18338085	1.135541829	0.107461591	0.82225126
ENSG00000204644	ZFP57	0.155716344	1.113974605	0.107509063	0.82235742
ENSG00000252947	SCARNA1	-0.181014667	-1.133680938	0.107519083	0.82235742
ENSG00000115596	WNT6	0.18455835	1.136469015	0.107591107	0.822369501
ENSG00000236396	SLC35G4	0.203099363	1.151168773	0.10760873	0.822369501
ENSG00000131059	BPIFA3	-0.160714742	-1.117840804	0.107645749	0.822369501
ENSG00000152086	TUBA3E	-0.188061064	-1.139231596	0.107685753	0.822369501
ENSG00000166734	CASC4	-0.470565402	-1.385652408	0.107693318	0.822369501
ENSG00000180867	PDIA3P1	0.237036858	1.178569518	0.107695139	0.822369501
ENSG00000166199	ALKBH3	-0.193395487	-1.143451748	0.107873875	0.823400849
ENSG00000204779	FOXD4L5	-0.227210745	-1.170569622	0.107900523	0.823437571
ENSG00000116729	WLS	0.495100624	1.409419054	0.107960053	0.823534392
ENSG00000257743	MGAM2	0.170514388	1.125459692	0.107987417	0.823534392
ENSG00000249767	ENPP7P10	-0.191005114	-1.141558753	0.108009819	0.823534392
ENSG00000178966	RMI1	0.184405065	1.136348272	0.108044253	0.823534392
ENSG00000140992	PDPK1	-0.176363026	-1.130031529	0.108069753	0.823562283
ENSG00000143416	SELENBP1	0.505030275	1.419153137	0.108097384	0.823606398
ENSG00000139436	GIT2	-0.206071261	-1.153542582	0.108129029	0.823672339
ENSG00000173599	PC	0.148196847	1.108183542	0.108227914	0.823672339
ENSG00000160007	ARHGAP35	0.174666579	1.12870352	0.108245548	0.823672339
ENSG00000233304	LINC01346	0.187699879	1.13894642	0.108260056	0.823672339
ENSG00000255837	TAS2R20	-0.190381885	-1.141065719	0.108302436	0.823672339
ENSG00000182574		-0.182918966	-1.135178339	0.108320583	0.823672339
ENSG00000278292	RFPL4AP6	-0.158867248	-1.116410229	0.108321452	0.823672339
ENSG00000116096	SPR	0.231989134	1.174453126	0.108357554	0.823672339
ENSG00000183878	UTY	-0.155296258	-1.113650283	0.108432652	0.823672339
ENSG00000255308		0.160767923	1.11788201	0.10843498	0.823672339
ENSG00000176463	SLCO3A1	-0.233856962	-1.175974651	0.108446998	0.823672339
ENSG00000100784	RPS6KA5	0.143376734	1.104487226	0.108452884	0.823672339
ENSG00000253166		-0.194351647	-1.144209832	0.108481384	0.823672339
ENSG00000275663	HIST1H4G	0.202380174	1.150595054	0.108528254	0.823672339
ENSG00000135226	UGT2B28	0.14347603	1.104563248	0.108542919	0.823672339
ENSG00000026559	KCNG1	-0.221285925	-1.165772217	0.108576683	0.823692325
ENSG00000263006	ROCK1P1	-0.16759199	-1.12318221	0.10869895	0.823692325
ENSG00000147724	FAM135B	0.350813028	1.275279106	0.108707273	0.823692325
ENSG00000166676	TVP23A	0.241658811	1.182351348	0.108776857	0.823692325
ENSG00000168757	TSPY2	0.159376513	1.116804386	0.108787013	0.823692325
ENSG00000159648	TEPP	0.214281162	1.160125725	0.108796754	0.823692325
ENSG00000141367	CLTC	-0.195962634	-1.145488229	0.108887861	0.823692325
ENSG00000187821	HELT	-0.158574079	-1.116183387	0.108890964	0.823692325
ENSG00000120875	DUSP4	-0.176171936	-1.129881862	0.109020682	0.823692325
ENSG00000183034	OTOP2	0.200245064	1.148893496	0.109027909	0.823692325
ENSG00000257395		0.181428139	1.134005894	0.109056884	0.823692325
ENSG00000092531	SNAP23	-0.200336592	-1.148966387	0.10909101	0.823692325
ENSG00000234585	CCT6P3	-0.18856412	-1.139628906	0.10910731	0.823692325
ENSG00000233225		0.173755426	1.127990898	0.109136946	0.823692325
ENSG00000242034		0.160212331	1.117451589	0.109148812	0.823692325
ENSG00000052850	ALX4	-0.150204433	-1.109726712	0.109172343	0.823692325
ENSG00000047617	ANO2	0.151605204	1.110804713	0.109173856	0.823692325
ENSG00000227392	HPN-AS1	-0.165226145	-1.121341837	0.109298408	0.823692325
ENSG00000171695	LKAAEAR1	0.202063274	1.150342344	0.109300836	0.823692325
ENSG00000283638		0.156633005	1.114682628	0.109360751	0.823692325
ENSG00000117000	RLF	0.393825423	1.313872629	0.109380184	0.823692325
ENSG00000180730	SHISA2	0.242769662	1.183262089	0.109431298	0.823692325
ENSG00000128000	ZNF780B	-0.194622985	-1.144425052	0.109436218	0.823692325
ENSG00000197555	SIPA1L1	0.200459028	1.149063899	0.109483346	0.823692325
ENSG00000207816	MIR124-2	-0.174453584	-1.128536895	0.109502716	0.823692325
ENSG00000006534	ALDH3B1	0.191235599	1.141741143	0.10952779	0.823692325
ENSG00000101751	POLI	0.157952911	1.115702906	0.109531979	0.823692325
ENSG00000100934	SEC23A	-0.35485516	-1.278857183	0.109635785	0.823692325
ENSG00000123454	DBH	0.228684422	1.171765941	0.109644338	0.823692325
ENSG00000105289	TJP3	-0.16147212	-1.118427795	0.109663469	0.823692325
ENSG00000102174	PHEX	0.160410822	1.117605342	0.109684494	0.823692325
ENSG00000131435	PDLIM4	0.241232595	1.182002097	0.109703105	0.823692325
ENSG00000080815	PSEN1	-0.213851597	-1.159780347	0.109721007	0.823692325
ENSG00000074211	PPP2R2C	-0.146441312	-1.106835876	0.109739229	0.823692325
ENSG00000173250	GPR151	0.175067111	1.129016923	0.109762509	0.823692325
ENSG00000181433	SAGE1	-0.176676733	-1.130277276	0.109790448	0.823692325
ENSG00000130810	PPAN	0.180341713	1.133152249	0.109794603	0.823692325
ENSG00000141027	NCOR1	-0.278557828	-1.212981736	0.109853996	0.823692325
ENSG00000152942	RAD17	-0.251923013	-1.190793303	0.10994134	0.823692325
ENSG00000228196	PTPN2P1	0.20872148	1.155663578	0.110022204	0.823692325
ENSG00000104760	FGL1	0.168220805	1.123671868	0.11003765	0.823692325
ENSG00000117148	ACTL8	0.1325859	1.096256882	0.110075522	0.823692325
ENSG00000204315	FKBPL	0.141763235	1.103252667	0.110145296	0.823692325
ENSG00000184857	TMEM186	-0.280325526	-1.214468883	0.110219835	0.823692325
ENSG00000113924	HGD	-0.150546851	-1.109990132	0.110239914	0.823692325
ENSG00000165102	HGSNAT	-0.15877148	-1.116336123	0.11025461	0.823692325
ENSG00000170516	COX7B2	0.167181005	1.122862291	0.110334812	0.823692325
ENSG00000272549	LINC02538	0.257136823	1.195104542	0.110388536	0.823692325
ENSG00000163866	SMIM12	-0.180542523	-1.133309984	0.110390388	0.823692325
ENSG00000137075	RNF38	-0.336394407	-1.262597156	0.110419319	0.823692325
ENSG00000178297	TMPRSS9	0.175406226	1.129282337	0.110428014	0.823692325
ENSG00000187510	PLEKHG7	0.172785222	1.127232585	0.110443247	0.823692325
ENSG00000227058		0.163853871	1.120275737	0.110445532	0.823692325
ENSG00000113273	ARSB	-0.169951085	-1.12502034	0.110463498	0.823692325
ENSG00000165637	VDAC2	-0.173211376	-1.127565605	0.11049202	0.823692325
ENSG00000239571	IGKV2D-30	0.15546967	1.113784152	0.110538591	0.823692325
ENSG00000241721	SUMO1P1	0.15257457	1.111551329	0.110564583	0.823692325
ENSG00000242616	GNG10	-0.760030691	-1.693526651	0.110585915	0.823692325
ENSG00000203737	GPR52	-0.138633143	-1.100861629	0.110613299	0.823692325
ENSG00000132744	ACY3	-0.225459924	-1.169149909	0.11066147	0.823692325
ENSG00000240371	RPS4XP13	0.146436848	1.106832451	0.110722165	0.823692325
ENSG00000253846	PCDHGA10	0.171443403	1.126184659	0.110735671	0.823692325
ENSG00000162461	SLC25A34	0.251175838	1.190176748	0.110755465	0.823692325
ENSG00000165733	BMS1	0.205938641	1.153436547	0.110799025	0.823692325
ENSG00000177468	OLIG3	0.154128279	1.112749057	0.110810901	0.823692325
ENSG00000131650	KREMEN2	-0.219033453	-1.163953524	0.110858192	0.823692325
ENSG00000167680	SEMA6B	-0.259113315	-1.196742956	0.110867544	0.823692325
ENSG00000164692	COL1A2	-0.224204896	-1.168133285	0.110869549	0.823692325
ENSG00000082269	FAM135A	0.138301332	1.100608467	0.110928836	0.823692325
ENSG00000139291	TMEM19	-0.201615692	-1.149985517	0.110942165	0.823692325
ENSG00000198346	ZNF813	-0.183091629	-1.135314207	0.110983289	0.823692325
ENSG00000084674	APOB	-0.143444217	-1.104538891	0.110988996	0.823692325
ENSG00000108510	MED13	-0.187158792	-1.138519335	0.110999084	0.823692325
ENSG00000156735	BAG4	-0.149559076	-1.109230411	0.111020653	0.823692325
ENSG00000135678	CPM	0.177470464	1.130899294	0.111072463	0.823692325
ENSG00000142449	FBN3	-0.219619579	-1.164426501	0.111124872	0.823692325
ENSG00000225177		0.773966178	1.709964267	0.111128391	0.823692325
ENSG00000169750	RAC3	0.607123672	1.523219309	0.111173299	0.823692325
ENSG00000156587	UBE2L6	-0.145569168	-1.106166969	0.111174973	0.823692325
ENSG00000281721	LINC01080	-0.197728583	-1.146891237	0.111248602	0.823692325
ENSG00000233723	LINC01122	0.192218638	1.14251938	0.111251591	0.823692325
ENSG00000254198		0.191831375	1.142212735	0.111284535	0.823692325
ENSG00000164825	DEFB1	0.135965489	1.098827932	0.111322023	0.823692325
ENSG00000170920	OR7G3	-0.194891332	-1.14463794	0.11139405	0.823692325
ENSG00000185527	PDE6G	0.158184056	1.115881675	0.111412905	0.823692325
ENSG00000284219	MIR202	-0.22911837	-1.172118449	0.111416949	0.823692325
ENSG00000125843	AP5S1	0.292246667	1.224545743	0.111420149	0.823692325
ENSG00000199168	MIR374A	-0.160645051	-1.117786806	0.111469979	0.823692325
ENSG00000046774	MAGEC2	-0.173709842	-1.127955258	0.111474329	0.823692325
ENSG00000262117	BCAR4	-0.199036644	-1.147931571	0.111493924	0.823692325
ENSG00000139926	FRMD6	-0.169075438	-1.124337713	0.111551278	0.823692325
ENSG00000270550	IGHV3-30	0.182850659	1.135124593	0.111595703	0.823692325
ENSG00000238961	SNORA47	-0.150927222	-1.110282823	0.111639524	0.823692325
ENSG00000181323	SPEM1	-0.15587465	-1.114096847	0.111649337	0.823692325
ENSG00000279561		0.152995132	1.111875406	0.111661775	0.823692325
ENSG00000116062	MSH6	0.162793518	1.119452658	0.111690091	0.823692325
ENSG00000176896	TCEANC	-0.148135789	-1.108136643	0.111756316	0.823692325
ENSG00000170412	GPRC5C	0.33972656	1.265516713	0.111795083	0.823692325
ENSG00000254591		-0.171003736	-1.125841501	0.111827891	0.823692325
ENSG00000145349	CAMK2D	0.226944369	1.170353511	0.111839723	0.823692325
ENSG00000187516	HYPM	0.162686438	1.119369573	0.111883929	0.823692325
ENSG00000166896	ATP23	-0.254480395	-1.192906026	0.111888235	0.823692325
ENSG00000264956		-0.17325339	-1.127598442	0.111891727	0.823692325
ENSG00000157106	SMG1	0.359837905	1.283281706	0.111908222	0.823692325
ENSG00000204913	LRRC3C	0.169200993	1.124435567	0.111926661	0.823692325
ENSG00000102837	OLFM4	0.280396204	1.214528382	0.111956114	0.823692325
ENSG00000095485	CWF19L1	0.203587178	1.151558081	0.111956496	0.823692325
ENSG00000198298	ZNF485	-0.223107143	-1.167244785	0.111980316	0.823692325
ENSG00000167941	SOST	-0.152324162	-1.111358414	0.112047154	0.823692325
ENSG00000245466		-0.144492821	-1.105342003	0.112132155	0.823692325
ENSG00000084463	WBP11	-0.167035384	-1.122748958	0.112153413	0.823692325
ENSG00000225190	PLEKHM1	-0.158167155	-1.115868603	0.112199589	0.823692325
ENSG00000146038	DCDC2	-0.166641303	-1.122442315	0.112218978	0.823692325
ENSG00000258417		-0.154077414	-1.112709826	0.112230094	0.823692325
ENSG00000163884	KLF15	0.390933131	1.311241237	0.112238355	0.823692325
ENSG00000164199	ADGRV1	0.554353649	1.468510569	0.112239392	0.823692325
ENSG00000199077	MIR129-2	0.180059867	1.132930897	0.112307499	0.823692325
ENSG00000279386		0.229205468	1.172189214	0.112331602	0.823692325
ENSG00000185215	TNFAIP2	0.261982233	1.199125146	0.112339292	0.823692325
ENSG00000064102	INTS13	-0.235088569	-1.176978991	0.112480173	0.824233848
ENSG00000188981	MSANTD1	-0.287638612	-1.22064071	0.112489024	0.824233848
ENSG00000138686	BBS7	-0.1694775	-1.124651096	0.112547583	0.824233848
ENSG00000021645	NRXN3	-0.186517382	-1.138013271	0.112607625	0.824233848
ENSG00000120008	WDR11	0.388570287	1.309095445	0.112747591	0.824233848
ENSG00000188729	OSTN	-0.161372126	-1.118350279	0.112751439	0.824233848
ENSG00000187944	C2orf66	-0.178729096	-1.131886341	0.11277574	0.824233848
ENSG00000229442	THEMIS3P	0.171346402	1.126108941	0.112817685	0.824233848
ENSG00000211776	TRAV2	0.135743711	1.098659028	0.112880107	0.824233848
